1 15 3205 72 1 86 226 404 19 298 417 55 130 108 148 293 60 301 121 31 284 428 229 135 451 476 309 489 283 15 45 14 388
2 15 3106 257 330 235 366 100 243 305 45 201 272 45 400 351 253 149 345 16 329 468 260 167 65 15 426 336 85 286 274 175 95
3 15 4729 489 320 395 83 469 30 417 415 35 177 147 327 371 81 439 265 118 99 338 171 149 427 275 472 315 477 478 107 294 431
4 15 3785 417 100 108 476 214 296 34 173 36 135 325 317 354 351 124 43 481 239 304 372 227 391 376 346 154 354 407 23 224 372
5 15 3646 69 272 347 390 233 434 361 270 166 99 310 175 453 158 88 384 54 165 69 236 286 153 341 409 370 51 475 333 24 161
6 15 4407 190 398 110 50 322 196 131 467 252 157 464 464 258 219 336 319 472 483 104 101 288 401 385 387 366 34 420 114 309 242
7 15 3480 388 387 69 443 387 453 48 433 320 205 277 92 130 206 81 314 81 377 134 191 444 396 398 303 33 50 238 94 452 279
8 15 3741 317 346 238 436 200 385 66 367 385 293 32 192 474 133 63 319 227 132 398 142 218 338 22 445 323 264 460 116 318 323
9 15 3743 162 28 330 86 288 289 405 329 121 172 57 300 251 432 490 376 321 427 293 155 349 413 236 188 215 171 141 425 84 290
10 15 4120 97 495 353 133 259 199 252 485 490 229 496 93 456 438 277 212 93 116 113 150 232 112 217 472 109 389 204 123 472 38
11 15 4035 160 332 459 430 83 40 151 194 351 49 92 355 256 141 413 190 316 270 421 230 463 177 5 34 404 52 280 166 181 267
12 15 4367 224 316 79 148 265 102 491 144 225 395 42 62 393 84 245 401 412 36 240 26 405 411 201 234 227 429 423 59 495 356
13 15 3236 407 308 222 128 119 183 149 203 122 464 445 474 335 249 156 87 31 113 192 75 60 255 403 435 163 249 212 395 220 351
14 15 3346 193 360 44 137 60 222 495 150 287 55 132 302 201 117 440 189 470 193 481 311 231 250 21 330 4 464 122 135 165 174
15 15 3744 455 148 129 497 170 159 49 2 473 284 321 160 467 85 71 142 290 459 426 27 145 409 47 29 17 127 488 157 196 300
16 15 4469 138 96 373 401 448 500 162 3 394 215 449 190 130 105 316 49 482 178 330 4 166 215 387 158 162 491 428 1 104 464
17 15 4230 245 36 75 267 353 391 420 279 174 34 482 301 60 387 279 76 316 448 438 236 193 139 418 236 251 111 161 383 365 97
18 15 5037 323 434 487 296 441 88 296 224 76 442 327 452 237 151 478 188 500 298 318 241 329 42 337 384 295 82 479 94 114 125
19 15 3724 86 247 481 237 77 210 83 220 60 253 297 146 105 193 456 215 211 384 60 408 181 390 461 349 317 448 400 85 449 26
20 15 4259 395 208 204 50 188 348 220 449 362 197 75 368 413 268 439 82 480 58 452 399 2 376 399 208 433 466 38 458 159 119
21 15 3363 28 207 470 468 420 298 20 100 167 410 158 344 434 6 430 2 188 117 149 149 81 390 100 452 394 84 99 329 225 391
22 15 3298 83 197 118 206 46 206 149 30 395 205 208 478 96 282 8 399 490 140 377 71 68 215 137 313 435 397 455 257 233 376
23 15 3540 369 179 272 484 175 307 17 230 432 158 431 288 19 67 283 467 201 429 436 344 231 447 309 101 91 226 10 358 264 315
24 15 3666 338 226 46 310 261 206 137 463 265 59 384 121 17 362 53 263 94 390 284 22 489 284 256 454 478 71 311 72 253 183
25 15 3954 466 159 38 297 88 65 375 178 142 108 263 67 20 435 235 425 331 463 410 229 369 417 457 71 392 347 253 131 115 160
26 15 2947 154 258 442 452 18 264 457 182 115 33 379 285 473 406 360 118 131 218 65 333 186 453 114 279 29 191 2 236 22 438
27 15 3522 182 253 233 303 215 93 386 251 134 10 80 330 440 425 34 124 59 419 487 131 210 434 408 474 286 449 306 61 62 232
28 15 4241 270 243 166 29 337 155 83 140 285 498 344 119 79 437 372 495 328 475 300 39 326 265 347 78 214 247 367 36 423 130
29 15 2828 458 406 441 186 147 484 115 483 265 450 298 231 41 172 326 344 40 338 28 319 2 162 216 276 12 128 260 379 179 10
30 15 4430 10 410 347 284 354 320 484 4 327 485 125 59 134 304 47 377 496 41 184 287 496 188 470 324 248 5 258 50 450 144
31 15 4408 229 463 38 16 310 242 472 141 368 435 357 245 382 12 205 361 294 150 204 289 446 384 67 265 158 357 490 66 388 56
32 15 3677 312 193 316 466 338 371 67 235 438 454 263 61 248 163 386 65 408 488 269 247 68 203 298 19 50 374 156 397 60 429
33 15 3981 196 266 160 462 414 377 341 276 213 467 149 84 483 199 185 101 499 7 191 420 225 165 240 281 271 485 270 276 144 70
