1 25 976 15 1 18 46 81 4 60 84 11 26 22 30 59 12 61 25 7 57 86 46 27 91 96 62 98 57 3 9 3 78 55 52 66 47 74 20 49 61 9 41 55 9 80 71 51 30 69 4 66 94
2 25 958 34 13 3 86 68 17 58 55 35 19 61 98 64 79 17 94 6 84 83 7 36 30 66 75 17 88 53 24 20 68 35 30 86 55 95 63 96 96 22 59 87 54 84 20 22 96 43 60 7 35
3 25 1059 27 65 64 71 71 25 9 97 48 61 75 46 79 76 70 31 71 82 5 45 75 16 14 55 70 78 47 87 73 54 34 20 62 35 91 32 18 77 11 33 14 48 58 31 69 82 74 11 95 67
4 25 1152 33 99 38 80 22 10 65 40 27 94 51 32 93 93 52 44 68 64 95 97 21 21 58 81 77 78 74 7 84 23 62 49 11 78 78 14 89 78 91 10 87 64 41 56 19 26 42 17 63 17
5 25 1144 27 39 89 80 80 61 7 10 48 19 91 56 79 64 70 48 88 40 77 14 74 77 59 7 39 95 27 13 64 46 27 80 29 44 68 5 89 65 53 92 24 64 65 88 33 6 66 18 58 58
6 25 1148 66 25 35 12 60 51 87 98 76 65 86 59 31 70 83 48 38 43 35 29 85 17 58 94 20 99 71 27 52 40 51 97 98 46 100 19 92 88 56 43 19 24 23 30 47 23 44 95 22 78
7 25 898 25 95 8 91 32 67 92 86 17 8 31 39 71 10 19 71 52 29 83 38 64 54 85 46 93 36 1 7 81 11 56 34 37 54 23 45 64 16 30 53 21 99 29 45 79 9 13 79 17 49
8 25 1096 83 8 48 6 81 83 41 47 46 86 85 12 99 72 41 82 62 45 26 24 37 30 41 25 93 89 95 67 50 32 18 7 23 39 15 12 51 81 87 33 50 43 79 44 71 81 39 72 9 28
9 25 956 45 99 30 58 11 27 61 41 24 88 38 94 39 97 63 47 50 5 66 1 93 25 27 33 35 68 91 30 26 100 34 32 10 1 95 57 65 32 94 17 15 29 58 92 86 6 29 82 10 6
10 25 1069 26 98 32 40 60 2 28 20 75 81 90 100 33 1 79 43 90 38 26 21 64 10 97 36 66 1 34 43 78 32 33 99 86 1 21 93 54 49 8 15 54 71 79 84 56 35 7 97 61 12
