1 10 336 15 1 18 46 81 4 60 84 11 26 22 30 59 12 61 25 7 57 86 46
2 10 414 91 96 62 98 57 3 9 3 78 55 52 66 47 74 20 49 61 9 41 55
3 10 406 80 71 51 30 69 4 66 94 52 34 13 3 86 68 17 58 55 35 19 61
4 10 317 64 79 17 94 6 84 83 7 36 30 66 75 17 88 53 24 20 68 35 30
5 10 452 55 95 63 96 96 22 59 87 54 84 20 22 96 43 60 7 35 8 27 65
6 10 440 71 71 25 9 97 48 61 75 46 79 76 70 31 71 82 5 45 75 16 14
7 10 382 70 78 47 87 73 54 34 20 62 35 91 32 18 77 11 33 14 48 58 31
8 10 391 82 74 11 95 67 5 33 99 38 80 22 10 65 40 27 94 51 32 93 93
9 10 433 44 68 64 95 97 21 21 58 81 77 78 74 7 84 23 62 49 11 78 78
10 10 501 89 78 91 10 87 64 41 56 19 26 42 17 63 17 76 27 39 89 80 80
11 10 505 7 10 48 19 91 56 79 64 70 48 88 40 77 14 74 77 59 7 39 95
12 10 402 13 64 46 27 80 29 44 68 5 89 65 53 92 24 64 65 88 33 6 66
13 10 453 58 58 81 66 25 35 12 60 51 87 98 76 65 86 59 31 70 83 48 38
14 10 529 35 29 85 17 58 94 20 99 71 27 52 40 51 97 98 46 100 19 92 88
15 10 360 43 19 24 23 30 47 23 44 95 22 78 41 25 95 8 91 32 67 92 86
16 10 270 8 31 39 71 10 19 71 52 29 83 38 64 54 85 46 93 36 1 7 81
17 10 295 56 34 37 54 23 45 64 16 30 53 21 99 29 45 79 9 13 79 17 49
18 10 489 83 8 48 6 81 83 41 47 46 86 85 12 99 72 41 82 62 45 26 24
19 10 332 30 41 25 93 89 95 67 50 32 18 7 23 39 15 12 51 81 87 33 50
20 10 418 79 44 71 81 39 72 9 28 12 45 99 30 58 11 27 61 41 24 88 38
21 10 419 39 97 63 47 50 5 66 1 93 25 27 33 35 68 91 30 26 100 34 32
22 10 278 1 95 57 65 32 94 17 15 29 58 92 86 6 29 82 10 6 4 26 98
23 10 284 40 60 2 28 20 75 81 90 100 33 1 79 43 90 38 26 21 64 10 97
24 10 410 66 1 34 43 78 32 33 99 86 1 21 93 54 49 8 15 54 71 79 84
25 10 447 35 7 97 61 12 78 56 16 64 90 88 48 39 28 84 48 51 23 33 77
26 10 526 20 15 65 87 98 60 89 18 60 45 16 89 66 91 48 31 96 38 100 60
27 10 275 49 66 9 68 77 59 17 96 19 23 25 53 18 50 97 48 16 42 17 44
28 10 461 51 60 30 21 39 92 43 43 77 12 82 37 78 93 70 64 90 80 17 90
29 10 396 86 79 42 41 10 38 70 44 90 73 40 15 74 83 54 88 17 96 12 91
30 10 396 1 76 80 42 87 94 8 92 32 24 72 6 42 94 94 84 60 4 20 34
31 10 363 32 69 87 2 86 1 38 24 30 30 17 78 20 91 79 17 20 66 45 79
32 10 318 17 40 24 42 10 42 30 6 79 41 42 96 20 57 2 80 98 28 76 15
33 10 455 43 28 63 87 80 91 52 47 76 30 74 36 55 97 35 62 4 46 87 32
34 10 490 58 4 14 57 94 41 86 88 69 47 90 62 21 19 46 2 72 53 63 50
35 10 391 46 10 62 53 42 28 93 53 12 77 25 4 73 11 53 19 78 57 5 98
36 10 381 52 91 96 15 63 15 51 37 52 94 32 8 60 18 13 75 36 29 22 53
37 10 452 4 87 47 85 67 93 82 46 74 84 92 15 79 70 51 27 23 32 46 31
38 10 423 89 91 4 53 92 37 23 7 76 57 95 82 72 24 27 44 13 67 38 91
39 10 383 56 6 39 1 48 5 88 38 37 51 47 61 43 19 78 51 27 2 16 66
40 10 485 85 7 25 12 84 98 27 42 87 82 95 58 90 62 13 13 47 25 54 49
41 10 425 6 68 31 17 28 57 100 69 24 16 88 75 99 66 95 60 8 66 53 70
42 10 580 43 50 74 8 85 26 72 92 82 89 38 30 97 23 97 53 90 60 47 9
43 10 300 66 69 8 68 6 64 1 33 44 56 3 26 52 76 36 2 78 2 82 70
44 10 501 71 64 97 1 66 97 25 12 27 61 10 76 100 9 37 58 100 38 94 65
45 10 379 1 52 10 90 29 74 46 93 8 4 62 49 95 29 74 87 72 49 77 3
