uf75-048.mwcnf 26784 1 -2 -3 4 -5 6 -7 -8 -9 -10 11 12 13 14 -15 -16 17 18 19 20 21 -22 23 24 -25 -26 -27 28 29 -30 -31 -32 -33 34 35 -36 -37 38 39 40 -41 42 43 44 45 -46 -47 -48 -49 -50 51 52 -53 -54 55 56 57 -58 -59 -60 61 62 63 64 -65 66 -67 68 69 70 71 72 73 74 -75 0
uf75-023.mwcnf 27410 1 -2 -3 4 5 -6 -7 -8 -9 10 11 -12 -13 -14 -15 16 -17 18 -19 20 21 22 23 24 25 26 -27 28 29 -30 -31 -32 33 34 35 36 37 -38 -39 40 41 -42 43 -44 45 46 -47 -48 49 50 51 52 53 54 55 -56 57 -58 59 60 -61 62 63 64 -65 66 67 -68 -69 70 -71 -72 73 74 75 0
uf75-054.mwcnf 30687 1 -2 3 -4 -5 6 7 -8 -9 10 -11 -12 -13 14 15 16 17 -18 19 20 21 22 23 24 25 -26 27 -28 -29 -30 31 -32 33 34 35 36 37 -38 39 -40 41 42 43 44 -45 -46 47 48 49 50 51 52 -53 54 -55 56 57 -58 -59 60 61 62 63 64 65 66 67 -68 -69 -70 -71 -72 -73 74 -75 0
uf75-030.mwcnf 27683 1 2 -3 4 -5 6 7 -8 -9 10 11 12 -13 -14 -15 16 -17 18 19 -20 -21 22 23 -24 25 26 27 -28 29 30 31 -32 33 34 35 36 -37 -38 39 -40 -41 42 43 -44 45 46 47 -48 49 50 51 52 -53 -54 55 -56 -57 58 -59 60 61 -62 -63 64 65 66 67 68 -69 70 -71 72 -73 74 -75 0
uf75-069.mwcnf 35064 1 2 3 4 -5 -6 7 8 -9 -10 -11 12 -13 -14 15 16 17 18 -19 20 -21 -22 -23 -24 25 26 27 28 -29 -30 31 32 33 34 35 -36 37 38 39 40 41 42 43 -44 45 46 -47 -48 49 50 51 52 53 54 55 -56 57 58 59 60 61 62 63 64 65 -66 67 -68 -69 -70 71 72 -73 74 75 0
uf75-022.mwcnf 23477 1 -2 3 4 5 6 7 8 -9 10 -11 12 13 -14 -15 16 -17 18 19 -20 -21 -22 23 24 25 26 27 -28 29 -30 31 -32 33 34 35 -36 37 38 39 40 -41 -42 -43 44 45 -46 47 -48 49 -50 -51 -52 53 -54 -55 56 57 -58 -59 60 61 -62 -63 -64 -65 -66 67 68 -69 70 71 -72 73 -74 -75 0
uf75-013.mwcnf 23633 -1 -2 3 4 -5 6 7 8 -9 10 11 -12 13 14 15 16 -17 18 -19 20 21 22 -23 24 25 -26 -27 28 29 -30 31 -32 33 -34 -35 -36 37 38 39 -40 -41 -42 43 -44 45 46 47 48 -49 50 51 52 53 54 -55 56 -57 -58 59 60 61 62 -63 -64 65 -66 67 68 -69 -70 -71 -72 73 74 -75 0
uf75-024.mwcnf 28238 1 -2 -3 -4 -5 6 7 -8 -9 -10 -11 -12 13 14 15 16 17 -18 19 20 -21 -22 23 -24 25 -26 27 -28 29 30 31 -32 33 34 35 36 37 -38 -39 40 -41 -42 -43 44 45 -46 -47 48 49 -50 51 52 53 54 -55 56 57 -58 -59 60 -61 -62 63 64 -65 66 -67 68 -69 70 -71 -72 -73 74 75 0
uf75-053.mwcnf 26656 1 -2 3 4 5 6 -7 8 -9 10 11 -12 13 14 15 16 -17 18 19 20 -21 22 23 24 -25 26 -27 28 29 -30 31 -32 -33 34 35 -36 -37 38 39 40 41 -42 -43 44 45 46 -47 -48 49 -50 -51 -52 -53 54 55 56 57 58 59 -60 61 -62 63 64 -65 -66 67 68 69 -70 71 -72 -73 74 -75 0
uf75-083.mwcnf 31085 1 2 3 4 5 -6 7 -8 9 10 11 -12 -13 14 -15 -16 17 18 19 -20 -21 22 23 -24 25 26 -27 28 29 -30 31 32 -33 34 35 36 37 38 39 40 -41 42 -43 44 45 46 47 -48 -49 50 51 52 53 54 55 56 57 -58 59 60 61 62 -63 -64 -65 66 -67 68 -69 70 -71 -72 73 -74 75 0
uf75-028.mwcnf 26425 -1 -2 3 -4 5 6 -7 -8 -9 -10 11 12 13 14 15 -16 -17 -18 19 20 -21 22 23 24 -25 -26 -27 28 29 30 31 -32 33 -34 35 36 37 38 -39 40 41 -42 43 44 45 -46 47 48 49 -50 51 -52 53 -54 55 56 57 58 59 60 61 -62 -63 -64 -65 -66 67 -68 69 -70 71 -72 73 -74 -75 0
uf75-010.mwcnf 26364 1 -2 -3 -4 -5 -6 7 8 -9 -10 11 12 13 14 15 -16 17 -18 19 20 21 -22 -23 24 25 -26 27 28 -29 30 -31 32 33 34 -35 -36 37 38 -39 40 41 42 43 44 45 -46 47 -48 49 -50 51 52 -53 54 -55 -56 -57 58 59 -60 -61 -62 63 -64 -65 66 67 68 -69 70 71 72 -73 74 75 0
uf75-016.mwcnf 24559 -1 2 3 4 5 6 -7 -8 -9 10 11 -12 -13 14 15 16 -17 -18 19 20 21 22 -23 24 -25 26 -27 -28 -29 30 -31 -32 -33 -34 35 -36 37 -38 39 -40 -41 42 -43 44 45 -46 47 48 49 -50 51 52 53 54 -55 56 -57 -58 59 60 61 62 63 -64 -65 -66 -67 -68 69 70 71 -72 73 -74 75 0
uf75-071.mwcnf 21806 -1 2 3 -4 -5 6 -7 8 -9 -10 -11 12 13 -14 15 -16 17 18 19 20 21 22 23 24 25 26 -27 -28 -29 30 -31 -32 -33 -34 35 -36 -37 38 -39 40 41 -42 -43 -44 -45 -46 -47 -48 49 50 51 -52 53 -54 -55 -56 57 -58 -59 -60 -61 62 -63 64 -65 66 67 -68 -69 -70 -71 -72 -73 74 75 0
uf75-0100.mwcnf 24925 1 2 -3 4 -5 6 7 8 9 10 -11 12 13 -14 15 16 -17 -18 -19 20 21 22 23 -24 25 26 27 28 29 30 31 -32 33 -34 -35 -36 37 -38 -39 -40 41 42 43 44 -45 -46 47 48 -49 50 51 52 -53 54 55 -56 57 -58 59 60 61 62 -63 64 65 66 67 68 -69 70 71 -72 -73 -74 -75 0
uf75-038.mwcnf 27410 1 2 3 -4 5 -6 -7 8 -9 10 -11 -12 -13 14 15 16 17 18 19 -20 21 -22 23 24 -25 -26 27 -28 -29 30 31 32 33 34 -35 36 37 -38 39 -40 41 42 43 44 45 46 47 48 -49 50 -51 52 -53 54 -55 -56 57 -58 59 60 61 -62 -63 -64 65 -66 -67 68 -69 70 71 -72 73 74 -75 0
uf75-015.mwcnf 23844 -1 -2 3 4 -5 -6 -7 8 -9 10 -11 -12 13 -14 15 -16 17 -18 19 -20 21 22 23 24 25 26 27 28 -29 30 31 32 33 34 35 36 37 -38 39 40 -41 42 -43 44 45 -46 47 48 -49 -50 -51 52 53 -54 -55 56 -57 -58 59 -60 -61 62 63 64 65 -66 -67 68 -69 -70 71 72 73 74 -75 0
uf75-088.mwcnf 22886 1 2 3 -4 -5 6 -7 -8 9 -10 11 -12 13 14 15 16 17 18 -19 -20 21 22 23 24 -25 26 27 -28 29 30 -31 -32 -33 -34 35 -36 -37 -38 -39 40 -41 42 43 44 -45 -46 -47 48 -49 -50 -51 52 -53 54 55 -56 57 58 59 60 61 -62 -63 -64 65 -66 67 -68 69 70 71 -72 73 74 -75 0
uf75-019.mwcnf 23740 1 2 -3 4 5 -6 -7 8 -9 10 -11 -12 13 14 -15 -16 -17 18 19 20 21 22 23 -24 -25 -26 27 -28 -29 30 31 32 33 -34 35 -36 37 38 -39 -40 41 -42 43 44 -45 -46 47 48 49 -50 -51 52 -53 -54 55 -56 -57 58 -59 60 61 62 63 64 65 66 -67 -68 69 70 71 72 -73 -74 75 0
uf75-04.mwcnf 23008 1 2 3 4 5 6 7 8 9 10 -11 -12 13 -14 -15 -16 -17 -18 19 -20 21 22 -23 -24 -25 -26 27 28 29 30 31 32 33 34 -35 -36 -37 -38 -39 40 -41 42 43 -44 45 -46 47 48 -49 50 -51 -52 53 -54 55 56 -57 58 -59 60 61 62 63 64 -65 66 67 68 69 -70 -71 -72 73 74 75 0
uf75-099.mwcnf 3322 1 2 3 4 5 -6 7 -8 9 -10 11 -12 -13 14 15 -16 17 18 19 20 21 -22 23 -24 -25 -26 -27 28 -29 -30 31 -32 33 -34 35 36 37 38 39 -40 41 42 43 -44 45 46 47 -48 49 50 -51 -52 53 54 -55 56 57 -58 59 60 61 62 63 -64 -65 66 67 68 69 70 71 72 -73 74 75 0
uf75-075.mwcnf 29757 -1 2 -3 4 -5 -6 7 -8 9 10 11 12 13 14 15 16 -17 18 -19 -20 -21 -22 23 24 -25 26 27 28 -29 -30 -31 32 -33 34 35 -36 -37 38 -39 -40 41 42 43 44 45 46 -47 -48 49 -50 51 52 53 -54 55 -56 -57 -58 59 -60 -61 -62 -63 -64 65 66 -67 68 -69 70 71 72 -73 -74 -75 0
uf75-061.mwcnf 24357 1 -2 3 -4 -5 6 -7 8 9 10 11 12 13 14 -15 16 17 -18 -19 20 -21 -22 23 24 -25 26 -27 28 -29 30 31 32 33 34 35 36 37 38 39 40 41 -42 -43 -44 45 -46 47 48 -49 50 -51 -52 -53 -54 -55 -56 57 -58 -59 -60 61 62 63 64 65 -66 67 -68 69 -70 71 -72 73 74 -75 0
uf75-086.mwcnf 22660 -1 -2 3 4 5 -6 -7 8 -9 10 11 -12 -13 -14 15 -16 17 18 19 20 -21 22 -23 -24 25 26 -27 28 29 -30 31 -32 33 34 35 36 37 38 39 -40 -41 -42 -43 44 45 46 47 48 49 -50 51 52 53 54 55 56 57 -58 -59 60 61 62 -63 64 65 66 -67 -68 69 70 71 72 -73 -74 -75 0
uf75-058.mwcnf 29074 -1 2 3 -4 -5 6 -7 -8 9 -10 11 -12 -13 -14 15 16 17 18 -19 -20 21 22 23 24 -25 26 -27 28 29 30 31 32 33 34 35 -36 37 38 -39 -40 -41 42 43 44 -45 46 47 -48 49 50 51 -52 -53 54 -55 -56 57 -58 59 -60 -61 62 -63 64 -65 66 67 68 -69 -70 71 72 -73 74 75 0
uf75-065.mwcnf 24119 1 2 3 -4 5 6 7 8 -9 10 -11 -12 13 -14 15 16 17 18 -19 20 -21 -22 23 24 -25 -26 27 -28 29 -30 31 -32 -33 -34 35 36 -37 -38 -39 40 -41 42 43 44 45 46 47 48 49 -50 -51 -52 -53 54 -55 56 57 -58 -59 -60 61 -62 -63 -64 -65 66 -67 -68 69 -70 71 -72 73 74 75 0
uf75-050.mwcnf 28287 -1 2 -3 4 5 6 7 8 9 -10 11 12 -13 14 15 16 17 18 -19 20 21 22 -23 24 25 -26 -27 28 29 -30 31 32 -33 34 35 -36 37 38 39 40 -41 42 -43 -44 45 -46 47 48 49 50 51 52 53 54 -55 -56 -57 -58 -59 -60 -61 -62 63 64 -65 -66 -67 68 69 -70 71 -72 -73 74 -75 0
