1 27 1065
2 27 1414
3 27 1223
4 27 1354
5 27 1359
6 27 1338
7 27 1359
8 27 1123
9 27 1290
10 27 1366
11 27 1378
12 27 1277
13 27 1416
14 27 1333
15 27 1107
16 27 1239
17 27 1462
18 27 1543
19 27 1324
20 27 1329
21 27 1247
22 27 1268
23 27 1428
24 27 1486
25 27 1282
26 27 1180
27 27 1388
28 27 1162
29 27 1376
30 27 1267
31 27 1327
32 27 1437
33 27 1638
34 27 1103
35 27 1077
36 27 1258
37 27 1131
38 27 1427
39 27 1294
40 27 1368
41 27 1279
42 27 938
43 27 1143
44 27 1351
45 27 1162
46 27 1396
47 27 1165
48 27 1279
49 27 1325
50 27 1531
51 27 1220
52 27 1262
53 27 1240
54 27 1347
55 27 1289
56 27 1117
57 27 1327
58 27 1658
59 27 1089
60 27 1156
61 27 1306
62 27 1091
63 27 1224
64 27 1416
65 27 1567
66 27 1357
67 27 1206
68 27 1368
69 27 1349
70 27 1391
71 27 1128
72 27 1455
73 27 1058
74 27 1439
75 27 1381
76 27 1242
77 27 1205
78 27 1227
79 27 1250
80 27 1225
81 27 1174
82 27 1324
83 27 1428
84 27 1200
85 27 1332
86 27 1126
87 27 1215
88 27 1395
89 27 1321
90 27 1285
91 27 1402
92 27 1399
93 27 1273
94 27 1357
95 27 1260
96 27 1368
97 27 1112
98 27 1291
99 27 1268
100 27 1251
