uf20-0768.mwcnf 3062 -1 2 3 -4 -5 -6 7 -8 -9 10 11 12 13 14 15 16 -17 18 19 20 0
uf20-0218.mwcnf 5168 1 2 -3 -4 5 -6 7 8 9 10 -11 12 13 14 -15 -16 17 18 19 -20 0
uf20-0881.mwcnf 2774 -1 2 3 4 5 6 7 8 -9 10 -11 -12 13 -14 -15 16 17 18 19 20 0
uf20-0216.mwcnf 4882 1 -2 -3 4 -5 6 -7 8 -9 10 -11 12 -13 14 15 -16 17 18 19 20 0
uf20-0254.mwcnf 6239 1 -2 3 4 5 6 7 8 9 -10 11 12 -13 14 15 -16 -17 18 19 20 0
uf20-0974.mwcnf 2840 1 -2 3 -4 5 6 -7 -8 9 -10 -11 12 -13 14 15 16 17 18 19 20 0
uf20-0888.mwcnf 3534 1 2 3 -4 5 6 -7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0879.mwcnf 3250 1 -2 3 -4 -5 6 7 8 9 10 11 12 13 14 -15 -16 17 18 19 20 0
uf20-0576.mwcnf 3260 1 2 -3 4 -5 -6 -7 8 -9 10 11 12 13 14 15 -16 17 18 19 20 0
uf20-0490.mwcnf 3637 1 -2 3 4 5 -6 7 8 9 10 11 12 13 14 -15 16 17 18 -19 20 0
uf20-0883.mwcnf 2736 1 -2 -3 4 5 6 7 8 -9 10 -11 12 -13 14 -15 16 17 18 19 20 0
uf20-0232.mwcnf 6589 1 2 -3 -4 5 6 7 8 9 10 -11 12 13 -14 15 -16 17 18 19 20 0
uf20-0775.mwcnf 2458 -1 2 -3 4 5 6 -7 -8 9 10 11 12 -13 14 -15 -16 -17 18 19 20 0
uf20-0591.mwcnf 3002 -1 2 3 -4 5 6 7 -8 -9 10 -11 12 -13 14 15 16 17 18 19 -20 0
uf20-0251.mwcnf 7247 1 -2 -3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 18 19 -20 0
uf20-0857.mwcnf 2564 1 -2 3 4 -5 6 -7 8 -9 10 11 12 -13 14 15 16 17 18 -19 -20 0
uf20-0552.mwcnf 3803 1 2 3 -4 5 6 7 -8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-063.mwcnf 3475 1 2 3 4 5 6 -7 -8 9 10 11 12 -13 14 -15 16 17 -18 19 20 0
uf20-0938.mwcnf 2936 -1 2 -3 4 -5 6 7 8 9 10 -11 12 13 14 15 16 -17 18 -19 20 0
uf20-067.mwcnf 3429 1 2 -3 -4 5 6 7 8 9 -10 11 12 -13 -14 15 16 17 18 19 20 0
uf20-0567.mwcnf 2633 1 -2 3 -4 5 6 7 8 9 10 11 12 13 14 15 -16 -17 -18 19 -20 0
uf20-0186.mwcnf 6675 -1 2 3 -4 5 6 7 8 9 -10 11 12 -13 14 15 16 17 18 19 20 0
uf20-0542.mwcnf 3533 1 2 3 -4 5 6 -7 8 9 10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-0892.mwcnf 2775 1 -2 -3 4 5 6 7 8 9 10 11 -12 13 -14 15 16 17 18 -19 -20 0
uf20-0329.mwcnf 2464 -1 2 3 4 5 6 -7 8 9 -10 -11 12 13 14 15 16 -17 18 19 -20 0
uf20-0600.mwcnf 2846 -1 -2 3 -4 5 6 7 8 9 10 11 12 -13 -14 15 16 17 -18 19 -20 0
uf20-0210.mwcnf 4136 1 -2 -3 4 5 6 7 8 9 10 11 12 13 14 15 -16 -17 -18 19 -20 0
uf20-0500.mwcnf 2492 1 2 3 -4 -5 6 7 8 -9 10 11 12 13 -14 15 16 -17 18 -19 -20 0
uf20-0724.mwcnf 4781 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0332.mwcnf 2447 1 -2 -3 -4 5 6 -7 -8 9 10 11 12 -13 14 15 16 -17 18 -19 20 0
uf20-0359.mwcnf 2405 -1 2 -3 4 5 -6 7 8 9 10 -11 12 13 -14 -15 16 -17 18 19 20 0
uf20-0297.mwcnf 5113 1 2 3 4 5 -6 7 8 9 -10 11 12 -13 -14 15 -16 17 -18 19 -20 0
uf20-0846.mwcnf 3908 1 2 3 4 5 6 7 8 9 -10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0276.mwcnf 6998 -1 -2 3 4 5 6 7 8 9 10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0203.mwcnf 5589 1 -2 -3 -4 5 6 -7 8 9 10 11 12 13 14 15 -16 -17 18 19 20 0
uf20-0925.mwcnf 2647 -1 2 3 4 5 6 -7 8 9 10 11 -12 -13 14 15 16 17 18 19 -20 0
uf20-0807.mwcnf 3380 1 -2 3 4 5 6 7 8 -9 -10 11 12 13 14 15 16 17 18 19 -20 0
uf20-0120.mwcnf 6529 1 -2 3 4 5 6 7 8 9 10 11 12 -13 -14 15 16 17 18 -19 -20 0
uf20-0796.mwcnf 2989 1 -2 3 -4 5 6 -7 8 9 10 11 12 -13 -14 -15 -16 17 18 19 20 0
uf20-0125.mwcnf 8727 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 -15 16 17 18 19 20 0
uf20-0950.mwcnf 3002 1 -2 3 4 -5 6 7 8 -9 10 11 12 13 14 -15 -16 17 -18 19 20 0
