1 37 8819
2 37 10019
3 37 8161
4 37 10187
5 37 7855
6 37 10087
7 37 9188
8 37 7420
9 37 7308
10 37 8018
11 37 8314
12 37 8532
13 37 9564
14 37 8750
15 37 9608
16 37 9033
17 37 7613
18 37 9135
19 37 9400
20 37 8155
21 37 8556
22 37 9721
23 37 7719
24 37 9336
25 37 9869
26 37 8059
27 37 9808
28 37 9134
29 37 9381
30 37 7743
31 37 10854
32 37 7822
33 37 9498
34 37 8414
35 37 10365
36 37 7241
37 37 9457
38 37 8705
39 37 7966
40 37 7294
41 37 10347
42 37 7871
43 37 10322
44 37 8931
45 37 8895
46 37 7519
47 37 9505
48 37 8924
49 37 9392
50 37 8641
51 37 8472
52 37 9276
53 37 7959
54 37 9552
55 37 8914
56 37 8951
57 37 8626
58 37 8060
59 37 9078
60 37 10379
61 37 8668
62 37 8748
63 37 8840
64 37 8954
65 37 8341
66 37 9585
67 37 9824
68 37 8571
69 37 9431
70 37 9038
71 37 8250
72 37 7732
73 37 10096
74 37 10123
75 37 9224
76 37 9402
77 37 8214
78 37 9156
79 37 8942
80 37 7976
81 37 9178
82 37 9230
83 37 9648
84 37 8676
85 37 10246
86 37 9536
87 37 9171
88 37 10107
89 37 6881
90 37 9829
91 37 8070
92 37 8529
93 37 7225
94 37 8688
95 37 9438
96 37 9242
97 37 8271
98 37 9350
99 37 8667
100 37 9000
