1 40 19401
2 40 24213
3 40 25011
4 40 22706
5 40 23021
6 40 19924
7 40 24737
8 40 24600
9 40 22560
10 40 23522
11 40 26309
12 40 24970
13 40 23470
14 40 22572
15 40 24158
16 40 24682
17 40 22835
18 40 20481
19 40 24508
20 40 21212
21 40 21267
22 40 24560
23 40 24640
24 40 25174
25 40 23736
26 40 25400
27 40 24417
28 40 22854
29 40 21488
30 40 23665
31 40 21975
32 40 24083
33 40 23724
34 40 24916
35 40 23316
36 40 23606
37 40 24971
38 40 18447
39 40 22447
40 40 24375
41 40 23001
42 40 22812
43 40 23019
44 40 24920
45 40 24259
46 40 20729
47 40 25688
48 40 25100
49 40 24841
50 40 26042
51 40 23401
52 40 23048
53 40 22337
54 40 21573
55 40 20227
56 40 24543
57 40 21987
58 40 20593
59 40 24034
60 40 23033
61 40 22886
62 40 24292
63 40 25078
64 40 22441
65 40 22708
66 40 22721
67 40 22612
68 40 21739
69 40 22677
70 40 22217
71 40 20600
72 40 24158
73 40 23414
74 40 23146
75 40 21507
76 40 23060
77 40 24670
78 40 21546
79 40 22175
80 40 22448
81 40 24019
82 40 25366
83 40 24832
84 40 20829
85 40 23538
86 40 23208
87 40 24551
88 40 23777
89 40 18994
90 40 24676
91 40 21633
92 40 23689
93 40 22839
94 40 24701
95 40 23852
96 40 24780
97 40 20360
98 40 25987
99 40 21821
100 40 23082
