1 25 4849 72 2 86 542 404 45 298 1001 55 310 108 354 293 144 301 291 31 682 428 548 135 1082 476 740 489 679 15 106 14 931 274 617 330 564 366 240 243 732 45 482 272 106 400 843 253 356 345 38 329 1123
2 25 4748 167 156 15 1023 336 204 286 658 175 227 301 1173 320 948 83 1124 30 999 415 84 177 352 327 889 81 1053 265 281 99 810 171 357 427 659 472 754 477 1147 107 705 431 642 417 238 108 1141 214 710 34 414
3 25 5252 135 779 317 850 351 298 43 1155 239 728 372 545 391 901 346 368 354 975 23 537 372 183 69 651 347 936 233 1041 361 646 166 238 310 420 453 379 88 922 54 396 69 566 286 366 341 982 370 122 475 799
4 25 5721 161 1178 190 954 110 120 322 470 131 1119 252 376 464 1112 258 525 336 766 472 1159 104 242 288 961 385 929 366 82 420 273 309 581 51 931 387 165 443 927 453 116 433 767 205 664 92 312 206 193 314 194
5 25 5681 134 458 444 949 398 726 33 119 238 226 452 669 392 761 346 570 436 479 385 158 367 924 293 76 192 1138 133 150 319 545 132 955 142 521 338 52 445 774 264 1103 116 762 323 1053 162 67 330 205 288 692
6 25 5697 329 291 172 137 300 602 432 1176 376 770 427 703 155 838 413 566 188 516 171 337 425 201 290 1120 97 1188 353 318 259 477 252 1164 490 549 496 222 456 1050 277 507 93 279 113 359 232 267 217 1133 109 932
7 25 4447 123 1131 38 1090 160 796 459 1031 83 96 151 464 351 117 92 852 256 337 413 454 316 647 421 551 463 425 5 81 404 124 280 398 181 640 112 538 316 189 148 634 102 1177 144 540 395 101 62 941 84 588
8 25 5448 412 85 240 62 405 986 201 561 227 1029 423 142 495 853 202 976 308 533 128 284 183 356 203 292 464 1067 474 804 249 375 87 75 113 461 75 143 255 967 435 391 249 507 395 528 351 962 193 862 44 329
9 25 4748 222 1188 150 687 55 316 302 481 117 1055 189 1128 193 1154 311 554 250 51 330 9 464 291 135 395 174 812 455 355 129 1192 170 380 49 5 473 681 321 384 467 204 71 340 290 1102 426 65 145 980 47 70
10 25 5304 127 1171 157 470 300 18 138 230 373 961 448 1200 162 7 394 515 449 454 130 251 316 118 482 428 330 8 166 514 387 379 162 1178 428 1 104 1114 269 587 36 179 267 847 391 1007 279 418 34 1156 301 144
11 25 4895 279 181 316 1075 438 567 193 333 418 566 251 266 161 918 365 232 71 775 434 1167 296 1058 88 710 224 181 442 784 452 568 151 1146 188 1199 298 761 241 790 42 808 384 708 82 1148 94 273 125 629 86 593
12 25 5435 237 183 210 198 220 143 253 713 146 252 193 1094 215 505 384 144 408 434 390 1105 349 760 448 959 85 1078 26 1021 395 498 204 120 188 834 220 1078 362 471 75 883 413 643 439 195 480 139 452 957 2 901
13 25 4736 208 1038 466 90 458 382 119 853 28 495 470 1121 420 714 20 240 167 983 158 826 434 13 430 4 188 280 149 356 81 934 100 1083 394 202 99 788 225 939 463 198 197 282 206 110 206 357 30 948 205 498
14 25 5479 96 677 8 957 490 336 377 169 68 516 137 751 435 952 455 616 233 901 150 885 179 652 484 418 307 39 230 1036 158 1033 288 44 67 679 467 481 429 1045 344 554 447 740 101 219 226 23 358 632 315 593
15 25 4683 226 109 310 627 206 328 463 636 59 922 121 40 362 126 263 225 390 681 22 1172 284 614 454 1145 71 746 72 605 183 614 466 380 38 711 88 155 375 427 142 259 263 161 20 1042 235 1019 331 1110 410 548
16 25 4128 417 1095 71 940 347 607 131 276 160 550 154 618 442 1085 18 633 457 436 115 77 379 684 473 974 360 283 131 523 65 798 186 1087 114 669 29 457 2 566 22 1051 188 437 253 557 303 514 93 925 251 321
17 25 4600 80 791 440 1018 34 297 59 1005 487 313 210 1042 408 1137 286 1078 306 147 62 557 123 648 243 398 29 808 155 199 140 684 498 825 119 189 437 891 495 786 475 719 39 782 265 832 78 514 247 881 36 1016
18 25 5640 358 1099 406 1058 186 352 484 274 483 636 450 714 231 97 172 783 344 95 338 67 319 4 162 518 276 29 128 622 379 429 10 930 10 983 347 682 354 768 484 8 327 1164 125 142 134 729 47 904 496 99
