1 37 750 8 1 9 46 41 4 30 84 6 26 11 30 30 12 31 25 4 57 43 46 14 91 48 62 49 57 2 9 2 78 28 52 33 47 37 20 25 61 5 41 28 9 40 71 26 30 35 4 33 94 26 34 7 3 43 68 9 58 28 35 10 61 49 64 40 17 47 6 42 83 4 36 15 66
2 37 776 9 88 27 24 10 68 18 30 43 55 48 63 48 96 11 59 44 54 42 20 11 96 22 60 4 35 4 27 33 64 36 71 13 9 49 48 31 75 23 79 38 70 16 71 41 5 23 75 8 14 28 70 39 47 44 73 27 34 10 62 18 91 16 18 39 11 17 14 24 58 16 69 41 74
3 37 818 48 67 3 33 50 38 40 22 5 65 20 27 47 51 16 93 47 52 22 68 32 95 49 21 11 58 41 77 39 74 4 84 12 62 25 11 39 78 7 89 39 91 5 87 32 41 28 19 13 42 9 63 9 76 14 39 45 80 40 61 4 10 24 19 46 56 40 64 35 48 44 40 39 14
4 37 838 39 59 4 39 48 27 7 64 23 27 40 29 22 68 3 89 33 53 46 24 32 65 44 33 3 66 9 58 29 81 33 25 18 12 30 51 44 98 38 65 43 59 16 70 42 48 19 43 18 29 43 17 29 94 10 99 36 27 26 40 26 97 49 46 50 19 46 88 28 43 10 24 12 30
5 37 727 12 44 48 22 39 41 13 95 4 91 16 67 46 86 9 8 16 39 36 10 10 71 26 29 42 38 32 54 43 46 47 36 1 7 41 11 28 34 19 54 12 45 32 16 15 53 11 99 15 45 40 9 7 79 9 49 41 83 4 48 3 81 42 41 24 46 43 85 6 99 36 41 41 62
6 37 708 13 24 19 30 21 25 47 89 48 67 25 32 9 7 12 39 8 12 26 81 44 33 25 43 40 44 36 81 20 72 5 28 6 45 50 30 29 11 14 61 21 24 44 38 47 39 49 63 24 50 3 66 1 93 13 27 17 35 34 91 15 26 50 34 16 10 1 95 29 65 16 94 9 15
7 37 696 29 92 43 6 15 82 5 6 2 26 49 32 20 60 1 28 10 75 41 90 50 33 1 79 22 90 19 26 11 64 5 97 18 66 1 34 22 78 16 33 50 86 1 21 47 54 25 8 8 54 36 79 42 56 18 7 49 61 6 78 28 16 32 90 44 48 20 28 42 48 26 23 17 77
8 37 856 10 15 33 87 49 60 45 18 30 45 8 89 33 91 24 31 48 38 50 60 32 49 33 9 34 77 30 17 48 19 12 25 27 18 25 97 24 16 21 17 22 12 26 60 15 21 20 92 22 43 39 12 41 37 39 93 35 64 45 80 9 90 3 86 40 42 21 10 19 70 22 90 37 40
9 37 733 37 83 27 88 9 96 6 91 40 1 38 80 21 87 47 8 46 32 12 72 3 42 47 94 42 60 2 20 17 82 16 69 44 2 43 1 19 24 15 30 9 78 10 91 40 17 10 66 23 79 47 17 20 24 21 10 21 30 3 79 21 42 48 20 29 2 40 98 14 76 8 14 22 28
10 37 816 44 80 46 52 24 76 15 74 18 55 49 35 31 4 23 87 16 87 29 4 7 57 47 41 43 88 35 47 45 62 11 19 23 2 36 53 32 50 34 46 5 62 27 42 14 93 27 12 39 25 2 73 6 53 10 78 29 5 49 57 26 91 48 15 32 15 26 37 26 94 16 8 30 18
11 37 773 38 36 15 22 27 14 2 87 24 85 34 93 41 46 37 84 46 15 40 70 26 27 12 32 23 31 26 89 46 4 27 92 19 23 4 76 29 95 41 72 12 27 22 13 34 38 46 23 28 6 20 1 24 5 44 38 19 51 24 61 22 19 39 51 14 2 8 66 44 85 4 25 6 84
12 37 872 14 42 44 82 48 58 45 62 7 13 24 25 27 49 17 6 34 31 9 28 29 100 35 24 8 88 38 99 33 95 30 8 33 53 35 16 22 50 37 8 43 26 36 92 41 89 19 30 49 23 49 53 45 60 24 9 18 66 35 8 34 6 32 1 17 44 28 3 13 52 38 36 1 78
13 37 795 41 70 29 71 32 97 1 66 49 25 6 27 31 10 38 100 5 37 29 100 19 94 33 50 1 52 5 90 15 74 23 93 4 4 31 49 48 29 37 87 36 49 39 3 21 73 30 30 21 58 45 77 7 53 16 72 49 14 39 12 32 63 20 64 47 68 38 14 24 88 46 53 7 50
14 37 724 39 13 41 98 27 50 7 41 30 4 5 75 16 80 6 86 12 40 27 32 47 83 38 69 28 43 47 30 9 97 20 37 11 100 1 39 42 45 17 48 29 55 49 54 28 29 7 2 27 87 40 25 50 14 16 45 44 98 6 84 5 47 33 34 5 82 26 91 20 94 8 100 42 79
15 37 732 45 98 23 37 19 9 44 77 7 45 20 2 40 22 2 95 39 88 9 26 8 94 23 3 27 50 34 76 1 40 15 64 20 72 23 35 20 22 43 2 39 99 21 46 45 100 29 48 9 79 36 93 8 91 9 66 42 7 43 34 45 68 11 42 15 16 25 20 26 79 36 33 15 66
16 37 735 5 90 5 35 18 41 22 43 5 71 43 13 34 96 3 6 46 47 37 20 46 49 6 95 27 88 4 93 33 31 46 90 6 84 20 41 42 85 34 46 7 51 42 92 49 13 18 18 26 1 34 58 6 23 37 31 44 9 48 54 7 92 36 46 18 16 12 49 22 8 8 43 23 93
17 37 818 26 34 39 55 18 53 31 58 15 54 35 32 36 63 48 99 20 94 6 86 23 73 14 51 25 49 26 37 40 8 49 12 34 65 10 74 41 50 28 59 20 36 24 64 24 97 15 43 30 76 10 3 35 34 48 62 6 100 20 84 8 28 43 23 6 12 37 11 41 65 42 38 50 44
18 37 761 26 57 38 61 2 1 8 60 2 56 40 83 33 70 18 33 29 60 50 77 1 39 47 76 30 78 12 6 21 2 32 16 36 92 13 79 32 90 27 22 13 64 46 59 25 3 33 65 10 92 7 18 38 44 3 31 28 98 34 10 26 10 49 40 9 9 42 28 40 25 14 20 38 73
19 37 751 41 75 32 19 9 26 19 49 49 40 50 100 24 32 44 60 28 23 6 16 10 4 35 90 26 6 18 73 46 35 28 69 24 72 43 48 24 52 5 20 38 61 48 73 16 6 39 88 16 40 4 51 27 80 1 46 19 60 19 67 18 84 22 13 13 99 29 73 24 18 40 71 5 21
20 37 792 49 68 3 19 27 25 32 13 20 52 42 37 29 4 28 1 23 65 13 59 16 25 40 7 38 72 28 33 34 80 49 97 9 92 46 15 18 47 11 21 14 74 49 3 19 67 29 95 19 37 23 19 23 8 10 47 32 95 42 22 36 30 7 53 32 65 38 37 12 11 13 55 37 2
21 37 711 33 6 25 25 20 23 44 66 36 50 9 75 10 91 24 95 47 85 29 54 44 61 1 31 9 91 50 80 9 42 6 1 18 98 9 98 48 62 8 97 36 49 41 38 4 94 1 63 38 55 12 54 41 43 3 85 33 88 21 81 17 63 49 35 3 15 14 96 37 64 14 65 46 43
22 37 664 48 37 2 6 21 78 27 40 16 30 13 12 36 18 19 87 2 5 25 21 8 60 43 25 44 88 24 70 19 23 47 40 21 92 26 55 25 79 42 4 10 67 20 49 37 9 10 42 17 89 18 28 47 92 1 56 25 33 3 64 37 3 28 81 8 41 28 46 11 14 10 5 13 33
23 37 784 9 57 26 62 46 99 45 38 8 64 35 22 41 44 50 14 40 38 22 64 7 50 36 34 32 64 37 14 11 72 39 99 23 81 3 81 37 67 13 65 12 26 21 1 28 40 16 2 14 62 44 96 41 21 32 69 16 11 45 98 19 39 28 69 11 21 12 57 31 93 28 29 22 16
24 37 815 38 100 24 97 39 2 19 87 21 5 25 76 19 59 42 2 20 73 3 48 2 12 21 50 30 92 38 48 23 75 11 35 26 94 18 63 9 45 19 82 46 57 48 32 43 22 35 78 36 4 45 40 38 62 43 9 27 49 30 67 7 21 20 18 42 41 20 47 49 7 39 16 4 72
25 37 654 13 93 23 78 17 93 47 22 2 80 13 15 50 71 39 88 42 16 19 20 3 87 9 43 17 47 31 61 1 86 41 93 30 65 3 5 22 89 39 19 43 43 21 37 17 28 1 66 3 35 4 59 42 61 33 32 26 34 15 33 32 82 1 45 20 48 40 54 13 59 31 38 15 26
26 37 616 20 90 7 3 19 80 26 61 32 44 25 91 8 37 5 79 36 27 39 83 2 33 23 62 17 33 5 98 21 83 34 37 4 56 31 71 37 91 7 75 42 39 14 87 24 7 49 85 1 28 29 91 26 52 5 93 38 32 3 10 50 44 11 64 6 90 29 27 3 62 8 58 35 98
27 37 628 42 56 11 85 10 73 1 35 34 63 8 15 50 66 38 38 7 97 15 71 10 11 11 85 34 77 5 96 18 55 1 48 44 51 45 60 27 19 19 78 5 9 23 33 32 14 23 18 1 52 9 72 46 64 16 56 46 53 22 19 24 72 4 72 24 22 27 44 3 69 23 81 27 66
28 37 692 1 55 9 51 21 67 21 72 3 2 8 29 44 43 38 88 13 6 7 85 4 35 9 70 40 39 45 81 50 54 4 96 33 66 34 20 2 87 41 30 11 100 11 65 30 36 39 82 16 10 13 40 37 94 38 97 37 94 6 26 31 4 42 10 36 11 35 71 31 63 4 68 21 81
29 37 760 21 70 48 57 24 84 41 49 12 34 43 25 21 49 43 65 15 8 41 80 12 93 10 11 10 64 18 56 37 40 18 28 9 47 34 67 42 85 14 45 34 67 22 59 29 26 1 94 50 89 17 85 41 57 39 4 29 87 19 13 28 83 1 46 18 58 20 57 38 59 7 55 44 88
30 37 693 47 72 42 82 1 21 8 55 16 78 30 41 16 43 20 82 1 100 34 70 8 21 29 17 36 32 39 88 37 28 38 68 35 47 8 51 18 82 20 21 38 40 36 80 6 1 43 55 26 76 25 95 24 29 8 14 30 72 35 35 3 89 7 4 34 41 5 73 28 95 27 14 9 56
31 37 608 31 40 28 96 33 87 13 57 1 37 17 38 22 34 32 86 30 70 35 13 3 80 16 15 36 19 17 89 4 98 13 89 5 16 31 15 6 30 13 52 50 85 20 21 1 99 5 12 4 32 9 66 21 86 17 31 32 40 38 18 9 45 44 16 26 29 17 1 34 67 24 51 23 96
32 37 714 17 51 14 49 20 50 18 16 19 54 43 34 11 100 20 83 27 75 25 36 46 2 23 82 2 85 39 65 19 71 35 59 36 58 11 30 19 1 8 80 19 57 43 71 43 38 10 92 19 28 28 98 36 18 33 45 46 94 47 50 7 9 12 46 22 35 7 13 16 100 32 72 21 62
33 37 765 32 67 25 89 13 76 29 85 9 33 24 68 45 50 6 13 21 91 45 100 50 30 27 3 13 36 12 35 13 47 12 52 39 85 16 66 24 37 46 86 31 22 39 80 22 7 42 31 45 21 8 49 8 44 49 44 11 75 35 82 24 47 13 19 16 59 45 8 30 1 22 64 16 65
34 37 714 45 41 17 72 13 91 32 24 17 93 50 43 15 54 2 31 33 76 14 1 5 26 42 99 37 78 8 43 3 18 49 76 35 77 19 72 24 43 42 86 14 40 37 65 33 38 14 58 43 17 18 95 20 24 5 78 2 94 18 89 2 13 7 13 18 35 48 29 50 81 12 45 50 91
35 37 748 27 73 36 65 1 8 34 11 3 96 9 19 27 24 44 59 34 86 15 100 49 23 44 77 33 26 41 43 9 23 19 25 19 14 23 2 29 56 24 27 21 49 33 61 6 57 26 94 14 3 45 64 29 78 1 27 25 75 20 43 35 33 46 66 39 65 20 56 10 62 37 19 8 45
36 37 798 26 93 46 32 35 36 24 39 48 13 23 60 10 55 18 88 39 23 24 45 45 54 47 60 35 2 28 22 8 48 29 55 17 19 15 13 4 16 30 34 6 36 38 13 42 32 12 51 5 34 22 22 8 31 23 81 43 69 42 23 43 49 42 13 5 41 22 6 40 67 32 28 22 62
37 37 869 34 14 46 91 8 36 37 9 41 95 40 65 41 93 4 44 8 28 45 3 19 10 7 60 12 68 10 94 41 39 49 92 37 17 19 63 40 64 23 92 32 1 38 78 35 7 50 65 39 45 42 68 30 18 14 86 5 14 38 50 48 99 19 15 21 50 18 10 42 62 5 47 50 81
38 37 733 24 36 17 40 37 73 8 71 3 95 38 84 40 51 12 11 41 8 7 98 22 30 22 60 17 87 14 21 48 49 9 28 24 36 46 49 3 63 21 97 9 32 5 81 41 15 31 11 40 30 40 2 38 56 50 7 44 14 15 88 5 45 14 22 32 100 46 95 4 6 6 83 44 9
39 37 764 26 96 47 98 5 7 45 32 39 38 38 12 3 67 28 96 41 19 14 3 13 90 32 67 10 56 15 54 27 64 1 72 8 49 18 89 3 77 18 33 21 40 41 24 35 14 33 5 20 94 17 11 12 26 35 67 44 34 30 38 44 35 29 43 49 81 3 75 26 97 49 84 36 41
40 37 770 10 52 16 14 3 28 12 29 38 1 49 61 40 96 39 43 15 28 36 67 43 84 33 89 8 38 28 95 34 59 8 29 9 51 46 29 32 8 7 46 2 77 48 88 33 78 49 86 26 46 25 55 30 37 1 54 39 98 6 98 48 60 34 8 33 40 13 77 11 82 49 47 10 25
41 37 612 2 28 8 7 2 29 11 12 28 72 8 60 49 87 33 51 13 1 21 49 7 98 38 70 43 24 12 79 41 79 11 21 17 82 1 54 11 30 23 88 26 94 5 89 19 62 47 42 7 95 36 91 2 60 10 71 32 92 9 39 21 15 39 79 8 14 42 30 31 80 27 54 25 13
42 37 730 7 57 25 91 17 71 20 19 4 35 29 91 31 13 35 19 31 29 8 95 33 70 50 68 32 81 31 58 38 48 45 10 19 70 37 93 23 81 29 60 42 42 4 63 23 36 29 89 32 78 21 79 31 81 29 70 7 91 11 52 41 91 21 80 7 91 28 71 13 52 29 44 1 51
43 37 806 36 96 27 3 23 90 40 12 37 34 40 97 25 28 28 36 36 53 15 30 9 5 47 39 47 51 41 77 49 1 28 67 9 11 35 15 38 44 40 23 3 15 20 21 23 8 33 13 45 73 1 40 21 82 28 55 16 89 21 10 13 47 29 48 31 78 7 46 20 24 16 46 31 66
44 37 721 12 70 22 12 10 62 22 56 14 46 28 83 8 85 18 96 1 63 48 46 4 9 44 26 30 7 46 41 34 57 41 47 7 79 15 31 21 10 7 96 2 9 33 20 26 70 46 87 39 73 17 32 8 12 46 4 23 70 44 73 11 35 25 41 33 24 14 67 35 48 32 69 36 75
45 37 833 17 43 33 26 25 39 18 96 13 28 48 29 24 32 40 64 4 40 41 48 38 70 13 1 30 76 7 79 26 31 31 24 48 73 27 37 6 67 31 19 49 98 44 5 42 58 46 100 35 29 39 80 40 92 16 15 24 67 7 74 32 6 8 80 38 73 6 18 40 9 50 9 6 27
46 37 724 16 36 42 28 3 66 34 61 48 78 1 50 9 24 50 79 21 23 23 37 6 24 18 1 7 5 38 3 13 4 4 79 31 94 29 29 50 5 20 87 16 58 22 67 25 43 30 24 39 97 36 31 3 13 15 80 41 93 35 61 34 83 38 16 41 78 16 22 12 52 28 17 11 51
47 37 787 33 69 13 55 14 25 2 58 11 17 39 32 38 40 48 100 22 98 35 9 46 77 17 39 43 92 43 73 10 5 33 96 14 32 42 20 1 77 18 8 11 57 37 83 23 57 16 52 18 76 38 20 32 37 31 34 9 78 21 91 46 70 49 29 41 76 37 45 36 99 5 93 12 53
48 37 853 30 21 42 68 17 92 40 64 46 11 8 68 6 47 41 29 49 80 3 72 44 53 41 59 44 97 35 96 32 11 23 68 11 86 4 16 45 33 5 99 46 8 47 44 36 60 5 66 32 65 27 51 6 51 44 72 25 88 22 11 29 87 26 87 48 59 15 38 27 82 27 18 39 56
49 37 674 37 81 23 74 8 6 39 81 13 51 1 69 39 17 34 5 2 84 46 96 13 5 9 1 42 9 24 42 32 74 8 84 2 75 45 59 10 26 33 28 23 43 4 54 19 11 36 86 11 26 21 41 19 21 24 55 33 76 32 36 11 17 16 81 31 14 22 7 25 92 14 12 42 24
50 37 848 3 6 48 24 12 16 34 33 48 10 24 19 36 22 46 22 7 61 43 30 19 91 42 95 31 30 8 86 8 81 24 30 45 60 34 11 41 83 36 91 36 33 3 23 32 94 35 37 40 16 40 90 44 54 5 60 25 79 43 15 29 75 33 44 23 89 11 97 21 19 8 80 44 46
51 37 824 37 60 24 68 38 97 4 45 22 20 29 14 12 95 21 55 20 61 47 29 35 30 36 98 45 28 44 44 44 93 1 1 47 40 17 62 48 97 43 24 32 63 10 67 39 81 38 98 8 40 19 100 19 72 10 51 46 26 14 39 34 7 4 67 49 57 6 92 49 72 2 74 38 19
52 37 685 43 24 11 96 40 1 27 90 8 62 14 81 26 70 12 38 23 46 41 66 45 2 48 90 29 80 4 62 9 32 10 5 8 87 47 61 17 52 35 31 3 27 7 29 46 9 17 59 30 75 24 95 14 80 26 45 32 23 9 63 36 84 25 48 30 67 3 77 4 96 42 60 12 17
53 37 790 22 32 8 97 22 44 50 54 21 4 14 24 5 29 40 78 11 76 23 58 50 31 18 79 47 82 19 50 30 28 45 2 44 81 41 41 47 61 37 18 5 53 19 91 28 69 45 54 24 92 6 77 35 79 3 60 40 19 14 78 14 28 26 75 13 91 5 61 45 41 36 36 36 8
54 37 735 7 82 28 99 15 8 18 69 37 6 35 85 3 87 6 62 6 54 13 30 44 80 24 48 33 82 23 67 6 64 4 64 49 23 13 13 4 48 13 91 32 83 33 70 18 85 48 47 42 71 41 41 50 6 28 72 44 90 34 66 37 17 22 23 41 51 32 62 28 5 7 95 1 19
55 37 771 44 74 41 30 2 92 43 30 31 38 8 40 31 2 25 44 31 38 38 44 37 19 32 95 41 27 29 98 35 26 50 38 27 46 3 93 7 51 10 10 25 35 3 81 40 83 6 86 23 17 33 77 31 98 20 73 14 48 34 62 42 40 47 24 12 15 19 33 20 49 3 56 27 81
56 37 714 38 4 46 8 4 12 45 32 42 53 4 88 5 91 38 18 42 69 44 97 17 31 9 57 16 11 47 94 2 5 45 37 37 64 33 27 25 96 8 8 26 30 9 84 8 37 12 85 9 25 33 30 19 90 15 20 15 50 10 59 40 85 29 65 41 19 5 17 10 40 46 29 19 56
57 37 701 46 12 31 56 5 62 5 50 40 35 35 85 18 45 7 86 5 7 14 71 39 13 46 87 13 46 5 52 18 29 22 30 21 33 42 38 25 12 17 66 35 5 18 78 20 13 4 78 45 93 46 14 4 17 31 86 7 56 26 36 32 12 29 92 43 65 19 76 40 52 19 89 5 98
58 37 710 11 6 38 7 6 10 28 95 6 29 18 41 47 65 13 83 12 8 40 95 38 58 28 72 11 54 28 78 3 39 49 63 19 36 32 39 48 64 19 57 9 27 22 48 39 66 45 34 6 14 28 64 38 82 29 94 1 9 32 45 27 9 5 30 5 21 8 44 29 84 33 100 38 53
59 37 716 9 85 5 21 4 19 18 22 24 86 8 85 8 92 7 16 43 18 27 26 8 12 41 22 9 43 14 9 41 38 21 24 20 26 32 92 4 30 40 71 28 98 29 27 42 15 35 12 41 62 5 38 36 79 50 38 23 56 4 43 11 26 11 59 41 87 46 48 31 19 39 32 40 78
60 37 700 4 57 32 10 22 1 4 8 24 17 7 81 31 45 45 7 44 21 2 43 31 64 9 88 31 77 6 59 26 53 48 69 1 7 11 35 11 83 18 7 18 66 41 24 30 58 29 73 47 23 33 20 47 91 27 86 10 53 12 9 41 96 35 75 42 22 2 42 29 48 18 59 7 21
61 37 828 19 47 50 27 42 28 50 9 4 74 49 86 39 56 31 45 31 43 14 81 20 13 24 67 47 65 20 35 33 90 41 65 35 68 11 70 28 11 17 71 13 27 50 21 24 10 17 48 7 40 7 38 30 76 19 79 33 94 16 87 35 37 20 97 49 58 26 13 4 86 49 46 32 12
62 37 696 14 1 9 86 43 27 35 92 7 47 15 10 47 75 3 95 5 14 5 53 50 66 33 4 9 33 18 9 18 41 46 80 16 98 47 39 1 48 21 36 37 12 5 34 1 18 6 29 28 40 15 17 31 77 34 48 24 60 48 30 35 24 18 12 16 29 50 12 30 89 11 79 40 11
63 37 708 37 46 14 37 10 58 44 54 27 85 22 85 31 56 23 35 15 24 18 26 36 39 48 33 38 41 11 52 33 67 2 92 2 57 47 99 10 50 22 43 9 76 50 90 13 49 28 18 49 5 21 25 4 75 14 33 43 25 27 97 26 33 40 88 20 100 26 82 9 99 6 54 11 71
