1 30 584 8 1 9 46 41 4 30 84 6 26 11 30 30 12 31 25 4 57 43 46 14 91 48 62 49 57 2 9 2 78 28 52 33 47 37 20 25 61 5 41 28 9 40 71 26 30 35 4 33 94 26 34 7 3 43 68 9 58 28 35
2 30 631 31 98 32 79 9 94 3 84 42 7 18 30 33 75 9 88 27 24 10 68 18 30 43 55 48 63 48 96 11 59 44 54 42 20 11 96 22 60 4 35 4 27 33 64 36 71 13 9 49 48 31 75 23 79 38 70 16 71 41 5
3 30 665 38 16 7 55 35 78 24 87 37 54 17 20 31 35 46 32 9 77 6 33 7 48 29 31 35 82 37 11 48 67 3 33 50 38 40 22 5 65 20 27 47 51 16 93 47 52 22 68 32 95 49 21 11 58 41 77 39 74 4 84
4 30 615 31 49 6 78 39 14 45 78 46 10 44 64 21 56 10 26 21 17 32 17 38 27 20 89 40 80 31 7 5 48 10 91 28 79 32 70 24 88 20 77 7 74 39 59 4 39 48 27 7 64 23 27 40 29 22 68 3 89 33 53
5 30 634 12 64 33 88 17 6 33 18 29 58 41 66 13 35 6 60 26 87 49 76 33 86 30 31 35 83 24 38 22 35 15 85 9 58 47 20 50 71 14 52 20 51 49 98 23 100 10 92 44 56 22 19 12 23 15 47 12 44 48 22
6 30 593 21 25 48 8 46 32 34 92 43 17 4 31 20 71 5 19 36 52 15 83 19 64 27 85 23 93 18 1 4 81 6 56 17 37 27 23 23 64 8 30 27 21 50 29 23 79 5 13 40 17 25 81 42 8 24 6 41 83 21 47
7 30 552 43 85 6 99 36 41 41 62 23 26 12 37 15 41 13 93 45 95 34 50 16 18 4 23 20 15 6 51 41 87 17 50 22 79 22 71 41 39 36 9 14 12 23 99 15 58 6 27 31 41 12 88 19 94 20 97 32 47 25 5
8 30 568 1 93 13 27 17 35 34 91 15 26 50 34 16 10 1 95 29 65 16 94 9 15 15 58 46 86 3 29 41 10 3 4 13 98 16 40 30 2 14 20 38 81 45 100 17 1 40 43 45 38 13 21 32 10 49 36 33 1 17 43
9 30 671 16 33 50 86 1 21 47 54 25 8 8 54 36 79 42 56 18 7 49 61 6 78 28 16 32 90 44 48 20 28 42 48 26 23 17 77 37 20 8 65 44 98 30 89 9 60 23 16 45 66 46 48 16 96 19 100 30 64 25 66
10 30 691 34 77 30 17 48 19 12 25 27 18 25 97 24 16 21 17 22 12 26 60 15 21 20 92 22 43 39 12 41 37 39 93 35 64 45 80 9 90 3 86 40 42 21 10 19 70 22 90 37 40 8 74 42 54 44 17 48 12 46 80
11 30 614 38 80 21 87 47 8 46 32 12 72 3 42 47 94 42 60 2 20 17 82 16 69 44 2 43 1 19 24 15 30 9 78 10 91 40 17 10 66 23 79 47 17 20 24 21 10 21 30 3 79 21 42 48 20 29 2 40 98 14 76
12 30 607 7 43 14 63 44 80 46 52 24 76 15 74 18 55 49 35 31 4 23 87 16 87 29 4 7 57 47 41 43 88 35 47 45 62 11 19 23 2 36 53 32 50 34 46 5 62 27 42 14 93 27 12 39 25 2 73 6 53 10 78
13 30 593 3 98 29 52 46 96 8 63 8 51 19 52 47 32 4 60 9 13 38 36 15 22 27 14 2 87 24 85 34 93 41 46 37 84 46 15 40 70 26 27 12 32 23 31 26 89 46 4 27 92 19 23 4 76 29 95 41 72 12 27
