1 4 70 8 1 9 46 41 4 30 84
2 4 37 13 22 15 59 6 61 13 7
3 4 123 43 46 14 91 48 62 49 57
4 4 75 5 3 39 55 26 66 24 74
5 4 78 25 61 5 41 28 9 40 71
6 4 64 15 69 2 66 47 52 17 13
7 4 72 43 68 9 58 28 35 10 61
8 4 68 32 79 9 94 3 84 42 7
9 4 87 15 66 38 17 44 53 12 20
10 4 125 18 30 43 55 48 63 48 96
11 4 92 30 87 27 84 10 22 48 43
12 4 61 4 35 4 27 33 64 36 71
13 4 85 5 97 24 61 38 46 40 76
14 4 70 16 71 41 5 23 75 8 14
15 4 90 35 78 24 87 37 54 17 20
16 4 72 18 91 16 18 39 11 17 14
17 4 119 29 31 35 82 37 11 48 67
18 4 64 17 99 19 80 11 10 33 40
19 4 105 47 51 16 93 47 52 22 68
20 4 101 48 97 11 21 29 81 39 78
21 4 64 4 84 12 62 25 11 39 78
22 4 124 45 78 46 10 44 64 21 56
23 4 36 13 42 9 63 9 76 14 39
24 4 68 40 80 31 7 5 48 10 91
25 4 126 40 64 35 48 44 40 39 14
26 4 78 39 59 4 39 48 27 7 64
27 4 86 14 80 15 44 34 5 45 65
28 4 100 46 24 32 65 44 33 3 66
29 4 71 29 58 41 66 13 35 6 60
30 4 112 44 98 38 65 43 59 16 70
31 4 56 24 38 22 35 15 85 9 58
32 4 78 10 99 36 27 26 40 26 97
33 4 79 23 100 10 92 44 56 22 19
34 4 55 12 30 24 23 22 95 11 78
35 4 63 13 95 4 91 16 67 46 86
36 4 52 4 31 20 71 5 19 36 52
37 4 131 42 38 32 54 43 46 47 36
38 4 43 4 81 6 56 17 37 27 23
39 4 58 32 16 15 53 11 99 15 45
40 4 89 5 13 40 17 25 81 42 8
41 4 89 3 81 42 41 24 46 43 85
42 4 92 50 72 21 82 31 45 13 24
43 4 85 15 41 13 93 45 95 34 50
44 4 44 9 7 12 39 8 12 26 81
45 4 81 17 50 22 79 22 71 41 39
46 4 72 5 28 6 45 50 30 29 11
47 4 65 31 41 12 88 19 94 20 97
48 4 32 24 50 3 66 1 93 13 27
49 4 75 18 68 46 30 13 100 17 32
50 4 44 1 95 29 65 16 94 9 15
51 4 73 29 92 43 6 15 82 5 6
52 4 58 13 98 16 40 30 2 14 20
53 4 91 41 90 50 33 1 79 22 90
54 4 101 13 21 32 10 49 36 33 1
55 4 71 22 78 16 33 50 86 1 21
56 4 78 27 49 4 15 27 71 40 84
57 4 80 18 7 49 61 6 78 28 16
58 4 85 45 88 24 39 14 84 24 51
59 4 84 17 77 37 20 8 65 44 98
60 4 92 45 18 30 45 8 89 33 91
61 4 72 16 96 19 100 30 64 25 66
62 4 99 34 77 30 17 48 19 12 25
63 4 60 9 50 49 48 8 42 9 44
64 4 66 26 60 15 21 20 92 22 43
65 4 83 6 82 19 78 47 70 32 90
66 4 58 9 90 3 86 40 42 21 10
67 4 109 35 44 45 73 20 15 37 83
68 4 111 44 17 48 12 46 80 1 76
69 4 100 21 87 47 8 46 32 12 72
70 4 86 21 94 47 84 30 4 10 34
71 4 97 16 69 44 2 43 1 19 24
72 4 87 15 17 39 20 46 79 9 20
73 4 88 23 79 47 17 20 24 21 10
74 4 68 15 6 40 41 21 96 10 57
75 4 67 40 98 14 76 8 14 22 28
76 4 103 44 80 46 52 24 76 15 74
77 4 73 28 97 18 62 2 46 44 32
78 4 100 29 4 7 57 47 41 43 88
79 4 52 24 90 31 21 10 46 1 72
80 4 78 32 50 34 46 5 62 27 42
81 4 82 47 53 6 77 13 4 37 11
82 4 91 10 78 29 5 49 57 26 91
83 4 65 8 63 8 51 19 52 47 32
84 4 52 30 18 7 75 18 29 11 53
85 4 80 2 87 24 85 34 93 41 46
86 4 79 42 92 8 79 35 51 14 23
87 4 97 23 31 26 89 46 4 27 92
88 4 107 12 7 38 57 48 82 36 24
89 4 104 22 13 34 38 46 23 28 6
90 4 39 1 48 3 88 19 37 26 47
91 4 66 22 19 39 51 14 2 8 66
92 4 89 43 7 13 12 42 98 14 42
93 4 86 41 95 29 90 31 13 7 47
94 4 69 27 49 17 6 34 31 9 28
95 4 124 50 69 12 16 44 75 50 66
96 4 96 30 8 33 53 35 16 22 50
97 4 86 4 85 13 72 46 82 45 38
98 4 133 49 23 49 53 45 60 24 9
99 4 32 33 69 4 68 3 64 1 33
100 4 64 28 3 13 52 38 36 1 78
