1 27 520 8 1 9 46 41 4 30 84 6 26 11 30 30 12 31 25 4 57 43 46 14 91 48 62 49 57 2 9 2 78 28 52 33 47 37 20 25 61 5 41 28 9 40 71 26 30 35 4 33 94 26 34 7 3
2 27 537 34 17 29 55 18 19 31 98 32 79 9 94 3 84 42 7 18 30 33 75 9 88 27 24 10 68 18 30 43 55 48 63 48 96 11 59 44 54 42 20 11 96 22 60 4 35 4 27 33 64 36 71 13 9
3 27 597 24 61 38 46 40 76 35 31 36 82 3 45 38 16 7 55 35 78 24 87 37 54 17 20 31 35 46 32 9 77 6 33 7 48 29 31 35 82 37 11 48 67 3 33 50 38 40 22 5 65 20 27 47 51
4 27 649 47 93 26 44 34 64 48 97 11 21 29 81 39 78 37 7 42 23 31 49 6 78 39 14 45 78 46 10 44 64 21 56 10 26 21 17 32 17 38 27 20 89 40 80 31 7 5 48 10 91 28 79 32 70
5 27 603 44 40 39 14 37 77 30 7 20 95 14 13 32 46 14 80 15 44 34 5 45 65 27 92 12 64 33 88 17 6 33 18 29 58 41 66 13 35 6 60 26 87 49 76 33 86 30 31 35 83 24 38 22 35
6 27 592 43 17 29 94 10 99 36 27 26 40 26 97 49 46 50 19 46 88 28 43 10 24 12 30 24 23 22 95 11 78 21 25 48 8 46 32 34 92 43 17 4 31 20 71 5 19 36 52 15 83 19 64 27 85
7 27 500 47 36 1 7 41 11 28 34 19 54 12 45 32 16 15 53 11 99 15 45 40 9 7 79 9 49 41 83 4 48 3 81 42 41 24 46 43 85 6 99 36 41 41 62 23 26 12 37 15 41 13 93 45 95
8 27 533 25 32 9 7 12 39 8 12 26 81 44 33 25 43 40 44 36 81 20 72 5 28 6 45 50 30 29 11 14 61 21 24 44 38 47 39 49 63 24 50 3 66 1 93 13 27 17 35 34 91 15 26 50 34
9 27 457 5 1 48 57 33 32 47 17 8 29 29 92 43 6 15 82 5 6 2 26 49 32 20 60 1 28 10 75 41 90 50 33 1 79 22 90 19 26 11 64 5 97 18 66 1 34 22 78 16 33 50 86 1 21
10 27 608 27 49 4 15 27 71 40 84 28 35 4 97 31 12 39 56 8 64 45 88 24 39 14 84 24 51 12 33 39 73 10 15 33 87 49 60 45 18 30 45 8 89 33 91 24 31 48 38 50 60 32 49 33 9
11 27 546 39 59 9 96 10 23 13 53 9 50 49 48 8 42 9 44 6 51 30 30 11 39 46 43 22 77 6 82 19 78 47 70 32 90 40 17 45 6 43 79 21 41 5 38 35 44 45 73 20 15 37 83 27 88
12 27 524 48 12 46 80 1 76 40 42 44 94 4 92 16 24 36 6 21 94 47 84 30 4 10 34 41 32 35 87 1 86 1 38 12 30 15 17 39 20 46 79 9 20 33 45 40 93 9 40 12 42 5 42 15 6
13 27 564 21 42 48 20 29 2 40 98 14 76 8 14 22 28 32 87 40 91 26 47 38 30 37 36 28 97 18 62 2 46 44 32 44 58 2 14 29 94 21 86 44 69 24 90 31 21 10 46 1 72 27 63 25 68
14 27 529 5 62 27 42 14 93 27 12 39 25 2 73 6 53 10 78 29 5 49 57 26 91 48 15 32 15 26 37 26 94 16 8 30 18 7 75 18 29 11 53 7 4 44 47 43 67 47 82 23 74 42 92 8 79
15 27 530 26 27 12 32 23 31 26 89 46 4 27 92 19 23 4 76 29 95 41 72 12 27 22 13 34 38 46 23 28 6 20 1 24 5 44 38 19 51 24 61 22 19 39 51 14 2 8 66 44 85 4 25 6 84
16 27 680 14 42 44 82 48 58 45 62 7 13 24 25 27 49 17 6 34 31 9 28 29 100 35 24 8 88 38 99 33 95 30 8 33 53 35 16 22 50 37 8 43 26 36 92 41 89 19 30 49 23 49 53 45 60
17 27 411 5 35 33 69 4 68 3 64 1 33 22 56 2 26 26 76 18 2 39 2 41 70 29 71 32 97 1 66 49 25 6 27 31 10 38 100 5 37 29 100 19 94 33 50 1 52 5 90 15 74 23 93 4 4
18 27 538 25 95 15 74 44 72 25 77 2 41 37 59 15 41 29 90 39 14 27 32 36 98 7 78 6 63 32 39 32 94 34 75 7 47 44 91 27 13 25 33 39 13 41 98 27 50 7 41 30 4 5 75 16 80
19 27 604 43 24 20 54 16 93 42 76 35 56 22 94 15 17 49 40 19 21 50 2 20 84 23 33 24 57 28 97 27 56 15 14 1 54 44 80 13 100 7 31 23 87 49 12 42 9 24 65 17 9 41 52 46 39
20 27 575 8 100 42 79 40 89 49 46 19 37 5 87 39 13 23 39 1 80 11 4 48 77 44 17 13 16 47 46 2 54 25 68 38 2 20 29 32 39 36 46 18 40 11 86 1 77 50 42 23 90 50 58 24 18
21 27 592 36 93 8 91 9 66 42 7 43 34 45 68 11 42 15 16 25 20 26 79 36 33 15 66 32 9 45 9 18 35 21 44 22 9 36 86 7 68 48 6 3 92 24 74 10 91 25 12 48 53 44 8 47 66
22 27 554 46 90 6 84 20 41 42 85 34 46 7 51 42 92 49 13 18 18 26 1 34 58 6 23 37 31 44 9 48 54 7 92 36 46 18 16 12 49 22 8 8 43 23 93 7 51 17 78 28 36 27 61 29 30
23 27 574 35 32 36 63 48 99 20 94 6 86 23 73 14 51 25 49 26 37 40 8 49 12 34 65 10 74 41 50 28 59 20 36 24 64 24 97 15 43 30 76 10 3 35 34 48 62 6 100 20 84 8 28 43 23
24 27 513 6 73 6 81 33 83 19 100 22 68 26 57 38 61 2 1 8 60 2 56 40 83 33 70 18 33 29 60 50 77 1 39 47 76 30 78 12 6 21 2 32 16 36 92 13 79 32 90 27 22 13 64 46 59
25 27 506 2 65 33 19 46 13 9 76 22 5 16 55 49 67 5 52 5 98 20 17 5 84 14 79 13 27 10 76 37 71 41 75 32 19 9 26 19 49 49 40 50 100 24 32 44 60 28 23 6 16 10 4 35 90
26 27 576 3 36 37 91 18 55 35 48 36 85 24 48 26 9 10 76 31 95 37 32 3 78 44 32 20 8 26 54 40 1 23 37 30 37 34 35 42 43 7 26 50 57 37 47 9 80 36 9 11 25 49 68 3 19
