1 30 5737 72 2 86 542 404 45 298 1001 55 310 108 354 293 144 301 291 31 682 428 548 135 1082 476 740 489 679 15 106 14 931 274 617 330 564 366 240 243 732 45 482 272 106 400 843 253 356 345 38 329 1123 260 400 65 36 426 805 85 686 274 420
2 30 6195 301 1173 320 948 83 1124 30 999 415 84 177 352 327 889 81 1053 265 281 99 810 171 357 427 659 472 754 477 1147 107 705 431 642 417 238 108 1141 214 710 34 414 36 324 325 761 354 841 124 104 481 573 304 891 227 938 376 829 154 849 407 56
3 30 6548 372 183 69 651 347 936 233 1041 361 646 166 238 310 420 453 379 88 922 54 396 69 566 286 366 341 982 370 122 475 799 24 386 491 455 398 263 50 771 196 313 467 603 157 1113 464 619 219 807 319 1132 483 249 101 690 401 924 387 877 34 1007
4 30 6036 309 581 51 931 387 165 443 927 453 116 433 767 205 664 92 312 206 193 314 194 377 322 191 1064 396 955 303 78 50 571 94 1085 279 940 317 830 238 1046 200 923 66 880 385 703 32 460 474 319 63 765 227 317 398 340 218 811 22 1068 323 634
5 30 6226 116 762 323 1053 162 67 330 205 288 692 405 789 121 412 57 718 251 1036 490 901 321 1024 293 370 349 991 236 450 215 409 141 1019 84 694 467 233 495 845 133 621 199 604 485 1176 229 1191 93 1093 438 664 212 222 116 271 150 556 112 521 472 262
6 30 5824 204 294 472 90 455 382 332 1100 430 199 40 361 194 841 49 220 355 613 141 990 190 757 270 1009 230 1110 177 12 34 968 52 671 166 433 267 267 224 757 79 353 265 244 491 345 225 947 42 148 393 200 245 961 412 85 240 62 405 986 201 561
7 30 5413 429 1014 59 1188 356 483 407 737 222 307 119 439 149 487 122 1113 445 1136 335 598 156 208 31 270 192 180 60 610 403 1043 163 597 212 946 220 841 401 462 360 106 137 143 222 1188 150 687 55 316 302 481 117 1055 189 1128 193 1154 311 554 250 51
8 30 5602 4 1114 122 322 165 418 339 1092 148 310 497 408 159 118 2 1134 284 770 160 1119 85 171 142 696 459 1022 27 346 409 111 29 41 127 1171 157 470 300 18 138 230 373 961 448 1200 162 7 394 515 449 454 130 251 316 118 482 428 330 8 166 514
9 30 6583 158 388 491 1026 1 248 464 644 245 85 75 639 353 937 420 668 174 80 482 722 60 928 279 181 316 1075 438 567 193 333 418 566 251 266 161 918 365 232 71 775 434 1167 296 1058 88 710 224 181 442 784 452 568 151 1146 188 1199 298 761 241 790
10 30 6820 337 920 295 197 479 225 114 298 262 207 247 1153 237 183 210 198 220 143 253 713 146 252 193 1094 215 505 384 144 408 434 390 1105 349 760 448 959 85 1078 26 1021 395 498 204 120 188 834 220 1078 362 471 75 883 413 643 439 195 480 139 452 957
