1 22 4108 72 2 86 542 404 45 298 1001 55 310 108 354 293 144 301 291 31 682 428 548 135 1082 476 740 489 679 15 106 14 931 274 617 330 564 366 240 243 732 45 482 272 106 400 843
2 22 4205 149 828 16 788 468 624 167 156 15 1023 336 204 286 658 175 227 301 1173 320 948 83 1124 30 999 415 84 177 352 327 889 81 1053 265 281 99 810 171 357 427 659 472 754 477 1147
3 22 4580 294 1035 268 999 100 259 476 513 296 81 173 86 135 779 317 850 351 298 43 1155 239 728 372 545 391 901 346 368 354 975 23 537 372 183 69 651 347 936 233 1041 361 646 166 238
4 22 4429 175 1086 158 210 384 129 165 165 236 686 153 819 409 888 51 1139 333 57 161 1178 190 954 110 120 322 470 131 1119 252 376 464 1112 258 525 336 766 472 1159 104 242 288 961 385 929
5 22 4343 34 1007 114 741 242 122 388 927 69 1063 387 1087 48 1039 320 491 277 221 130 494 81 754 81 905 134 458 444 949 398 726 33 119 238 226 452 669 392 761 346 570 436 479 385 158
6 22 4762 385 703 32 460 474 319 63 765 227 317 398 340 218 811 22 1068 323 634 460 278 318 775 439 389 28 792 86 690 289 970 329 291 172 137 300 602 432 1176 376 770 427 703 155 838
7 22 4356 236 450 215 409 141 1019 84 694 467 233 495 845 133 621 199 604 485 1176 229 1191 93 1093 438 664 212 222 116 271 150 556 112 521 472 262 389 489 123 1131 38 1090 160 796 459 1031
8 22 3632 40 361 194 841 49 220 355 613 141 990 190 757 270 1009 230 1110 177 12 34 968 52 671 166 433 267 267 224 757 79 353 265 244 491 345 225 947 42 148 393 200 245 961 412 85
9 22 4121 26 972 411 482 234 544 429 1014 59 1188 356 483 407 737 222 307 119 439 149 487 122 1113 445 1136 335 598 156 208 31 270 192 180 60 610 403 1043 163 597 212 946 220 841 401 462
10 22 3861 44 329 60 532 495 360 287 132 132 725 201 281 440 453 470 464 481 746 231 600 21 791 4 1114 122 322 165 418 339 1092 148 310 497 408 159 118 2 1134 284 770 160 1119 85 171
11 22 3378 290 1102 426 65 145 980 47 70 17 304 488 376 196 718 8 332 96 895 401 1074 500 389 3 945 215 1077 190 312 105 759 49 1156 178 792 4 399 215 929 158 388 491 1026 1 248
12 22 4512 269 587 36 179 267 847 391 1007 279 418 34 1156 301 144 387 669 76 758 448 1050 236 463 139 1004 236 601 111 385 383 876 97 169 323 1040 487 710 441 209 296 537 76 1061 327 1085
13 22 3584 151 1146 188 1199 298 761 241 790 42 808 384 708 82 1148 94 273 125 629 86 593 481 568 77 504 83 528 60 606 297 349 105 462 456 515 211 921 60 978 181 936 461 837 317 1075
14 22 4639 85 1078 26 1021 395 498 204 120 188 834 220 1078 362 471 75 883 413 643 439 195 480 139 452 957 2 901 399 500 433 1119 38 1098 159 285 356 66 207 1128 468 1008 298 47 100 401
15 22 4120 158 826 434 13 430 4 188 280 149 356 81 934 100 1083 394 202 99 788 225 939 463 198 197 282 206 110 206 357 30 948 205 498 478 231 282 19 399 1174 140 905 71 162 215 328
16 22 5054 435 952 455 616 233 901 150 885 179 652 484 418 307 39 230 1036 158 1033 288 44 67 679 467 481 429 1045 344 554 447 740 101 219 226 23 358 632 315 593 338 541 46 743 261 493
17 22 4089 463 636 59 922 121 40 362 126 263 225 390 681 22 1172 284 614 454 1145 71 746 72 605 183 614 466 380 38 711 88 155 375 427 142 259 263 161 20 1042 235 1019 331 1110 410 548
18 22 3611 417 1095 71 940 347 607 131 276 160 550 154 618 442 1085 18 633 457 436 115 77 379 684 473 974 360 283 131 523 65 798 186 1087 114 669 29 457 2 566 22 1051 188 437 253 557
19 22 4276 215 222 386 603 134 23 80 791 440 1018 34 297 59 1005 487 313 210 1042 408 1137 286 1078 306 147 62 557 123 648 243 398 29 808 155 199 140 684 498 825 119 189 437 891 495 786
20 22 5362 300 93 326 635 347 187 214 593 367 86 423 311 358 1099 406 1058 186 352 484 274 483 636 450 714 231 97 172 783 344 95 338 67 319 4 162 518 276 29 128 622 379 429 10 930
21 22 4350 410 832 284 850 320 1161 4 783 485 298 59 322 304 112 377 1190 41 441 287 1190 188 1127 324 596 5 619 50 1079 144 882 229 1110 38 39 310 581 472 337 368 1043 357 587 382 29
22 22 4436 361 705 150 489 289 1070 384 161 265 377 357 1175 66 932 56 756 312 463 316 1117 338 889 67 562 438 1089 263 146 248 391 386 156 408 1171 269 592 68 487 298 44 50 897 156 951
23 22 4601 429 284 196 637 160 1109 414 904 341 662 213 1119 149 201 483 477 185 241 499 17 191 1007 225 394 240 673 271 1162 270 662 144 168 10 648 434 950 121 1190 67 365 224 1039 486 138
24 22 4256 41 558 321 403 42 984 256 1090 195 1120 78 1199 414 940 395 1060 489 541 182 444 45 1037 381 148 224 468 8 958 109 44 471 920 436 198 128 190 466 548 12 641 250 807 378 21
25 22 4543 145 762 194 864 230 417 199 256 429 16 383 1180 206 548 450 1189 290 568 90 941 358 1109 71 1091 82 788 417 76 424 405 445 809 109 504 147 188 248 237 252 948 360 389 150 789
26 22 4184 45 1079 42 419 171 487 220 516 41 846 426 156 339 1141 28 63 457 560 369 238 455 580 59 1135 265 1045 39 1114 327 361 458 1074 56 1007 192 483 420 1020 333 545 70 609 418 1104
27 22 3759 63 426 87 624 4 807 289 122 111 883 151 1036 42 1148 267 166 457 844 226 414 79 266 241 510 38 179 214 543 461 154 252 401 386 657 179 626 302 689 149 647 348 379 353 750
28 22 5047 495 468 466 129 428 550 364 326 251 584 241 610 183 945 37 1171 59 813 322 217 368 963 250 667 292 458 180 563 320 572 484 360 211 716 376 225 11 840 167 1136 308 137 496 467
29 22 5053 71 328 428 271 57 139 362 132 403 775 413 446 497 527 338 619 281 905 303 37 1 188 297 43 278 948 413 789 348 415 161 696 299 1199 384 5 191 1112 376 700 390 269 26 481
30 22 4677 318 185 353 1103 126 940 311 1074 269 260 122 760 460 703 245 29 323 778 94 1094 62 215 378 519 23 363 274 1171 335 115 257 119 490 476 84 108 419 327 392 297 132 239 380 875
31 22 5093 404 898 312 218 90 305 186 580 484 470 497 1197 233 378 440 709 279 265 55 183 94 45 341 1074 258 61 176 872 453 415 272 823 236 864 425 576 237 618 41 236 379 724 475 875
32 22 4851 27 926 440 378 198 96 255 645 397 10 230 443 299 439 334 415 417 511 63 308 495 680 362 555 90 955 355 101 105 295 489 810 27 224 266 293 319 150 197 620 412 437 287 48
33 22 4204 2 537 322 312 293 367 124 960 33 908 357 666 163 812 396 1174 485 197 459 1099 73 432 234 250 104 334 369 1169 11 451 335 694 474 454 185 546 94 536 40 237 231 763 472 987
34 22 4927 352 359 67 631 314 773 371 443 120 128 128 657 369 19 302 785 28 588 123 461 115 1049 329 843 247 204 375 224 453 562 473 1118 421 680 266 1055 303 22 152 204 451 1195 400 196
35 22 3907 52 11 178 1167 88 1171 479 737 78 1156 352 587 406 447 35 1126 8 755 375 659 116 648 407 506 27 1015 321 1052 206 961 163 750 481 420 21 177 138 1152 361 758 135 771 457 512
36 22 4237 476 439 19 70 206 935 262 480 151 350 128 141 353 216 184 1042 17 49 247 246 79 713 425 292 436 1055 233 830 184 272 470 470 210 1102 256 650 250 947 420 46 92 794 199 584
37 22 4176 43 236 206 404 442 418 138 1119 459 1 277 581 164 61 320 871 11 657 405 181 204 663 227 256 66 231 25 312 162 810 90 683 259 738 458 1178 443 448 76 758 344 261 401 522
38 22 4248 70 960 190 521 319 165 249 853 167 749 316 879 70 253 359 916 491 548 403 68 402 865 331 306 325 275 126 498 5 669 199 372 8 319 309 1056 476 976 101 763 343 364 51 1063
39 22 4543 188 463 280 820 108 242 115 683 303 1112 273 340 214 185 471 894 499 555 481 930 10 442 433 488 25 589 377 455 292 989 6 458 363 54 237 39 58 485 250 698 457 893 239 539
40 22 5172 106 419 255 1121 171 745 90 537 186 976 454 675 471 377 421 260 350 925 352 38 449 473 380 740 427 99 269 587 298 794 66 241 200 216 420 492 193 563 489 74 383 181 35 860
41 22 4107 127 1108 226 925 166 1106 470 257 12 960 128 170 499 845 385 1050 414 191 184 238 22 1035 81 516 166 558 301 729 3 1021 402 1113 300 777 25 60 214 1061 382 228 425 511 202 441
42 22 3856 136 8 327 54 171 83 293 988 303 781 158 619 170 348 161 759 408 11 224 475 238 956 270 294 295 724 187 337 130 335 199 1078 62 27 189 949 253 731 320 520 248 1087 78 444
43 22 5332 395 855 131 934 413 48 163 532 310 405 163 119 486 503 412 795 185 78 277 738 351 872 452 146 374 991 194 322 433 553 31 1157 423 7 140 677 452 601 256 120 464 889 160 54
