1 22 3747
2 22 5066
3 22 4523
4 22 4679
5 22 4549
6 22 4489
7 22 4994
8 22 4394
9 22 4489
10 22 4287
11 22 5044
12 22 4532
13 22 5263
14 22 5183
15 22 4114
16 22 4217
17 22 4521
18 22 4615
19 22 4396
20 22 3490
21 22 5183
22 22 4831
23 22 4781
24 22 5098
25 22 4704
26 22 5238
27 22 4023
28 22 4414
29 22 3703
30 22 4001
31 22 3651
32 22 3053
33 22 4441
34 22 4101
35 22 5591
36 22 4004
37 22 3963
38 22 4477
39 22 3897
40 22 3936
41 22 5083
42 22 3709
43 22 3822
44 22 4378
45 22 4140
46 22 5213
47 22 4561
48 22 4103
49 22 4467
50 22 4309
51 22 4603
52 22 3969
53 22 4419
54 22 3788
55 22 4249
56 22 4384
57 22 3993
58 22 4384
59 22 4561
60 22 3107
61 22 4641
62 22 5449
63 22 5043
64 22 4340
65 22 4477
66 22 4196
67 22 3919
68 22 3444
69 22 3710
70 22 5246
71 22 3260
72 22 4337
73 22 5013
74 22 4388
75 22 4293
76 22 3880
77 22 3830
78 22 4277
79 22 5203
80 22 4805
81 22 4430
82 22 3524
83 22 4542
84 22 5162
85 22 5034
86 22 4684
87 22 3647
88 22 4774
89 22 3845
90 22 4623
91 22 4190
92 22 4063
93 22 4143
94 22 4051
95 22 4634
96 22 3830
97 22 4368
98 22 4989
99 22 3847
100 22 4046
