uf20-0768.mwcnf 74024 1 2 -3 -4 5 -6 7 -8 -9 10 11 12 13 -14 15 16 -17 18 19 20 0
uf20-0218.mwcnf 72877 -1 2 -3 -4 5 6 7 8 9 10 11 12 13 14 -15 -16 17 18 -19 20 0
uf20-0881.mwcnf 97293 1 -2 3 4 -5 6 7 8 -9 10 11 -12 13 -14 -15 16 17 18 19 20 0
uf20-0216.mwcnf 41174 -1 -2 3 4 -5 6 -7 8 -9 10 -11 12 -13 -14 15 -16 17 18 19 -20 0
uf20-0254.mwcnf 54991 1 -2 3 4 5 6 7 8 9 -10 11 12 -13 14 15 -16 -17 18 19 20 0
uf20-0974.mwcnf 54817 1 -2 3 -4 5 6 -7 -8 9 -10 -11 -12 -13 14 15 16 17 18 19 20 0
uf20-0888.mwcnf 88458 1 2 3 -4 5 6 -7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0879.mwcnf 72723 1 -2 3 -4 5 6 7 8 9 10 11 12 13 -14 -15 -16 17 18 19 20 0
uf20-0576.mwcnf 14220 1 2 -3 4 -5 -6 -7 8 9 10 11 12 13 14 -15 -16 17 18 19 20 0
uf20-0490.mwcnf 49824 1 2 3 4 5 -6 7 8 9 10 11 12 13 14 -15 16 -17 18 -19 20 0
uf20-0883.mwcnf 81723 1 -2 -3 4 5 6 7 8 -9 10 -11 12 -13 -14 15 16 17 18 19 20 0
uf20-0232.mwcnf 48002 1 -2 -3 -4 5 -6 7 8 9 10 11 12 13 -14 15 -16 17 18 -19 20 0
uf20-0775.mwcnf 87087 -1 2 -3 4 -5 6 7 -8 9 10 11 12 13 14 -15 -16 -17 18 -19 20 0
uf20-0591.mwcnf 12486 1 -2 3 -4 5 6 7 -8 -9 10 -11 12 -13 14 15 16 -17 18 19 -20 0
uf20-0251.mwcnf 51144 1 -2 -3 4 -5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 -20 0
uf20-0857.mwcnf 122242 1 -2 -3 4 5 6 7 8 9 -10 11 12 13 -14 15 -16 17 18 19 20 0
uf20-0552.mwcnf 18693 1 2 3 4 5 6 7 -8 9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-063.mwcnf 22193 1 2 3 -4 5 6 -7 8 9 10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0938.mwcnf 85822 -1 2 -3 4 -5 6 7 -8 -9 10 11 12 13 14 -15 16 17 18 19 20 0
uf20-067.mwcnf 17067 1 2 -3 -4 5 6 -7 8 9 10 11 12 -13 -14 15 16 17 18 19 20 0
uf20-0567.mwcnf 17868 1 -2 -3 -4 5 6 7 8 -9 10 11 12 13 14 15 16 -17 -18 19 20 0
uf20-0186.mwcnf 71053 -1 2 3 -4 5 6 7 8 9 10 -11 12 13 14 15 16 17 18 19 -20 0
uf20-0542.mwcnf 12486 1 2 3 -4 5 6 7 8 9 -10 11 12 -13 14 15 16 -17 -18 19 20 0
uf20-0892.mwcnf 90891 1 -2 -3 4 5 6 7 8 9 10 11 12 13 14 -15 16 -17 18 -19 -20 0
uf20-0329.mwcnf 52073 -1 2 3 4 5 6 7 -8 -9 -10 11 12 -13 14 15 16 17 -18 19 -20 0
uf20-0600.mwcnf 21590 1 -2 3 4 -5 -6 -7 8 9 10 11 12 13 14 -15 -16 17 -18 19 20 0
uf20-0210.mwcnf 61689 1 -2 -3 -4 -5 6 7 8 -9 10 -11 12 13 14 -15 16 -17 -18 19 20 0
uf20-0500.mwcnf 15404 1 2 3 -4 5 -6 7 8 -9 10 11 12 13 -14 15 16 -17 18 -19 -20 0
uf20-0724.mwcnf 16477 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 20 0
uf20-0332.mwcnf 74679 1 2 3 -4 5 6 -7 8 -9 10 11 12 -13 14 -15 -16 17 18 19 20 0
uf20-0359.mwcnf 53001 -1 2 -3 4 5 -6 7 8 9 10 -11 12 13 -14 -15 16 -17 18 19 20 0
uf20-0297.mwcnf 48769 1 2 3 4 5 -6 7 8 9 -10 11 12 -13 -14 15 -16 17 18 -19 -20 0
uf20-0846.mwcnf 85928 1 2 3 4 5 6 7 8 9 -10 11 12 13 14 15 16 17 -18 19 20 0
uf20-0276.mwcnf 55855 -1 -2 3 4 -5 6 7 8 9 10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0203.mwcnf 56255 1 -2 -3 4 -5 6 -7 8 9 10 11 12 -13 -14 15 -16 17 18 19 20 0
uf20-0925.mwcnf 101081 -1 2 3 -4 5 6 7 8 9 10 -11 12 -13 14 15 16 17 18 19 -20 0
uf20-0807.mwcnf 106300 1 2 3 4 5 6 7 8 -9 -10 11 12 13 14 15 16 17 -18 19 -20 0
uf20-0120.mwcnf 63893 1 -2 3 4 5 -6 7 -8 9 -10 11 12 -13 14 15 16 17 18 -19 20 0
uf20-0796.mwcnf 67294 -1 2 -3 -4 -5 6 7 8 9 -10 11 12 -13 -14 -15 -16 17 18 19 20 0
uf20-0125.mwcnf 54036 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 -15 16 17 18 19 20 0
uf20-0950.mwcnf 83408 1 -2 3 -4 5 6 7 8 9 10 11 12 -13 14 -15 16 17 -18 -19 20 0
uf20-0536.mwcnf 17952 1 -2 -3 4 5 6 7 8 9 10 -11 12 -13 14 15 16 17 18 -19 -20 0
uf20-0560.mwcnf 13751 -1 2 3 4 5 -6 7 -8 -9 10 -11 12 13 14 15 16 17 18 19 -20 0
uf20-0923.mwcnf 76500 1 -2 3 -4 5 -6 7 8 9 10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0887.mwcnf 82173 -1 2 3 4 -5 6 7 8 -9 -10 -11 -12 13 14 -15 -16 17 -18 19 20 0
uf20-0227.mwcnf 58574 1 2 3 4 5 6 7 8 9 10 -11 -12 13 14 15 16 -17 18 19 20 0
uf20-0663.mwcnf 16873 1 2 -3 4 -5 6 7 8 9 10 -11 12 -13 14 15 -16 17 -18 19 20 0
uf20-0971.mwcnf 82942 -1 2 -3 -4 -5 -6 7 8 -9 10 11 12 -13 14 -15 16 17 18 19 20 0
uf20-0198.mwcnf 34499 1 -2 -3 4 5 -6 7 8 9 -10 11 -12 13 -14 -15 -16 -17 18 19 -20 0
uf20-0727.mwcnf 18216 1 2 3 4 5 6 -7 8 9 10 11 12 13 -14 15 16 17 -18 19 20 0
uf20-0584.mwcnf 14909 1 2 -3 4 -5 -6 -7 8 9 -10 11 -12 13 -14 15 16 17 -18 -19 20 0
uf20-0641.mwcnf 14783 1 2 -3 4 5 6 7 8 9 10 -11 -12 -13 14 15 16 17 18 19 -20 0
uf20-0826.mwcnf 80551 1 -2 3 4 5 6 7 -8 9 10 11 12 13 -14 15 16 17 18 19 20 0
uf20-0226.mwcnf 68330 -1 2 3 4 5 6 7 8 9 10 -11 12 13 14 -15 16 17 -18 19 -20 0
