uf20-0108 58 1 2 -3 4 5 6 -7 8 9 -10 -11 -12 13 14 15 16 17 -18 19 -20 0
uf20-0854 47 1 -2 3 -4 -5 6 7 8 9 10 -11 12 -13 14 -15 -16 17 -18 -19 -20 0
uf20-0945 82 -1 2 -3 4 5 6 -7 8 9 -10 11 12 -13 14 -15 -16 17 -18 -19 20 0
uf20-0236 139 1 2 3 -4 -5 6 -7 8 9 -10 11 12 13 14 -15 16 17 -18 19 20 0
uf20-0634 51 -1 2 -3 -4 5 -6 7 -8 -9 10 11 12 -13 -14 -15 16 17 18 19 20 0
uf20-0497 60 1 2 -3 4 -5 6 7 8 -9 -10 11 12 13 -14 15 16 17 -18 -19 -20 0
uf20-0483 64 -1 2 -3 4 5 -6 7 8 -9 -10 11 12 -13 14 -15 16 17 18 19 20 0
uf20-0578 92 1 2 3 4 -5 -6 -7 8 9 10 -11 12 -13 14 15 16 -17 -18 19 20 0
uf20-0501 88 1 2 3 4 -5 -6 7 8 -9 -10 -11 12 13 14 -15 16 -17 18 -19 20 0
uf20-0152 35 -1 2 3 -4 5 6 7 8 -9 -10 -11 12 -13 14 -15 16 17 -18 -19 -20 0
uf20-052 80 1 2 3 -4 5 6 -7 -8 -9 -10 11 12 13 14 15 16 17 -18 -19 20 0
uf20-016 98 -1 2 -3 4 -5 6 -7 8 9 10 11 12 -13 14 15 -16 -17 18 -19 -20 0
uf20-045 95 -1 2 3 4 -5 -6 -7 -8 -9 -10 11 12 -13 -14 15 -16 17 18 19 20 0
uf20-0612 99 -1 -2 3 4 -5 6 -7 8 9 10 -11 12 -13 14 -15 -16 17 -18 -19 20 0
uf20-0357 99 -1 -2 3 -4 -5 6 -7 -8 -9 10 11 12 13 -14 -15 -16 17 18 19 20 0
uf20-0373 70 1 2 3 4 -5 -6 -7 8 9 10 -11 12 13 14 -15 -16 -17 -18 -19 20 0
uf20-0371 105 1 2 -3 -4 5 6 7 -8 9 10 -11 12 -13 14 15 16 -17 -18 -19 20 0
uf20-0188 84 -1 -2 3 4 5 6 -7 -8 9 -10 11 12 13 14 15 -16 -17 -18 19 -20 0
uf20-0222 85 1 -2 -3 4 5 6 -7 -8 9 -10 11 12 13 14 15 16 -17 18 -19 20 0
uf20-0543 103 1 2 3 4 5 6 7 -8 -9 10 11 12 -13 14 15 -16 17 -18 19 -20 0
uf20-0476 89 -1 2 -3 4 -5 -6 -7 -8 -9 -10 -11 12 13 14 -15 -16 17 18 19 20 0
uf20-019 109 -1 -2 3 4 5 -6 -7 8 9 -10 11 12 13 14 -15 -16 -17 18 19 -20 0
uf20-0292 105 -1 2 3 4 -5 -6 -7 8 9 -10 11 12 13 -14 15 16 17 18 19 -20 0
uf20-0262 89 1 -2 -3 4 -5 -6 -7 8 9 -10 -11 12 -13 -14 15 -16 17 18 -19 20 0
uf20-0693 119 -1 -2 -3 -4 5 -6 7 -8 9 10 11 -12 13 14 15 16 17 -18 19 20 0
