1 37 1552
2 37 1876
3 37 1909
4 37 1794
5 37 1796
6 37 1605
7 37 1845
8 37 1735
9 37 1819
10 37 1744
11 37 1642
12 37 1570
13 37 2009
14 37 2046
15 37 1899
16 37 1817
17 37 1840
18 37 1674
19 37 1741
20 37 1527
21 37 2129
22 37 1576
23 37 1805
24 37 1763
25 37 1857
26 37 2088
27 37 1865
28 37 1965
29 37 1957
30 37 1837
31 37 1793
32 37 1916
33 37 1805
34 37 1937
35 37 1670
36 37 1405
37 37 1822
38 37 1746
39 37 1851
40 37 1910
41 37 1946
42 37 2207
43 37 1521
44 37 1754
45 37 1713
46 37 1653
47 37 1964
48 37 2025
49 37 1612
50 37 1776
51 37 1981
52 37 1994
53 37 1903
54 37 2008
55 37 1792
56 37 1663
57 37 1821
58 37 1696
59 37 1568
60 37 1641
61 37 1844
62 37 1535
63 37 1997
64 37 1876
65 37 1811
66 37 1777
67 37 1953
68 37 1901
69 37 1632
70 37 1819
71 37 1586
72 37 1784
73 37 1746
74 37 1896
75 37 2080
76 37 1693
77 37 1624
78 37 1876
79 37 1862
80 37 1748
81 37 1661
82 37 1741
83 37 1945
84 37 1666
85 37 1671
86 37 1779
87 37 1790
88 37 1871
89 37 2037
90 37 1603
91 37 1661
92 37 1981
93 37 1898
94 37 1571
95 37 1901
96 37 1656
97 37 1708
98 37 1451
99 37 1656
100 37 1602
