1 30 928 12 1 14 23 65 2 48 42 9 13 18 15 47 6 49 13 5 29 69 23 22 46 77 31 79 29 3 5 3 39 44 26 53 24 59 10 39 31 8 21 44 5 64 36 41 15 56 2 53 47 42 17 11 2 69 34 14 29 44 18
2 30 1002 49 49 52 40 14 47 5 42 67 4 29 15 53 38 13 44 43 12 16 34 28 15 69 28 76 32 77 48 18 30 69 27 67 10 18 48 35 30 6 18 6 14 52 32 57 36 20 5 77 24 49 38 37 40 61 35 25 36 65 3
3 30 1058 60 8 12 28 56 39 38 44 58 27 27 10 50 18 73 16 14 39 9 17 11 24 46 16 55 41 60 6 76 34 4 17 79 19 64 11 8 33 32 14 75 26 26 47 75 26 35 34 52 48 78 11 17 29 65 39 62 37 6 42
4 30 975 50 25 9 39 62 7 71 39 73 5 70 32 33 28 15 13 33 9 51 9 61 14 31 45 64 40 49 4 8 24 16 46 45 40 51 35 38 44 32 39 11 37 62 30 6 20 76 14 10 32 37 14 64 15 35 34 4 45 52 27
5 30 1004 19 32 52 44 26 3 53 9 46 29 65 33 20 18 10 30 41 44 79 38 52 43 47 16 56 42 38 19 35 18 23 43 14 29 75 10 80 36 22 26 32 26 78 49 37 50 15 46 70 28 34 10 19 12 24 24 18 22 76 11
6 30 941 33 13 76 4 73 16 54 46 69 9 7 16 31 36 8 10 57 26 23 42 31 32 44 43 37 47 29 1 6 41 9 28 27 19 43 12 36 32 13 15 43 11 79 15 36 40 7 7 63 9 40 41 66 4 39 3 65 42 33 24
7 30 875 69 43 10 50 57 21 66 31 36 13 19 19 24 21 20 47 72 48 54 25 25 9 5 12 31 8 10 26 65 44 27 25 34 40 36 36 65 20 58 5 22 6 36 50 24 29 9 14 49 21 19 44 31 47 31 49 50 24 40 3
8 30 907 1 47 20 14 27 18 55 46 24 13 80 17 26 5 1 48 46 33 26 47 14 8 23 29 74 43 5 15 66 5 5 2 21 49 26 20 48 1 23 10 60 41 72 50 26 1 63 22 72 19 21 11 51 5 78 18 53 1 27 22
9 30 1064 26 17 79 43 1 11 75 27 40 4 12 27 57 40 68 28 28 4 78 31 10 39 45 8 51 45 70 24 31 14 67 24 41 12 26 39 59 10 12 33 70 49 48 45 14 30 36 8 71 33 73 24 25 48 31 50 48 32 39 33
10 30 1103 54 39 48 9 77 10 19 13 42 9 40 49 38 8 34 9 36 6 41 30 24 11 31 46 35 22 62 6 66 19 63 47 56 32 72 40 14 45 5 43 64 21 33 5 31 35 36 45 58 20 12 37 67 27 71 9 77 6 73 40
11 30 982 61 40 34 44 75 4 74 16 19 36 5 21 76 47 68 30 4 10 27 41 26 35 70 1 69 1 31 12 24 15 13 39 16 46 63 9 16 33 36 40 75 9 32 12 33 5 33 15 5 40 33 21 77 10 46 1 64 49 23 38
12 30 967 11 22 22 32 70 40 73 26 38 38 24 37 29 28 78 18 50 2 37 44 26 44 47 2 11 29 75 21 69 44 56 24 72 31 17 10 37 1 58 27 51 25 54 23 8 31 42 21 22 47 43 6 62 13 3 37 9 27 15 39
13 30 940 4 49 46 26 73 48 12 32 12 26 30 26 75 16 6 30 15 7 60 18 23 11 43 7 4 44 38 43 53 47 66 23 59 42 73 8 63 35 41 14 19 16 37 16 42 45 73 2 43 46 30 12 6 38 46 48 65 36 19 14
14 30 845 11 34 30 46 19 28 5 20 1 24 4 44 31 19 41 24 49 22 15 39 41 14 2 8 53 44 68 4 20 6 67 49 21 21 70 41 76 29 72 31 10 7 38 13 44 25 27 3 54 16 14 14 46 50 55 12 13 44 60 50
15 30 824 76 30 7 33 43 35 13 22 40 37 6 43 21 36 74 41 71 19 24 49 19 49 43 45 48 24 7 18 53 35 7 34 5 32 1 17 35 28 2 13 42 38 29 1 62 1 66 35 46 36 52 49 1 33 78 13 10 14 49 5
16 30 1088 80 5 30 29 80 19 76 33 40 1 42 5 72 15 59 23 74 4 3 31 39 48 23 37 70 36 40 39 2 21 58 30 24 21 47 45 62 7 43 16 58 49 11 39 9 32 50 20 51 47 55 38 11 24 70 46 42 7 40 17
17 30 1029 11 41 79 27 40 7 33 30 3 5 60 16 64 6 69 12 32 27 26 47 67 38 55 28 35 47 24 9 78 20 30 11 80 1 31 42 36 17 39 29 44 49 44 28 23 7 2 27 70 40 20 50 11 16 36 44 78 6 67 5
18 30 992 52 17 7 41 41 46 32 47 13 50 67 40 64 45 79 23 30 19 8 44 61 7 36 20 2 40 18 2 76 39 70 9 21 8 75 23 2 27 40 34 61 1 32 15 51 20 58 23 28 20 18 43 2 39 79 21 37 45 80 29
19 30 1032 15 40 58 47 12 46 14 33 67 4 68 17 72 34 18 21 24 8 40 10 41 40 58 17 24 33 51 5 72 5 28 18 33 22 35 5 57 43 11 34 77 3 5 46 38 37 16 46 39 6 76 27 70 4 75 33 25 46 72 6
20 30 1034 31 21 68 43 54 23 12 26 67 46 78 7 29 9 42 1 54 29 9 12 59 16 70 5 77 27 12 46 57 23 28 8 18 25 34 4 12 22 37 47 11 26 27 39 44 18 42 31 46 15 44 35 26 36 50 48 80 20 75 6
21 30 1070 37 37 22 26 39 25 41 19 63 4 79 6 55 33 15 37 65 25 45 30 31 18 38 32 39 49 24 22 48 38 15 2 56 17 76 31 10 50 32 42 12 14 69 12 9 6 58 6 65 33 66 19 80 22 55 26 45 38 49 2
22 30 954 13 30 3 28 64 42 53 35 28 17 47 30 80 39 1 20 75 38 47 39 18 3 33 1 51 8 57 46 21 40 50 45 44 11 20 32 74 30 40 2 52 33 15 46 10 9 61 22 4 16 44 49 54 5 41 5 79 20 14 5
23 30 1012 22 40 20 14 16 38 59 36 65 38 50 10 15 13 30 25 78 20 80 50 38 16 71 30 45 12 9 8 16 2 55 45 42 3 29 37 73 18 44 35 38 36 68 24 38 26 7 10 61 31 76 37 26 3 62 44 26 20 7 26
24 30 1100 64 1 37 19 48 19 54 18 67 22 10 13 80 29 58 24 15 40 57 5 17 13 79 34 5 10 43 13 51 7 32 26 66 19 46 2 44 1 36 33 21 30 25 13 64 4 61 36 45 17 55 40 79 49 14 46 74 8 29 24
25 30 885 17 14 59 49 2 19 54 29 76 19 30 23 15 23 7 10 37 32 76 42 18 36 24 7 43 32 52 38 30 12 9 13 44 37 2 31 53 3 40 13 31 12 70 33 57 25 14 38 15 46 38 48 75 43 46 27 71 31 2 16
26 30 1172 73 50 64 9 34 6 1 18 78 9 79 48 50 8 78 36 40 41 30 4 76 1 51 38 44 12 44 41 34 3 68 33 71 21 65 17 50 49 28 3 12 14 77 37 51 14 52 46 35 28 77 19 3 3 33 39 42 20 25 15
27 30 895 10 36 15 19 70 2 4 25 17 8 48 43 20 44 71 24 56 19 19 47 32 21 74 26 44 25 64 42 4 10 53 20 39 37 7 10 33 17 71 18 22 47 74 1 45 25 27 3 52 37 2 28 65 8 33 28 37 11 11 10
28 30 988 21 17 54 9 46 26 50 46 79 45 30 8 51 35 18 41 35 50 12 40 31 22 52 7 40 36 27 32 51 37 12 11 58 39 79 23 65 3 65 37 53 13 52 12 21 21 1 28 32 16 2 14 50 44 77 41 17 32 55 16
29 30 1079 71 49 30 20 45 35 18 11 19 29 49 47 44 15 35 8 76 38 80 24 77 39 2 19 70 21 4 25 61 19 47 42 1 20 59 3 38 2 10 21 40 30 74 38 39 23 60 11 28 26 75 18 50 9 36 19 66 46 45 48
30 30 1165 68 11 56 39 57 2 72 20 61 31 69 5 43 25 48 34 11 11 32 9 68 21 31 24 79 4 62 8 6 36 43 13 74 23 62 17 74 47 18 2 64 13 12 50 57 39 70 42 13 19 16 3 69 9 35 17 38 31 49 1
31 30 900 65 47 48 33 4 3 35 45 61 10 68 22 33 19 27 14 1 33 4 18 6 30 66 31 53 16 42 17 24 17 51 41 1 23 32 24 64 27 20 30 49 19 23 13 23 20 72 7 2 19 64 26 49 32 35 25 73 8 30 5
