1 35 1169 12 1 14 23 65 2 48 42 9 13 18 15 47 6 49 13 5 29 69 23 22 46 77 31 79 29 3 5 3 39 44 26 53 24 59 10 39 31 8 21 44 5 64 36 41 15 56 2 53 47 42 17 11 2 69 34 14 29 44 18 16 31 79 32 64 9 75 3 67 42
2 35 1174 29 15 53 38 13 44 43 12 16 34 28 15 69 28 76 32 77 48 18 30 69 27 67 10 18 48 35 30 6 18 6 14 52 32 57 36 20 5 77 24 49 38 37 40 61 35 25 36 65 3 36 38 13 7 44 35 63 24 70 37 44 17 16 31 28 46 26 9 62 6
3 35 1148 11 24 46 16 55 41 60 6 76 34 4 17 79 19 64 11 8 33 32 14 75 26 26 47 75 26 35 34 52 48 78 11 17 29 65 39 62 37 6 42 19 31 39 6 63 39 11 45 62 46 8 44 52 21 45 10 21 21 13 32 13 38 22 20 71 40 64 31 6 5
4 35 1174 16 46 45 40 51 35 38 44 32 39 11 37 62 30 6 20 76 14 10 32 37 14 64 15 35 34 4 45 52 27 74 12 51 33 71 17 5 33 14 29 47 41 53 13 28 6 48 26 70 49 61 33 69 30 25 35 67 24 30 22 28 15 68 9 47 47 16 50 57 14
5 35 1080 32 26 78 49 37 50 15 46 70 28 34 10 19 12 24 24 18 22 76 11 63 21 20 48 6 46 26 34 74 43 14 4 25 20 57 5 15 36 41 15 66 19 51 27 68 23 74 18 1 4 65 6 45 17 29 27 18 23 51 8 24 27 17 50 23 23 64 5 10 40
6 35 1274 40 41 66 4 39 3 65 42 33 24 37 43 68 6 80 36 33 41 50 23 21 12 30 15 33 13 75 45 76 34 40 16 14 4 18 20 12 6 41 41 70 17 40 22 64 22 57 41 31 36 8 14 10 23 80 15 46 6 22 31 33 12 71 19 76 20 77 32 37 25
7 35 1028 53 1 75 13 22 17 28 34 73 15 21 50 28 16 8 1 76 29 52 16 75 9 12 15 47 46 69 3 24 41 8 3 3 13 79 16 32 30 2 14 16 38 65 45 80 17 1 40 35 45 31 13 17 32 8 49 29 33 1 17 35 39 26 17 79 43 1 11 75 27
8 35 1244 6 8 43 36 63 42 45 18 6 49 49 6 62 28 13 32 72 44 38 20 23 42 38 26 18 17 62 37 16 8 52 44 78 30 71 9 48 23 13 45 53 46 38 16 77 19 80 30 51 25 53 5 54 39 48 9 77 10 19 13 42 9 40 49 38 8 34 9 36 6
9 35 1256 48 15 17 20 73 22 34 39 10 41 29 39 74 35 51 45 64 9 72 3 69 40 34 21 8 19 56 22 72 37 32 8 59 42 43 44 13 48 10 46 64 1 61 40 34 44 75 4 74 16 19 36 5 21 76 47 68 30 4 10 27 41 26 35 70 1 69 1 31 12
10 35 1162 24 9 63 10 73 40 14 10 53 23 63 47 14 20 19 21 8 21 24 3 64 21 34 48 16 29 2 40 79 14 61 8 11 22 22 32 70 40 73 26 38 38 24 37 29 28 78 18 50 2 37 44 26 44 47 2 11 29 75 21 69 44 56 24 72 31 17 10 37 1
11 35 1149 43 32 40 34 37 5 50 27 33 14 74 27 10 39 20 2 58 6 42 10 63 29 4 49 46 26 73 48 12 32 12 26 30 26 75 16 6 30 15 7 60 18 23 11 43 7 4 44 38 43 53 47 66 23 59 42 73 8 63 35 41 14 19 16 37 16 42 45 73 2
12 35 1044 74 19 19 4 61 29 76 41 58 12 21 22 11 34 30 46 19 28 5 20 1 24 4 44 31 19 41 24 49 22 15 39 41 14 2 8 53 44 68 4 20 6 67 49 21 21 70 41 76 29 72 31 10 7 38 13 44 25 27 3 54 16 14 14 46 50 55 12 13 44
13 35 1003 80 33 76 30 7 33 43 35 13 22 40 37 6 43 21 36 74 41 71 19 24 49 19 49 43 45 48 24 7 18 53 35 7 34 5 32 1 17 35 28 2 13 42 38 29 1 62 1 66 35 46 36 52 49 1 33 78 13 10 14 49 5 61 50 7 19 46 50 30 47
14 35 1109 40 1 42 5 72 15 59 23 74 4 3 31 39 48 23 37 70 36 40 39 2 21 58 30 24 21 47 45 62 7 43 16 58 49 11 39 9 32 50 20 51 47 55 38 11 24 70 46 42 7 40 17 62 7 66 49 43 25 11 21 48 2 8 38 25 40 10 43 19 20
15 35 1305 26 47 67 38 55 28 35 47 24 9 78 20 30 11 80 1 31 42 36 17 39 29 44 49 44 28 23 7 2 27 70 40 20 50 11 16 36 44 78 6 67 5 38 33 27 5 66 26 73 20 75 8 80 42 63 40 71 49 37 19 30 5 70 39 10 23 32 1 64 11
16 35 1128 76 39 70 9 21 8 75 23 2 27 40 34 61 1 32 15 51 20 58 23 28 20 18 43 2 39 79 21 37 45 80 29 38 9 63 36 74 8 73 9 53 42 6 43 27 45 54 11 34 15 13 25 16 26 64 36 26 15 53 32 8 45 7 18 28 21 36 22 7 36
17 35 1120 11 34 77 3 5 46 38 37 16 46 39 6 76 27 70 4 75 33 25 46 72 6 68 20 33 42 68 34 37 7 41 42 74 49 10 18 14 26 1 34 47 6 18 37 25 44 7 48 43 7 74 36 37 18 13 12 39 22 6 8 35 23 74 7 41 17 62 28 29 27
18 35 1179 46 15 44 35 26 36 50 48 80 20 75 6 69 23 59 14 41 25 39 26 30 40 6 49 10 34 52 10 59 41 40 28 47 20 29 24 52 24 78 15 34 30 61 10 2 35 27 48 50 6 80 20 68 8 22 43 19 6 10 37 9 41 52 42 30 50 36 34 42 29
19 35 1036 49 2 1 8 48 2 45 40 67 33 56 18 26 29 48 50 62 1 31 47 61 30 63 12 5 21 1 32 13 36 74 13 63 32 72 27 18 13 51 46 47 25 2 33 52 10 73 7 15 38 35 3 25 28 79 34 8 26 8 49 32 9 8 42 22 40 20 14 16 38
20 35 1168 57 41 60 32 15 9 21 19 39 49 32 50 80 24 26 44 48 28 18 6 13 10 3 35 72 26 5 18 59 46 28 28 55 24 58 43 39 24 42 5 16 38 49 48 59 16 5 39 71 16 32 4 41 27 64 1 37 19 48 19 54 18 67 22 10 13 80 29 58 24
21 35 960 64 36 7 11 20 49 54 3 15 27 20 32 10 20 42 42 30 29 4 28 1 23 52 13 47 16 20 40 6 38 58 28 27 34 64 49 78 9 74 46 12 18 38 11 17 14 59 49 2 19 54 29 76 19 30 23 15 23 7 10 37 32 76 42 18 36 24 7 43 32
22 35 1376 60 19 20 6 21 28 59 1 49 33 5 25 20 20 19 44 53 36 40 9 60 10 73 24 76 47 68 29 43 44 49 1 25 9 73 50 64 9 34 6 1 18 78 9 79 48 50 8 78 36 40 41 30 4 76 1 51 38 44 12 44 41 34 3 68 33 71 21 65 17
23 35 1077 77 18 4 8 23 48 58 32 22 33 73 22 44 48 30 2 5 21 63 27 32 16 24 13 10 36 15 19 70 2 4 25 17 8 48 43 20 44 71 24 56 19 19 47 32 21 74 26 44 25 64 42 4 10 53 20 39 37 7 10 33 17 71 18 22 47 74 1 45 25
24 35 1091 5 32 59 2 44 41 13 21 45 23 18 7 16 3 21 17 54 9 46 26 50 46 79 45 30 8 51 35 18 41 35 50 12 40 31 22 52 7 40 36 27 32 51 37 12 11 58 39 79 23 65 3 65 37 53 13 52 12 21 21 1 28 32 16 2 14 50 44 77 41
25 35 1224 51 35 25 6 71 49 30 20 45 35 18 11 19 29 49 47 44 15 35 8 76 38 80 24 77 39 2 19 70 21 4 25 61 19 47 42 1 20 59 3 38 2 10 21 40 30 74 38 39 23 60 11 28 26 75 18 50 9 36 19 66 46 45 48 26 43 18 35 62 36
26 35 1302 72 20 61 31 69 5 43 25 48 34 11 11 32 9 68 21 31 24 79 4 62 8 6 36 43 13 74 23 62 17 74 47 18 2 64 13 12 50 57 39 70 42 13 19 16 3 69 9 35 17 38 31 49 1 69 41 75 30 52 3 4 22 71 39 16 43 35 21 30 17
27 35 1157 1 33 4 18 6 30 66 31 53 16 42 17 24 17 51 41 1 23 32 24 64 27 20 30 49 19 23 13 23 20 72 7 2 19 64 26 49 32 35 25 73 8 30 5 64 36 21 39 66 2 27 23 50 17 26 5 78 21 66 34 30 4 45 31 57 37 73 7 60 42
28 35 1126 22 44 37 4 78 43 1 14 46 46 41 26 8 47 60 16 4 5 80 22 17 32 10 45 47 14 5 31 13 29 56 49 16 42 45 11 68 10 59 1 28 34 51 8 12 50 53 38 30 7 77 15 57 10 9 11 68 34 62 5 77 18 44 1 38 44 41 45 48 27
29 35 1068 30 39 7 5 37 17 50 7 36 9 1 26 14 36 74 32 25 28 73 27 35 10 38 36 6 36 38 11 43 22 5 35 36 41 43 33 44 1 44 9 41 21 54 21 57 3 1 8 23 44 35 38 71 13 5 7 68 4 28 9 56 40 32 45 65 50 43 4 77 33
30 35 1155 54 10 3 44 65 15 17 50 18 33 47 18 61 41 25 5 21 20 59 47 60 49 59 47 10 13 49 2 68 5 57 6 56 36 49 32 6 34 34 41 28 21 56 48 45 24 67 41 40 12 27 43 20 21 39 43 52 15 7 41 64 12 75 10 9 10 52 18 45 37
31 35 1173 28 14 14 24 53 34 66 43 23 23 54 34 35 30 47 13 1 47 79 45 27 43 66 29 62 2 46 44 29 7 44 42 1 23 29 29 31 29 61 30 10 28 70 44 45 47 57 42 66 1 17 8 44 16 62 30 33 16 35 20 66 1 80 34 56 8 17 29 13 36
32 35 1128 62 44 58 14 60 34 55 24 12 26 29 41 31 11 60 20 57 40 10 1 69 28 42 38 40 48 39 15 12 7 48 36 56 18 5 45 11 2 55 21 7 37 44 48 43 7 15 28 42 31 32 28 77 33 70 13 46 1 30 17 30 22 27 32 69 30 56 35 11 3
33 35 941 25 8 58 10 27 45 5 49 21 45 8 8 50 8 9 15 20 26 79 43 31 11 1 50 8 6 6 16 15 33 33 43 27 16 50 20 60 9 14 23 71 8 41 15 27 1 54 34 39 26 36 48 12 17 41 14 39 20 40 18 13 19 43 43 27 11 80 20 67 27
34 35 1184 40 18 74 1 36 41 3 43 62 33 31 36 56 30 58 29 18 15 31 1 13 40 30 29 69 36 69 19 15 46 30 14 44 49 58 9 52 23 73 47 75 25 11 5 18 23 35 18 10 7 26 50 50 36 34 31 24 32 54 25 72 13 61 29 68 9 26 24 54 45
35 35 1172 9 7 34 46 72 50 80 15 42 2 20 18 19 18 20 24 20 26 62 43 25 33 39 19 73 43 49 11 62 40 35 4 66 16 72 11 13 25 12 22 78 22 18 38 56 41 38 24 20 10 25 30 71 4 48 1 35 32 25 33 44 45 33 17 58 13 73 32 19 17
36 35 1084 79 22 24 27 4 16 52 38 23 1 8 13 67 50 59 39 13 22 5 9 78 38 56 39 31 36 39 22 66 43 21 20 59 33 53 19 22 29 69 9 28 48 32 12 7 39 3 47 29 45 3 7 10 7 29 18 76 15 80 41 19 23 80 46 20 27 59 36 52 1
37 35 1149 54 6 4 48 14 10 42 12 71 30 54 43 23 50 79 12 69 39 52 13 66 22 15 12 30 13 30 7 36 1 46 28 38 14 34 25 52 31 10 29 42 47 22 2 72 32 47 39 2 14 39 38 32 22 56 17 73 33 62 33 31 28 15 31 59 10 12 23 54 26
38 35 1210 73 16 55 18 37 20 77 7 37 30 16 28 29 44 63 12 38 23 72 27 75 30 56 1 44 11 13 24 47 28 27 10 24 7 6 8 48 17 9 18 61 7 67 16 19 26 8 17 35 11 13 16 37 41 68 35 68 12 68 25 66 7 8 21 35 3 63 34 51 14
39 35 1299 50 2 55 7 74 46 12 18 59 5 66 48 64 33 66 47 6 22 12 14 71 2 31 5 10 30 19 34 15 47 65 20 78 46 59 9 30 32 64 32 37 46 51 1 60 39 55 4 80 33 62 23 66 34 48 9 22 43 8 7 61 25 76 50 30 8 33 25 29 5
40 35 1123 50 5 38 50 65 45 39 18 27 20 58 37 13 36 5 48 61 42 63 26 19 6 65 4 11 49 35 15 34 30 27 44 21 11 77 25 15 14 39 18 73 25 5 32 33 49 14 16 8 41 66 8 50 6 64 15 64 1 61 28 80 4 70 7 24 44 8 23 22 11
41 35 1098 80 46 76 4 5 6 67 44 8 43 41 48 74 49 7 4 72 16 61 19 60 6 4 34 45 48 66 10 22 2 21 45 50 34 16 28 23 27 42 32 1 36 12 25 28 45 5 39 29 17 33 20 66 12 56 7 52 3 31 47 28 6 19 13 56 34 70 17 47 19
42 35 1208 28 29 34 49 65 3 60 26 78 49 67 36 33 27 16 26 26 7 5 14 19 15 60 1 78 31 64 48 62 22 24 14 58 34 69 42 53 45 13 19 45 48 54 30 12 15 13 26 73 15 51 4 11 23 4 39 76 44 52 39 78 43 41 23 39 28 48 19 2 27
