1 40 1313 12 1 14 23 65 2 48 42 9 13 18 15 47 6 49 13 5 29 69 23 22 46 77 31 79 29 3 5 3 39 44 26 53 24 59 10 39 31 8 21 44 5 64 36 41 15 56 2 53 47 42 17 11 2 69 34 14 29 44 18 16 31 79 32 64 9 75 3 67 42 6 18 24 33 60 9 71 27 19 10
2 40 1328 28 15 69 28 76 32 77 48 18 30 69 27 67 10 18 48 35 30 6 18 6 14 52 32 57 36 20 5 77 24 49 38 37 40 61 35 25 36 65 3 36 38 13 7 44 35 63 24 70 37 44 17 16 31 28 46 26 9 62 6 27 7 38 29 25 35 66 37 9 48 54 3 26 50 31 40 18 5 52 20
3 40 1396 75 26 26 47 75 26 35 34 52 48 78 11 17 29 65 39 62 37 6 42 19 31 39 6 63 39 11 45 62 46 8 44 52 21 45 10 21 21 13 32 13 38 22 20 71 40 64 31 6 5 39 10 73 28 63 32 56 24 70 20 62 7 59 39 47 4 31 48 22 7 51 23 22 40 23 22 55 3 72 33
4 40 1457 74 12 51 33 71 17 5 33 14 29 47 41 53 13 28 6 48 26 70 49 61 33 69 30 25 35 67 24 30 22 28 15 68 9 47 47 16 50 57 14 42 20 41 49 79 23 80 10 73 44 45 22 15 12 19 15 38 12 35 48 18 39 33 13 76 4 73 16 54 46 69 9 7 16 31 36 8 10 57 26
5 40 1220 66 19 51 27 68 23 74 18 1 4 65 6 45 17 29 27 18 23 51 8 24 27 17 50 23 23 64 5 10 40 14 25 65 42 6 24 5 41 66 21 38 23 69 43 10 50 57 21 66 31 36 13 19 19 24 21 20 47 72 48 54 25 25 9 5 12 31 8 10 26 65 44 27 25 34 40 36 36 65 20
6 40 1256 8 14 10 23 80 15 46 6 22 31 33 12 71 19 76 20 77 32 37 25 4 33 1 47 20 14 27 18 55 46 24 13 80 17 26 5 1 48 46 33 26 47 14 8 23 29 74 43 5 15 66 5 5 2 21 49 26 20 48 1 23 10 60 41 72 50 26 1 63 22 72 19 21 11 51 5 78 18 53 1
7 40 1281 35 39 26 17 79 43 1 11 75 27 40 4 12 27 57 40 68 28 28 4 78 31 10 39 45 8 51 45 70 24 31 14 67 24 41 12 26 39 59 10 12 33 70 49 48 45 14 30 36 8 71 33 73 24 25 48 31 50 48 32 39 33 7 34 62 30 14 48 15 12 20 27 14 25 77 24 13 21 14 22
8 40 1363 41 30 24 11 31 46 35 22 62 6 66 19 63 47 56 32 72 40 14 45 5 43 64 21 33 5 31 35 36 45 58 20 12 37 67 27 71 9 77 6 73 40 1 38 64 21 70 47 6 46 26 12 57 3 33 47 75 42 48 2 16 17 66 16 56 44 1 43 1 19 19 15 24 9 63 10 73 40 14 10
9 40 1292 36 40 75 9 32 12 33 5 33 15 5 40 33 21 77 10 46 1 64 49 23 38 12 7 35 14 51 44 64 46 42 24 61 15 59 18 44 49 28 31 3 23 70 16 69 29 3 7 46 47 33 43 70 35 37 45 50 11 15 23 2 36 43 32 40 34 37 5 50 27 33 14 74 27 10 39 20 2 58 6
10 40 1211 15 39 46 3 79 29 41 46 77 8 50 8 41 19 41 47 26 4 48 9 11 38 29 15 18 27 11 2 70 24 68 34 74 41 37 37 67 46 12 40 56 26 21 12 26 23 25 26 71 46 3 27 74 19 19 4 61 29 76 41 58 12 21 22 11 34 30 46 19 28 5 20 1 24 4 44 31 19 41 24
11 40 1136 35 10 62 26 22 1 13 33 71 43 6 13 10 42 78 14 34 44 66 48 46 45 49 7 10 24 20 27 39 17 5 34 25 9 23 29 80 35 19 8 70 38 80 33 76 30 7 33 43 35 13 22 40 37 6 43 21 36 74 41 71 19 24 49 19 49 43 45 48 24 7 18 53 35 7 34 5 32 1 17
12 40 1363 45 2 21 26 61 18 2 39 2 41 56 29 57 32 78 1 53 49 20 6 22 31 8 38 80 5 30 29 80 19 76 33 40 1 42 5 72 15 59 23 74 4 3 31 39 48 23 37 70 36 40 39 2 21 58 30 24 21 47 45 62 7 43 16 58 49 11 39 9 32 50 20 51 47 55 38 11 24 70 46
13 40 1453 10 25 27 39 11 41 79 27 40 7 33 30 3 5 60 16 64 6 69 12 32 27 26 47 67 38 55 28 35 47 24 9 78 20 30 11 80 1 31 42 36 17 39 29 44 49 44 28 23 7 2 27 70 40 20 50 11 16 36 44 78 6 67 5 38 33 27 5 66 26 73 20 75 8 80 42 63 40 71 49
14 40 1246 30 19 8 44 61 7 36 20 2 40 18 2 76 39 70 9 21 8 75 23 2 27 40 34 61 1 32 15 51 20 58 23 28 20 18 43 2 39 79 21 37 45 80 29 38 9 63 36 74 8 73 9 53 42 6 43 27 45 54 11 34 15 13 25 16 26 64 36 26 15 53 32 8 45 7 18 28 21 36 22
15 40 1314 57 43 11 34 77 3 5 46 38 37 16 46 39 6 76 27 70 4 75 33 25 46 72 6 68 20 33 42 68 34 37 7 41 42 74 49 10 18 14 26 1 34 47 6 18 37 25 44 7 48 43 7 74 36 37 18 13 12 39 22 6 8 35 23 74 7 41 17 62 28 29 27 49 29 24 27 56 16 57 32
16 40 1328 80 20 75 6 69 23 59 14 41 25 39 26 30 40 6 49 10 34 52 10 59 41 40 28 47 20 29 24 52 24 78 15 34 30 61 10 2 35 27 48 50 6 80 20 68 8 22 43 19 6 10 37 9 41 52 42 30 50 36 34 42 29 61 31 3 1 13 30 3 28 64 42 53 35 28 17 47 30 80 39
17 40 1237 31 47 61 30 63 12 5 21 1 32 13 36 74 13 63 32 72 27 18 13 51 46 47 25 2 33 52 10 73 7 15 38 35 3 25 28 79 34 8 26 8 49 32 9 8 42 22 40 20 14 16 38 59 36 65 38 50 10 15 13 30 25 78 20 80 50 38 16 71 30 45 12 9 8 16 2 55 45 42 3
18 40 1450 59 46 28 28 55 24 58 43 39 24 42 5 16 38 49 48 59 16 5 39 71 16 32 4 41 27 64 1 37 19 48 19 54 18 67 22 10 13 80 29 58 24 15 40 57 5 17 13 79 34 5 10 43 13 51 7 32 26 66 19 46 2 44 1 36 33 21 30 25 13 64 4 61 36 45 17 55 40 79 49
19 40 1174 74 46 12 18 38 11 17 14 59 49 2 19 54 29 76 19 30 23 15 23 7 10 37 32 76 42 18 36 24 7 43 32 52 38 30 12 9 13 44 37 2 31 53 3 40 13 31 12 70 33 57 25 14 38 15 46 38 48 75 43 46 27 71 31 2 16 14 46 80 40 14 21 9 1 29 49 14 49 77 31
20 40 1409 78 36 40 41 30 4 76 1 51 38 44 12 44 41 34 3 68 33 71 21 65 17 50 49 28 3 12 14 77 37 51 14 52 46 35 28 77 19 3 3 33 39 42 20 25 15 21 6 57 9 30 44 3 3 40 11 13 30 68 13 70 44 38 35 30 12 76 20 34 46 41 28 40 40 68 2 15 34 32 25
21 40 1236 7 10 33 17 71 18 22 47 74 1 45 25 27 3 52 37 2 28 65 8 33 28 37 11 11 10 4 13 26 34 15 29 42 31 74 50 71 19 13 32 56 11 65 22 79 7 64 19 35 32 11 25 57 17 50 32 59 7 17 36 62 50 37 41 5 41 58 34 21 33 19 13 34 1 45 20 25 1 22 31
22 40 1386 77 41 17 32 55 16 9 45 79 19 31 28 55 11 17 12 46 31 75 28 23 22 13 48 60 50 37 49 62 1 30 44 33 3 40 38 31 30 66 1 31 37 4 24 3 6 33 25 47 46 60 24 36 38 17 18 41 47 28 32 15 23 30 41 73 29 76 16 68 11 56 39 57 2 72 20 61 31 69 5
23 40 1101 40 30 53 7 17 20 15 42 33 20 38 49 5 39 13 4 58 27 21 47 37 39 27 47 76 11 2 40 21 8 80 36 62 44 67 8 30 10 4 44 13 22 27 24 49 31 1 43 65 47 48 33 4 3 35 45 61 10 68 22 33 19 27 14 1 33 4 18 6 30 66 31 53 16 42 17 24 17 51 41
24 40 1095 36 20 38 40 44 13 48 31 30 15 21 14 32 45 10 2 31 40 41 31 52 22 40 46 13 19 8 40 57 14 63 42 4 17 36 31 27 17 8 49 34 42 53 19 6 28 50 36 59 46 10 38 67 20 22 44 37 4 78 43 1 14 46 46 41 26 8 47 60 16 4 5 80 22 17 32 10 45 47 14
25 40 1135 50 8 47 35 78 10 68 28 18 43 16 37 1 18 54 32 13 8 80 33 61 19 11 49 24 36 15 6 18 43 53 39 8 48 28 28 1 24 70 26 72 30 42 10 30 39 7 5 37 17 50 7 36 9 1 26 14 36 74 32 25 28 73 27 35 10 38 36 6 36 38 11 43 22 5 35 36 41 43 33
26 40 1197 1 28 13 26 33 34 33 36 5 1 12 15 70 22 60 44 20 3 10 43 6 18 14 35 64 20 72 41 79 27 6 48 52 33 54 10 3 44 65 15 17 50 18 33 47 18 61 41 25 5 21 20 59 47 60 49 59 47 10 13 49 2 68 5 57 6 56 36 49 32 6 34 34 41 28 21 56 48 45 24
27 40 1319 65 25 19 17 68 13 34 25 69 33 24 4 65 40 18 47 16 6 16 32 29 28 59 20 28 14 14 24 53 34 66 43 23 23 54 34 35 30 47 13 1 47 79 45 27 43 66 29 62 2 46 44 29 7 44 42 1 23 29 29 31 29 61 30 10 28 70 44 45 47 57 42 66 1 17 8 44 16 62 30
28 40 1257 26 22 31 41 2 50 55 35 12 11 46 9 57 16 62 44 58 14 60 34 55 24 12 26 29 41 31 11 60 20 57 40 10 1 69 28 42 38 40 48 39 15 12 7 48 36 56 18 5 45 11 2 55 21 7 37 44 48 43 7 15 28 42 31 32 28 77 33 70 13 46 1 30 17 30 22 27 32 69 30
29 40 1062 56 7 4 40 25 8 58 10 27 45 5 49 21 45 8 8 50 8 9 15 20 26 79 43 31 11 1 50 8 6 6 16 15 33 33 43 27 16 50 20 60 9 14 23 71 8 41 15 27 1 54 34 39 26 36 48 12 17 41 14 39 20 40 18 13 19 43 43 27 11 80 20 67 27 60 25 29 46 2 23
30 40 1292 3 43 62 33 31 36 56 30 58 29 18 15 31 1 13 40 30 29 69 36 69 19 15 46 30 14 44 49 58 9 52 23 73 47 75 25 11 5 18 23 35 18 10 7 26 50 50 36 34 31 24 32 54 25 72 13 61 29 68 9 26 24 54 45 40 6 10 21 73 45 80 50 24 27 2 13 29 12 28 13
31 40 1394 20 26 62 43 25 33 39 19 73 43 49 11 62 40 35 4 66 16 72 11 13 25 12 22 78 22 18 38 56 41 38 24 20 10 25 30 71 4 48 1 35 32 25 33 44 45 33 17 58 13 73 32 19 17 74 50 34 15 43 2 25 33 61 14 1 5 21 42 79 37 63 8 35 3 15 49 61 35 62 19
32 40 1144 39 22 66 43 21 20 59 33 53 19 22 29 69 9 28 48 32 12 7 39 3 47 29 45 3 7 10 7 29 18 76 15 80 41 19 23 80 46 20 27 59 36 52 1 7 34 9 3 77 9 15 27 19 44 47 34 69 15 80 49 19 44 61 33 21 41 34 9 18 19 20 19 11 23 1 29 45 24 22 21
33 40 1110 52 31 10 29 42 47 22 2 72 32 47 39 2 14 39 38 32 22 56 17 73 33 62 33 31 28 15 31 59 10 12 23 54 26 74 46 25 35 29 24 32 48 10 23 48 10 44 18 71 39 18 24 36 45 43 47 48 35 1 28 18 8 38 29 44 17 15 15 10 4 13 30 27 6 29 38 10 42 25 12
34 40 1306 8 17 35 11 13 16 37 41 68 35 68 12 68 25 66 7 8 21 35 3 63 34 51 14 34 31 3 34 11 46 73 8 29 37 7 41 76 40 52 41 75 4 35 8 23 45 3 19 8 7 48 12 55 10 75 41 31 49 74 37 14 19 51 40 51 23 74 32 1 38 62 35 6 50 52 39 36 42 54 30
35 40 1240 22 43 8 7 61 25 76 50 30 8 33 25 29 5 67 31 7 24 80 41 72 24 29 17 32 37 58 8 57 3 76 38 67 40 41 12 9 41 6 7 78 22 24 22 48 17 70 14 17 48 39 9 22 24 29 46 39 3 50 21 77 9 26 5 65 41 12 31 9 40 24 40 1 38 45 50 5 44 11 15
36 40 1240 8 23 22 11 51 50 73 48 6 3 9 42 71 5 68 26 77 47 79 5 6 45 26 39 30 38 10 3 53 28 77 41 15 14 2 13 72 32 54 10 45 15 44 27 51 1 58 8 39 18 72 3 61 18 27 21 32 41 19 35 11 33 4 20 75 17 9 12 21 35 54 44 27 30 30 44 28 29 34 49
37 40 1416 4 38 41 49 77 42 57 21 43 10 41 16 11 3 23 12 23 38 1 49 49 40 77 39 34 15 23 36 54 43 67 33 71 8 31 28 76 34 47 8 24 9 41 46 23 32 6 7 37 2 62 48 70 33 62 49 69 26 37 25 44 30 30 1 43 39 79 6 79 48 48 34 7 33 32 13 62 11 66 49
38 40 1356 15 13 32 2 22 8 6 2 23 11 10 28 57 8 48 49 70 33 41 13 1 21 39 7 79 38 56 43 19 12 63 41 64 11 17 17 66 1 44 11 24 23 71 26 75 5 72 19 50 47 34 7 76 36 73 2 48 10 57 32 73 9 31 21 12 39 64 8 11 42 24 31 64 27 43 25 11 2 11 29
