1 32 1004 12 1 14 23 65 2 48 42 9 13 18 15 47 6 49 13 5 29 69 23 22 46 77 31 79 29 3 5 3 39 44 26 53 24 59 10 39 31 8 21 44 5 64 36 41 15 56 2 53 47 42 17 11 2 69 34 14 29 44 18 16 31 79 32
2 32 1046 14 47 5 42 67 4 29 15 53 38 13 44 43 12 16 34 28 15 69 28 76 32 77 48 18 30 69 27 67 10 18 48 35 30 6 18 6 14 52 32 57 36 20 5 77 24 49 38 37 40 61 35 25 36 65 3 36 38 13 7 44 35 63 24
3 32 1087 58 27 27 10 50 18 73 16 14 39 9 17 11 24 46 16 55 41 60 6 76 34 4 17 79 19 64 11 8 33 32 14 75 26 26 47 75 26 35 34 52 48 78 11 17 29 65 39 62 37 6 42 19 31 39 6 63 39 11 45 62 46 8 44
4 32 981 33 28 15 13 33 9 51 9 61 14 31 45 64 40 49 4 8 24 16 46 45 40 51 35 38 44 32 39 11 37 62 30 6 20 76 14 10 32 37 14 64 15 35 34 4 45 52 27 74 12 51 33 71 17 5 33 14 29 47 41 53 13 28 6
5 32 1044 41 44 79 38 52 43 47 16 56 42 38 19 35 18 23 43 14 29 75 10 80 36 22 26 32 26 78 49 37 50 15 46 70 28 34 10 19 12 24 24 18 22 76 11 63 21 20 48 6 46 26 34 74 43 14 4 25 20 57 5 15 36 41 15
6 32 1042 31 32 44 43 37 47 29 1 6 41 9 28 27 19 43 12 36 32 13 15 43 11 79 15 36 40 7 7 63 9 40 41 66 4 39 3 65 42 33 24 37 43 68 6 80 36 33 41 50 23 21 12 30 15 33 13 75 45 76 34 40 16 14 4
7 32 1020 31 8 10 26 65 44 27 25 34 40 36 36 65 20 58 5 22 6 36 50 24 29 9 14 49 21 19 44 31 47 31 49 50 24 40 3 53 1 75 13 22 17 28 34 73 15 21 50 28 16 8 1 76 29 52 16 75 9 12 15 47 46 69 3
8 32 1079 66 5 5 2 21 49 26 20 48 1 23 10 60 41 72 50 26 1 63 22 72 19 21 11 51 5 78 18 53 1 27 22 62 16 26 50 69 1 17 47 43 25 6 8 43 36 63 42 45 18 6 49 49 6 62 28 13 32 72 44 38 20 23 42
9 32 940 41 12 26 39 59 10 12 33 70 49 48 45 14 30 36 8 71 33 73 24 25 48 31 50 48 32 39 33 7 34 62 30 14 48 15 12 20 27 14 25 77 24 13 21 14 22 10 26 48 15 17 20 73 22 34 39 10 41 29 39 74 35 51 45
10 32 1045 14 45 5 43 64 21 33 5 31 35 36 45 58 20 12 37 67 27 71 9 77 6 73 40 1 38 64 21 70 47 6 46 26 12 57 3 33 47 75 42 48 2 16 17 66 16 56 44 1 43 1 19 19 15 24 9 63 10 73 40 14 10 53 23
