1 25 784 12 1 14 23 65 2 48 42 9 13 18 15 47 6 49 13 5 29 69 23 22 46 77 31 79 29 3 5 3 39 44 26 53 24 59 10 39 31 8 21 44 5 64 36 41 15 56 2 53 47
2 25 769 27 7 3 43 54 9 46 28 28 10 49 49 52 40 14 47 5 42 67 4 29 15 53 38 13 44 43 12 16 34 28 15 69 28 76 32 77 48 18 30 69 27 67 10 18 48 35 30 6 18
3 25 848 22 33 51 36 57 13 7 49 39 31 60 23 63 38 56 16 57 41 4 23 60 8 12 28 56 39 38 44 58 27 27 10 50 18 73 16 14 39 9 17 11 24 46 16 55 41 60 6 76 34
4 25 924 26 50 31 40 18 5 52 20 21 47 41 16 75 47 42 22 54 32 76 49 17 11 46 41 62 39 59 4 68 12 50 25 9 39 62 7 71 39 73 5 70 32 33 28 15 13 33 9 51 9
5 25 917 22 20 71 40 64 31 6 5 39 10 73 28 63 32 56 24 70 20 62 7 59 39 47 4 31 48 22 7 51 23 22 40 23 22 55 3 72 33 43 46 19 32 52 44 26 3 53 9 46 29
6 25 921 53 13 28 6 48 26 70 49 61 33 69 30 25 35 67 24 30 22 28 15 68 9 47 47 16 50 57 14 42 20 41 49 79 23 80 10 73 44 45 22 15 12 19 15 38 12 35 48 18 39
7 25 718 20 48 6 46 26 34 74 43 14 4 25 20 57 5 15 36 41 15 66 19 51 27 68 23 74 18 1 4 65 6 45 17 29 27 18 23 51 8 24 27 17 50 23 23 64 5 10 40 14 25
8 25 880 66 4 39 3 65 42 33 24 37 43 68 6 80 36 33 41 50 23 21 12 30 15 33 13 75 45 76 34 40 16 14 4 18 20 12 6 41 41 70 17 40 22 64 22 57 41 31 36 8 14
9 25 768 36 50 24 29 9 14 49 21 19 44 31 47 31 49 50 24 40 3 53 1 75 13 22 17 28 34 73 15 21 50 28 16 8 1 76 29 52 16 75 9 12 15 47 46 69 3 24 41 8 3
10 25 856 21 49 26 20 48 1 23 10 60 41 72 50 26 1 63 22 72 19 21 11 51 5 78 18 53 1 27 22 62 16 26 50 69 1 17 47 43 25 6 8 43 36 63 42 45 18 6 49 49 6
11 25 791 45 8 51 45 70 24 31 14 67 24 41 12 26 39 59 10 12 33 70 49 48 45 14 30 36 8 71 33 73 24 25 48 31 50 48 32 39 33 7 34 62 30 14 48 15 12 20 27 14 25
12 25 880 38 8 34 9 36 6 41 30 24 11 31 46 35 22 62 6 66 19 63 47 56 32 72 40 14 45 5 43 64 21 33 5 31 35 36 45 58 20 12 37 67 27 71 9 77 6 73 40 1 38
13 25 765 34 44 75 4 74 16 19 36 5 21 76 47 68 30 4 10 27 41 26 35 70 1 69 1 31 12 24 15 13 39 16 46 63 9 16 33 36 40 75 9 32 12 33 5 33 15 5 40 33 21
14 25 887 16 29 2 40 79 14 61 8 11 22 22 32 70 40 73 26 38 38 24 37 29 28 78 18 50 2 37 44 26 44 47 2 11 29 75 21 69 44 56 24 72 31 17 10 37 1 58 27 51 25
15 25 757 37 5 50 27 33 14 74 27 10 39 20 2 58 6 42 10 63 29 4 49 46 26 73 48 12 32 12 26 30 26 75 16 6 30 15 7 60 18 23 11 43 7 4 44 38 43 53 47 66 23
16 25 669 67 46 12 40 56 26 21 12 26 23 25 26 71 46 3 27 74 19 19 4 61 29 76 41 58 12 21 22 11 34 30 46 19 28 5 20 1 24 4 44 31 19 41 24 49 22 15 39 41 14
