1 27 827 12 1 14 23 65 2 48 42 9 13 18 15 47 6 49 13 5 29 69 23 22 46 77 31 79 29 3 5 3 39 44 26 53 24 59 10 39 31 8 21 44 5 64 36 41 15 56 2 53 47 42 17 11 2
2 27 853 54 9 46 28 28 10 49 49 52 40 14 47 5 42 67 4 29 15 53 38 13 44 43 12 16 34 28 15 69 28 76 32 77 48 18 30 69 27 67 10 18 48 35 30 6 18 6 14 52 32 57 36 20 5
3 27 948 39 31 60 23 63 38 56 16 57 41 4 23 60 8 12 28 56 39 38 44 58 27 27 10 50 18 73 16 14 39 9 17 11 24 46 16 55 41 60 6 76 34 4 17 79 19 64 11 8 33 32 14 75 26
4 27 1032 75 47 42 22 54 32 76 49 17 11 46 41 62 39 59 4 68 12 50 25 9 39 62 7 71 39 73 5 70 32 33 28 15 13 33 9 51 9 61 14 31 45 64 40 49 4 8 24 16 46 45 40 51 35
5 27 956 70 20 62 7 59 39 47 4 31 48 22 7 51 23 22 40 23 22 55 3 72 33 43 46 19 32 52 44 26 3 53 9 46 29 65 33 20 18 10 30 41 44 79 38 52 43 47 16 56 42 38 19 35 18
6 27 943 68 9 47 47 16 50 57 14 42 20 41 49 79 23 80 10 73 44 45 22 15 12 19 15 38 12 35 48 18 39 33 13 76 4 73 16 54 46 69 9 7 16 31 36 8 10 57 26 23 42 31 32 44 43
7 27 790 74 18 1 4 65 6 45 17 29 27 18 23 51 8 24 27 17 50 23 23 64 5 10 40 14 25 65 42 6 24 5 41 66 21 38 23 69 43 10 50 57 21 66 31 36 13 19 19 24 21 20 47 72 48
8 27 846 40 16 14 4 18 20 12 6 41 41 70 17 40 22 64 22 57 41 31 36 8 14 10 23 80 15 46 6 22 31 33 12 71 19 76 20 77 32 37 25 4 33 1 47 20 14 27 18 55 46 24 13 80 17
9 27 728 8 1 76 29 52 16 75 9 12 15 47 46 69 3 24 41 8 3 3 13 79 16 32 30 2 14 16 38 65 45 80 17 1 40 35 45 31 13 17 32 8 49 29 33 1 17 35 39 26 17 79 43 1 11
10 27 968 43 25 6 8 43 36 63 42 45 18 6 49 49 6 62 28 13 32 72 44 38 20 23 42 38 26 18 17 62 37 16 8 52 44 78 30 71 9 48 23 13 45 53 46 38 16 77 19 80 30 51 25 53 5
11 27 867 62 30 14 48 15 12 20 27 14 25 77 24 13 21 14 22 10 26 48 15 17 20 73 22 34 39 10 41 29 39 74 35 51 45 64 9 72 3 69 40 34 21 8 19 56 22 72 37 32 8 59 42 43 44
12 27 835 77 6 73 40 1 38 64 21 70 47 6 46 26 12 57 3 33 47 75 42 48 2 16 17 66 16 56 44 1 43 1 19 19 15 24 9 63 10 73 40 14 10 53 23 63 47 14 20 19 21 8 21 24 3
13 27 896 33 21 77 10 46 1 64 49 23 38 12 7 35 14 51 44 64 46 42 24 61 15 59 18 44 49 28 31 3 23 70 16 69 29 3 7 46 47 33 43 70 35 37 45 50 11 15 23 2 36 43 32 40 34
14 27 840 8 31 42 21 22 47 43 6 62 13 3 37 9 27 15 39 46 3 79 29 41 46 77 8 50 8 41 19 41 47 26 4 48 9 11 38 29 15 18 27 11 2 70 24 68 34 74 41 37 37 67 46 12 40
15 27 844 41 14 19 16 37 16 42 45 73 2 43 46 30 12 6 38 46 48 65 36 19 14 35 7 54 19 73 12 45 3 31 1 38 3 71 19 30 26 38 31 35 10 62 26 22 1 13 33 71 43 6 13 10 42
16 27 1082 21 21 70 41 76 29 72 31 10 7 38 13 44 25 27 3 54 16 14 14 46 50 55 12 13 44 60 50 53 48 48 4 53 27 56 8 35 25 59 4 68 13 58 46 65 45 30 15 78 12 78 27 72 30
17 27 653 7 18 53 35 7 34 5 32 1 17 35 28 2 13 42 38 29 1 62 1 66 35 46 36 52 49 1 33 78 13 10 14 49 5 61 50 7 19 46 50 30 47 52 25 1 26 8 45 24 37 37 47 6 2
18 27 854 39 48 23 37 70 36 40 39 2 21 58 30 24 21 47 45 62 7 43 16 58 49 11 39 9 32 50 20 51 47 55 38 11 24 70 46 42 7 40 17 62 7 66 49 43 25 11 21 48 2 8 38 25 40
19 27 960 69 12 32 27 26 47 67 38 55 28 35 47 24 9 78 20 30 11 80 1 31 42 36 17 39 29 44 49 44 28 23 7 2 27 70 40 20 50 11 16 36 44 78 6 67 5 38 33 27 5 66 26 73 20
20 27 916 13 50 67 40 64 45 79 23 30 19 8 44 61 7 36 20 2 40 18 2 76 39 70 9 21 8 75 23 2 27 40 34 61 1 32 15 51 20 58 23 28 20 18 43 2 39 79 21 37 45 80 29 38 9
21 27 943 58 47 12 46 14 33 67 4 68 17 72 34 18 21 24 8 40 10 41 40 58 17 24 33 51 5 72 5 28 18 33 22 35 5 57 43 11 34 77 3 5 46 38 37 16 46 39 6 76 27 70 4 75 33
22 27 880 74 45 9 42 31 21 68 43 54 23 12 26 67 46 78 7 29 9 42 1 54 29 9 12 59 16 70 5 77 27 12 46 57 23 28 8 18 25 34 4 12 22 37 47 11 26 27 39 44 18 42 31 46 15
23 27 912 56 16 57 32 76 50 32 47 9 43 37 37 22 26 39 25 41 19 63 4 79 6 55 33 15 37 65 25 45 30 31 18 38 32 39 49 24 22 48 38 15 2 56 17 76 31 10 50 32 42 12 14 69 12
24 27 817 10 37 9 41 52 42 30 50 36 34 42 29 61 31 3 1 13 30 3 28 64 42 53 35 28 17 47 30 80 39 1 20 75 38 47 39 18 3 33 1 51 8 57 46 21 40 50 45 44 11 20 32 74 30
25 27 804 2 33 52 10 73 7 15 38 35 3 25 28 79 34 8 26 8 49 32 9 8 42 22 40 20 14 16 38 59 36 65 38 50 10 15 13 30 25 78 20 80 50 38 16 71 30 45 12 9 8 16 2 55 45
26 27 920 5 18 59 46 28 28 55 24 58 43 39 24 42 5 16 38 49 48 59 16 5 39 71 16 32 4 41 27 64 1 37 19 48 19 54 18 67 22 10 13 80 29 58 24 15 40 57 5 17 13 79 34 5 10
27 27 764 20 32 10 20 42 42 30 29 4 28 1 23 52 13 47 16 20 40 6 38 58 28 27 34 64 49 78 9 74 46 12 18 38 11 17 14 59 49 2 19 54 29 76 19 30 23 15 23 7 10 37 32 76 42
28 27 990 57 15 11 27 51 33 60 19 20 6 21 28 59 1 49 33 5 25 20 20 19 44 53 36 40 9 60 10 73 24 76 47 68 29 43 44 49 1 25 9 73 50 64 9 34 6 1 18 78 9 79 48 50 8
29 27 756 57 25 65 19 6 47 2 32 60 28 19 27 65 22 5 43 52 44 33 41 27 32 77 18 4 8 23 48 58 32 22 33 73 22 44 48 30 2 5 21 63 27 32 16 24 13 10 36 15 19 70 2 4 25
30 27 792 13 30 68 13 70 44 38 35 30 12 76 20 34 46 41 28 40 40 68 2 15 34 32 25 59 5 16 21 27 45 28 14 75 46 1 28 39 17 5 32 59 2 44 41 13 21 45 23 18 7 16 3 21 17
31 27 938 15 29 42 31 74 50 71 19 13 32 56 11 65 22 79 7 64 19 35 32 11 25 57 17 50 32 59 7 17 36 62 50 37 41 5 41 58 34 21 33 19 13 34 1 45 20 25 1 22 31 71 48 66 11
