uf20-0768.mwcnf 5924 1 -2 -3 -4 5 6 7 8 9 -10 11 12 13 14 -15 16 -17 18 -19 20 0
uf20-0218.mwcnf 1206 -1 2 -3 -4 5 -6 7 8 9 10 11 12 13 14 -15 -16 17 18 19 -20 0
uf20-0881.mwcnf 4448 -1 2 -3 4 5 6 7 8 -9 -10 -11 -12 13 -14 -15 16 17 18 19 20 0
uf20-0216.mwcnf 1249 1 -2 -3 4 -5 -6 -7 8 9 10 -11 12 13 14 15 -16 17 18 19 20 0
uf20-0254.mwcnf 929 1 -2 3 4 -5 6 7 8 9 -10 -11 12 -13 14 15 -16 -17 18 19 20 0
uf20-0974.mwcnf 3167 1 -2 3 -4 5 6 -7 -8 -9 -10 -11 12 -13 14 15 16 -17 18 19 20 0
uf20-0888.mwcnf 5955 1 2 3 -4 5 6 -7 8 9 10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0879.mwcnf 5229 1 -2 3 -4 5 6 7 8 9 10 11 12 -13 -14 -15 16 17 18 19 20 0
uf20-0576.mwcnf 7806 1 2 -3 4 -5 -6 7 8 -9 10 11 12 13 14 15 -16 -17 18 19 20 0
uf20-0490.mwcnf 7983 1 2 3 4 5 -6 7 8 9 10 11 12 13 14 -15 16 -17 18 -19 20 0
uf20-0883.mwcnf 6799 -1 -2 3 -4 5 6 7 8 9 -10 11 12 13 -14 -15 16 17 -18 -19 -20 0
uf20-0232.mwcnf 1108 1 2 -3 -4 5 6 7 8 9 10 -11 12 13 -14 15 -16 17 18 19 20 0
uf20-0775.mwcnf 4537 -1 2 -3 4 -5 6 -7 -8 9 10 11 12 13 -14 -15 16 -17 18 19 20 0
uf20-0591.mwcnf 6952 -1 -2 -3 -4 -5 6 -7 -8 9 10 11 -12 -13 14 15 16 17 -18 19 20 0
uf20-0251.mwcnf 1116 1 -2 -3 4 5 6 7 8 9 10 11 12 13 -14 15 16 17 18 19 -20 0
uf20-0857.mwcnf 4182 1 -2 3 4 -5 6 -7 8 -9 10 11 12 -13 14 15 16 17 18 -19 -20 0
uf20-0552.mwcnf 10153 1 2 3 4 5 6 7 -8 9 10 -11 12 13 14 15 16 17 18 19 20 0
uf20-063.mwcnf 3983 1 -2 3 4 5 6 -7 -8 -9 10 11 12 -13 -14 15 16 17 -18 -19 20 0
uf20-0938.mwcnf 4039 -1 -2 3 4 -5 -6 7 -8 9 10 -11 -12 13 14 15 16 -17 -18 19 20 0
uf20-067.mwcnf 5385 1 2 -3 4 5 6 -7 8 9 10 11 12 -13 -14 15 -16 -17 18 19 20 0
uf20-0567.mwcnf 8613 1 -2 3 -4 -5 6 7 8 9 10 11 12 13 14 15 -16 17 -18 19 -20 0
uf20-0186.mwcnf 1013 -1 2 3 -4 5 6 7 8 -9 -10 11 -12 -13 14 15 16 -17 18 19 20 0
uf20-0542.mwcnf 7107 1 2 3 -4 5 -6 7 -8 9 -10 -11 -12 13 -14 15 16 17 18 19 20 0
uf20-0892.mwcnf 6116 1 -2 -3 4 5 6 7 8 9 10 11 12 13 14 -15 16 -17 18 -19 -20 0
uf20-0329.mwcnf 1135 -1 2 3 -4 5 6 -7 8 9 -10 11 12 13 14 15 16 -17 -18 -19 -20 0
uf20-0600.mwcnf 8402 1 -2 -3 -4 5 6 7 8 9 10 11 12 -13 -14 15 16 17 -18 19 -20 0
uf20-0210.mwcnf 1337 1 -2 -3 4 5 -6 7 8 -9 10 11 12 13 14 -15 16 -17 -18 19 -20 0
uf20-0500.mwcnf 8695 1 2 3 4 -5 -6 7 8 -9 10 11 -12 13 14 15 16 17 -18 -19 -20 0
uf20-0724.mwcnf 5010 1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 16 17 18 19 20 0
