1 4 574 72 86 417 130 108 293 121 284
2 4 1009 229 451 476 489 283 45 274 330
3 4 1035 366 243 305 201 272 400 351 149
4 4 914 468 167 65 426 336 286 274 95
5 4 1232 489 395 415 177 371 439 265 99
6 4 944 171 427 478 294 431 417 100 476
7 4 1162 296 173 325 354 351 43 481 304
8 4 922 376 154 354 23 76 272 347 233
9 4 971 361 166 158 384 286 341 409 51
10 4 904 333 161 491 398 110 322 196 467
11 4 1334 464 219 336 472 483 101 385 366
12 4 1095 420 309 242 388 387 443 320 277
13 4 779 130 81 314 377 134 444 396 303
14 4 1016 317 238 436 385 385 32 133 319
15 4 764 142 338 323 460 162 330 329 172
16 4 1252 300 432 490 321 427 155 349 236
17 4 1168 215 141 425 290 467 495 353 259
18 4 936 490 496 438 212 93 113 150 112
19 4 947 472 389 204 472 459 83 49 355
20 4 687 177 34 404 280 166 267 112 316
21 4 1141 148 102 491 225 395 62 393 245
22 4 1281 412 240 411 234 423 495 356 407
23 4 661 222 119 183 203 335 156 87 113
24 4 902 75 255 403 163 249 395 401 360
25 4 710 137 222 495 287 55 302 201 440
26 4 1086 470 481 311 250 122 165 455 129
27 4 1104 170 49 284 160 467 71 459 27
28 4 1357 409 29 488 196 300 138 500 3
29 4 873 190 105 316 482 158 491 428 104
30 4 1106 269 36 353 420 279 34 482 60
31 4 924 279 316 448 236 193 418 236 111
32 4 913 383 97 224 442 237 478 298 241
33 4 1243 384 82 479 114 481 77 210 220
34 4 827 253 146 105 456 215 384 461 317
35 4 1204 400 449 395 204 348 449 362 75
36 4 1341 413 439 399 376 399 433 466 458
37 4 1055 470 420 298 100 434 430 117 149
38 4 1260 390 452 394 99 329 391 463 197
39 4 840 206 206 149 395 205 478 490 377
40 4 1042 435 455 257 376 179 484 432 431
41 4 1095 19 283 467 429 436 231 447 101
42 4 910 226 358 264 247 338 46 310 206
43 4 1194 463 59 384 17 362 263 284 489
44 4 726 478 311 183 466 159 297 88 375
45 4 828 142 263 67 435 410 369 417 71
46 4 854 347 131 115 229 154 442 452 264
47 4 878 182 33 379 473 406 118 131 65
48 4 889 188 253 233 215 251 10 440 34
49 4 1167 487 210 434 474 306 62 232 270
50 4 881 166 337 155 140 344 79 437 495
51 4 1156 475 39 326 347 458 441 186 484
52 4 1072 483 450 298 41 344 338 216 12
53 4 1205 179 388 347 354 485 59 496 184
54 4 892 496 470 324 5 258 450 38 310
55 4 1320 472 368 435 245 382 205 361 150
56 4 1321 384 265 490 388 312 316 466 371
57 4 1190 454 61 248 386 488 247 298 50
58 4 766 119 266 414 341 276 467 149 483
59 4 1064 185 499 420 165 240 271 485 276
60 4 1188 70 270 434 121 496 152 486 419
61 4 1003 233 168 414 395 226 185 381 224
62 4 679 109 471 383 83 128 466 229 268
63 4 1004 337 9 197 318 230 199 492 229
64 4 1117 496 237 417 424 337 210 147 248
65 4 1048 360 150 329 45 450 175 171 220
66 4 1280 426 339 476 27 457 369 242 473
67 4 1122 436 464 327 458 448 420 192 420
68 4 1005 333 70 289 111 368 432 267 457
69 4 741 226 79 213 75 214 461 274 261
70 4 1012 287 270 348 353 495 466 136 244
71 4 1016 254 394 322 368 402 278 292 180
72 4 956 320 484 150 299 376 11 350 473
73 4 643 71 428 113 58 362 403 258 377
74 4 844 16 79 297 278 395 329 348 161
75 4 1151 384 191 464 292 390 26 201 318
76 4 1072 269 122 293 13 323 94 456 90
77 4 935 216 152 335 257 199 45 419 392
78 4 769 132 380 365 404 375 91 90 186
79 4 1227 484 497 499 158 440 279 111 77
80 4 1335 448 26 453 272 343 360 425 237
81 4 655 41 379 365 27 158 40 255 397
82 4 936 230 299 213 129 495 362 232 398
83 4 789 42 123 489 27 182 20 274 224
84 4 1067 153 400 357 163 339 489 485 459
85 4 561 73 234 105 139 335 474 189 228
86 4 813 224 99 231 472 412 352 150 263
87 4 815 323 185 120 128 274 8 302 28
88 4 1018 123 115 437 352 247 375 466 284
89 4 1038 440 9 152 451 498 82 208 5
90 4 1483 487 488 479 78 482 245 406 35
91 4 912 375 116 211 423 481 21 74 480
92 4 1311 316 322 457 273 476 19 390 200
93 4 944 146 59 353 184 434 21 247 79
94 4 996 425 436 440 346 184 470 196 459
95 4 1112 271 395 420 92 331 244 369 99
96 4 956 174 467 459 277 242 26 320 11
97 4 702 405 204 277 107 66 25 130 338
98 4 1156 285 308 443 76 316 109 401 492
99 4 1112 400 217 319 249 356 312 316 70
100 4 1002 359 491 361 128 325 126 208 279
