uf75-048.mwcnf 462610 1 2 3 4 5 6 -7 8 -9 10 11 -12 -13 14 15 16 17 18 -19 20 -21 -22 23 24 25 26 -27 -28 -29 30 31 32 33 -34 35 36 37 -38 -39 -40 41 42 43 44 45 46 47 48 49 -50 51 -52 53 -54 -55 -56 57 58 59 60 61 -62 63 -64 65 66 67 68 -69 70 71 72 -73 -74 75 0
uf75-023.mwcnf 496872 -1 -2 3 -4 -5 -6 -7 8 -9 10 11 -12 -13 14 15 16 17 -18 19 20 21 -22 -23 24 25 26 27 -28 29 30 31 32 33 -34 -35 -36 37 38 -39 40 41 42 43 44 45 46 47 48 -49 50 -51 52 53 54 55 -56 57 -58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0
uf75-054.mwcnf 424120 -1 -2 3 4 5 -6 -7 -8 9 -10 -11 -12 13 14 -15 16 17 18 -19 -20 21 22 23 24 25 26 27 -28 29 -30 31 32 33 34 35 36 -37 -38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 -53 54 55 56 -57 -58 -59 60 61 62 63 -64 -65 -66 -67 -68 69 70 71 -72 73 74 75 0
uf75-030.mwcnf 424249 1 2 -3 4 5 6 -7 8 -9 -10 11 12 13 14 -15 16 17 -18 19 20 21 -22 23 -24 25 26 27 -28 29 30 -31 32 -33 -34 35 -36 -37 -38 39 40 41 42 43 -44 -45 46 47 -48 49 50 51 52 -53 54 55 56 -57 58 -59 60 -61 62 -63 64 65 -66 67 68 69 70 -71 -72 73 -74 75 0
uf75-069.mwcnf 470569 1 -2 3 -4 5 6 7 8 -9 10 11 12 -13 -14 15 16 17 -18 19 -20 21 22 23 -24 25 26 27 -28 29 30 31 32 33 34 -35 36 37 -38 39 40 41 -42 43 -44 -45 46 47 48 -49 -50 -51 -52 53 54 55 56 -57 58 59 -60 -61 -62 63 64 -65 -66 67 68 69 70 71 72 73 74 75 0
uf75-022.mwcnf 466975 1 2 3 4 5 -6 7 8 9 -10 11 12 13 -14 -15 16 17 18 19 20 21 -22 23 24 -25 26 27 -28 29 30 31 -32 -33 34 -35 -36 37 -38 -39 40 -41 42 43 -44 45 -46 47 -48 49 50 51 -52 -53 54 55 56 57 58 59 60 61 62 63 64 65 -66 -67 68 -69 70 71 72 73 74 -75 0
uf75-013.mwcnf 479403 -1 2 -3 4 5 6 7 -8 9 10 11 -12 13 -14 15 16 17 -18 -19 20 21 22 -23 -24 25 -26 -27 28 29 30 31 32 33 34 -35 36 37 38 39 40 -41 42 43 44 45 -46 47 48 -49 50 51 52 53 -54 55 -56 -57 58 -59 60 61 -62 63 -64 -65 66 67 68 69 70 71 72 73 -74 75 0
uf75-024.mwcnf 388882 1 2 -3 4 -5 -6 -7 -8 9 10 11 -12 13 -14 -15 16 17 -18 19 -20 -21 22 23 24 25 -26 27 -28 29 30 31 32 33 34 -35 36 37 -38 -39 -40 41 -42 43 -44 45 46 47 48 49 50 -51 52 53 -54 55 56 -57 58 59 -60 61 62 -63 -64 65 -66 67 68 69 -70 71 -72 -73 -74 75 0
uf75-053.mwcnf 551321 1 -2 -3 -4 -5 -6 7 8 9 10 11 12 13 14 15 16 17 -18 19 20 -21 22 23 24 25 -26 27 28 -29 30 31 32 33 34 35 36 -37 38 -39 -40 41 -42 43 44 45 46 47 48 -49 50 -51 52 53 -54 -55 56 57 58 59 60 61 -62 -63 64 65 66 67 68 69 70 71 72 73 74 -75 0
uf75-083.mwcnf 435048 1 2 3 -4 5 -6 7 -8 9 10 11 12 -13 14 15 16 -17 -18 -19 20 21 -22 23 24 25 26 -27 28 29 -30 31 -32 33 34 -35 36 37 -38 39 40 -41 42 43 44 45 -46 47 48 49 50 51 52 53 54 55 -56 57 -58 -59 -60 61 62 -63 64 -65 66 -67 68 -69 -70 71 -72 73 -74 -75 0
uf75-028.mwcnf 480613 1 -2 3 4 -5 6 7 8 -9 10 11 12 13 14 -15 16 -17 18 19 20 21 22 23 24 25 26 -27 28 29 30 31 32 33 34 35 36 37 -38 -39 40 41 42 43 44 45 -46 47 48 49 50 -51 52 53 54 55 56 57 -58 -59 60 -61 -62 63 64 65 -66 67 -68 69 70 71 72 73 -74 75 0
uf75-010.mwcnf 441453 1 -2 3 4 5 6 -7 8 9 -10 11 12 13 14 -15 16 17 -18 19 20 -21 22 23 -24 25 26 27 28 29 30 -31 32 33 -34 35 -36 37 38 39 40 41 42 -43 44 45 -46 47 -48 -49 -50 -51 52 53 54 55 56 57 58 59 60 61 62 -63 64 -65 66 -67 -68 -69 70 71 72 -73 -74 -75 0
uf75-016.mwcnf 497320 1 2 3 4 5 6 7 -8 9 10 11 12 13 14 -15 16 17 18 19 20 -21 22 23 -24 25 26 -27 28 29 -30 31 -32 -33 34 -35 36 37 38 39 -40 -41 42 -43 44 -45 46 -47 48 -49 -50 -51 52 53 -54 -55 -56 57 58 59 60 61 62 -63 64 65 66 -67 68 -69 70 71 72 73 -74 75 0
