96 91 91 0.19 uf20-0108
75 91 91 0.20 uf20-0854
89 91 91 0.27 uf20-0945
139 91 91 0.23 uf20-0236
51 91 91 0.28 uf20-0634
60 91 91 0.27 uf20-0497
80 91 91 0.08 uf20-0483
97 90 91 0.08 uf20-0578
88 91 91 0.20 uf20-0501
67 91 91 0.15 uf20-0152
94 91 91 0.15 uf20-052
115 91 91 0.08 uf20-016
95 91 91 0.16 uf20-045
99 91 91 0.15 uf20-0612
99 91 91 0.12 uf20-0357
70 91 91 0.41 uf20-0373
54 91 91 0.50 uf20-0371
78 90 91 0.34 uf20-0188
85 91 91 0.19 uf20-0222
129 91 91 0.17 uf20-0543
89 91 91 0.24 uf20-0476
109 91 91 0.20 uf20-019
105 91 91 0.23 uf20-0292
81 91 91 0.27 uf20-0262
119 91 91 0.11 uf20-0693
122 90 91 0.31 uf20-0286
109 91 91 0.35 uf20-0138
129 91 91 0.34 uf20-0783
72 91 91 0.27 uf20-0955
107 91 91 0.31 uf20-0298
89 91 91 0.16 uf20-0656
88 90 91 0.26 uf20-0788
79 91 91 0.38 uf20-0272
107 91 91 0.12 uf20-0926
64 91 91 0.23 uf20-0707
109 91 91 0.27 uf20-0287
118 91 91 0.20 uf20-0381
110 90 91 0.23 uf20-0794
89 91 91 0.35 uf20-0830
98 91 91 0.04 uf20-0628
99 91 91 0.20 uf20-0874
57 90 91 0.31 uf20-0777
89 91 91 0.24 uf20-0369
63 91 91 0.23 uf20-0833
64 91 91 0.34 uf20-065
74 91 91 0.12 uf20-0888
75 91 91 0.12 uf20-0263
97 91 91 0.23 uf20-0358
101 90 91 0.16 uf20-0956
46 91 91 0.37 uf20-020
73 91 91 0.15 uf20-0297
63 91 91 0.08 uf20-089
39 91 91 0.53 uf20-0306
119 91 91 0.04 uf20-0147
95 90 91 0.31 uf20-0552
110 91 91 0.12 uf20-0206
70 91 91 0.16 uf20-0622
33 91 91 0.52 uf20-0872
89 91 91 0.31 uf20-0167
89 90 91 0.23 uf20-0394
59 91 91 0.19 uf20-0908
109 91 91 0.12 uf20-0886
93 91 91 0.27 uf20-0593
79 91 91 0.15 uf20-0976
52 90 91 0.47 uf20-0539
119 91 91 0.24 uf20-0180
60 91 91 0.12 uf20-0659
46 91 91 0.09 uf20-0182
119 91 91 0.11 uf20-0595
75 91 91 0.82 uf20-0384
94 91 91 0.17 uf20-030
92 91 91 0.35 uf20-0165
69 91 91 0.24 uf20-0801
99 91 91 0.19 uf20-0740
159 91 91 0.34 uf20-0695
109 91 91 0.19 uf20-0295
79 91 91 0.15 uf20-0584
44 91 91 0.60 uf20-0340
93 90 91 0.31 uf20-0973
78 91 91 0.28 uf20-022
67 91 91 0.42 uf20-0146
76 91 91 0.24 uf20-0155
46 91 91 0.08 uf20-0834
74 90 91 0.16 uf20-0204
