1 10 1903 429 86 84 130 393 293 380 284 73 135 218 45 227 330 196 201 229 400 150 149
2 10 1351 33 167 436 426 165 286 227 95 181 83 32 417 86 177 130 439 236 99 163 149
3 10 1367 23 294 70 417 401 476 287 34 328 135 176 354 150 43 20 304 129 391 125 154
4 10 1571 94 224 129 69 229 390 140 166 343 384 215 341 92 51 26 24 391 322 305 467
5 10 1416 37 219 165 472 18 101 116 366 259 388 114 443 181 277 409 206 367 444 105 303
6 10 1652 184 238 65 385 116 32 368 319 274 398 359 338 178 460 339 330 172 172 11 321
7 10 1299 208 349 88 188 286 141 76 290 34 495 148 259 302 485 11 496 63 212 408 113
8 10 1983 269 217 29 389 297 472 42 83 452 355 245 413 324 34 97 280 335 267 389 316
9 10 1155 353 102 10 225 106 62 108 245 100 36 261 405 90 234 78 495 145 407 193 128
10 10 2212 318 203 166 156 414 113 309 60 66 249 100 360 457 60 446 302 300 440 190 250
11 10 1714 171 464 379 165 46 129 4 159 452 473 217 160 34 71 42 27 454 17 344 300
12 10 1626 363 373 1 3 107 449 311 105 185 482 343 491 73 104 37 245 465 267 148 420
13 10 1652 327 482 200 387 222 316 53 236 308 418 265 111 136 71 14 441 277 442 264 478
14 10 1529 1 318 260 42 164 295 407 125 239 247 20 77 291 220 204 105 286 384 40 317
15 10 1020 101 449 106 204 153 449 139 75 133 268 62 480 102 376 102 433 35 458 342 356
16 10 1286 33 298 67 430 384 149 107 99 172 391 38 197 383 46 295 30 106 208 23 282
17 10 1490 430 215 66 455 244 376 322 484 69 431 213 67 65 231 54 101 237 247 163 46
18 10 1651 240 137 38 59 117 17 139 263 217 489 217 454 23 311 318 466 342 297 413 375
19 10 1775 359 263 434 435 91 369 84 71 109 253 370 160 272 258 59 18 319 33 122 473
20 10 1575 141 131 283 333 313 253 268 215 250 10 61 34 377 419 14 210 67 474 195 62
21 10 1493 258 29 164 83 3 119 201 326 236 78 287 367 43 441 315 484 203 41 157 338
22 10 1408 182 162 285 12 122 10 113 410 154 354 16 59 5 184 177 5 243 450 463 310
23 10 852 29 368 66 245 119 205 140 150 297 446 117 265 11 388 189 316 35 371 63 263
24 10 1556 253 386 13 247 203 50 127 397 382 266 87 341 225 467 352 483 302 101 2 191
