1 35 1454 15 1 18 23 81 2 60 42 11 13 22 15 59 6 61 13 7 29 86 23 27 46 96 31 98 29 3 5 3 39 55 26 66 24 74 10 49 31 9 21 55 5 80 36 51 15 69 2 66 47 52 17 13 2 86 34 17 29 55 18 19 31 98 32 79 9 94 3 84 42
2 35 1464 36 15 66 38 17 44 53 12 20 34 35 15 86 28 95 32 96 48 22 30 87 27 84 10 22 48 43 30 7 18 8 14 65 32 71 36 25 5 97 24 61 38 46 40 76 35 31 36 82 3 45 38 16 7 55 35 78 24 87 37 54 17 20 31 35 46 32 9 77 6
3 35 1432 14 24 58 16 69 41 74 6 95 34 5 17 99 19 80 11 10 33 40 14 94 26 32 47 93 26 44 34 64 48 97 11 21 29 81 39 78 37 7 42 23 31 49 6 78 39 14 45 78 46 10 44 64 21 56 10 26 21 17 32 17 38 27 20 89 40 80 31 7 5
4 35 1464 19 46 56 40 64 35 48 44 40 39 14 37 77 30 7 20 95 14 13 32 46 14 80 15 44 34 5 45 65 27 92 12 64 33 88 17 6 33 18 29 58 41 66 13 35 6 60 26 87 49 76 33 86 30 31 35 83 24 38 22 35 15 85 9 58 47 20 50 71 14
5 35 1351 40 26 97 49 46 50 19 46 88 28 43 10 24 12 30 24 23 22 95 11 78 21 25 48 8 46 32 34 92 43 17 4 31 20 71 5 19 36 52 15 83 19 64 27 85 23 93 18 1 4 81 6 56 17 37 27 23 23 64 8 30 27 21 50 29 23 79 5 13 40
6 35 1585 49 41 83 4 48 3 81 42 41 24 46 43 85 6 99 36 41 41 62 23 26 12 37 15 41 13 93 45 95 34 50 16 18 4 23 20 15 6 51 41 87 17 50 22 79 22 71 41 39 36 9 14 12 23 99 15 58 6 27 31 41 12 88 19 94 20 97 32 47 25
7 35 1277 66 1 93 13 27 17 35 34 91 15 26 50 34 16 10 1 95 29 65 16 94 9 15 15 58 46 86 3 29 41 10 3 4 13 98 16 40 30 2 14 20 38 81 45 100 17 1 40 43 45 38 13 21 32 10 49 36 33 1 17 43 39 32 17 99 43 1 11 93 27
8 35 1555 8 8 54 36 79 42 56 18 7 49 61 6 78 28 16 32 90 44 48 20 28 42 48 26 23 17 77 37 20 8 65 44 98 30 89 9 60 23 16 45 66 46 48 16 96 19 100 30 64 25 66 5 68 39 59 9 96 10 23 13 53 9 50 49 48 8 42 9 44 6
9 35 1568 60 15 21 20 92 22 43 39 12 41 37 39 93 35 64 45 80 9 90 3 86 40 42 21 10 19 70 22 90 37 40 8 74 42 54 44 17 48 12 46 80 1 76 40 42 44 94 4 92 16 24 36 6 21 94 47 84 30 4 10 34 41 32 35 87 1 86 1 38 12
10 35 1445 30 9 78 10 91 40 17 10 66 23 79 47 17 20 24 21 10 21 30 3 79 21 42 48 20 29 2 40 98 14 76 8 14 22 28 32 87 40 91 26 47 38 30 37 36 28 97 18 62 2 46 44 32 44 58 2 14 29 94 21 86 44 69 24 90 31 21 10 46 1
11 35 1433 53 32 50 34 46 5 62 27 42 14 93 27 12 39 25 2 73 6 53 10 78 29 5 49 57 26 91 48 15 32 15 26 37 26 94 16 8 30 18 7 75 18 29 11 53 7 4 44 47 43 67 47 82 23 74 42 92 8 79 35 51 14 23 16 46 16 52 45 91 2
12 35 1301 92 19 23 4 76 29 95 41 72 12 27 22 13 34 38 46 23 28 6 20 1 24 5 44 38 19 51 24 61 22 19 39 51 14 2 8 66 44 85 4 25 6 84 49 27 21 87 41 95 29 90 31 13 7 47 13 54 25 34 3 68 16 17 14 57 50 69 12 16 44
13 35 1248 99 33 95 30 8 33 53 35 16 22 50 37 8 43 26 36 92 41 89 19 30 49 23 49 53 45 60 24 9 18 66 35 8 34 6 32 1 17 44 28 3 13 52 38 36 1 78 1 82 35 57 36 64 49 1 33 97 13 12 14 61 5 76 50 9 19 58 50 38 47
14 35 1388 50 1 52 5 90 15 74 23 93 4 4 31 49 48 29 37 87 36 49 39 3 21 73 30 30 21 58 45 77 7 53 16 72 49 14 39 12 32 63 20 64 47 68 38 14 24 88 46 53 7 50 17 78 7 82 49 54 25 14 21 60 2 10 38 32 40 12 43 24 20
15 35 1627 32 47 83 38 69 28 43 47 30 9 97 20 37 11 100 1 39 42 45 17 48 29 55 49 54 28 29 7 2 27 87 40 25 50 14 16 45 44 98 6 84 5 47 33 34 5 82 26 91 20 94 8 100 42 79 40 89 49 46 19 37 5 87 39 13 23 39 1 80 11
16 35 1408 95 39 88 9 26 8 94 23 3 27 50 34 76 1 40 15 64 20 72 23 35 20 22 43 2 39 99 21 46 45 100 29 48 9 79 36 93 8 91 9 66 42 7 43 34 45 68 11 42 15 16 25 20 26 79 36 33 15 66 32 9 45 9 18 35 21 44 22 9 36
