1 20 681
2 20 753
3 20 708
4 20 730
5 20 769
6 20 741
7 20 679
8 20 775
9 20 771
10 20 733
11 20 763
12 20 754
13 20 728
14 20 779
15 20 690
16 20 706
17 20 627
18 20 732
19 20 668
20 20 673
21 20 679
22 20 797
23 20 744
24 20 743
25 20 704
26 20 775
27 20 649
28 20 769
29 20 761
30 20 814
31 20 705
32 20 673
33 20 702
34 20 740
35 20 733
36 20 697
37 20 732
38 20 782
39 20 684
40 20 724
41 20 772
42 20 763
43 20 769
44 20 793
45 20 795
46 20 747
47 20 728
48 20 688
49 20 766
50 20 809
51 20 758
52 20 708
53 20 782
54 20 635
55 20 856
56 20 784
57 20 681
58 20 705
59 20 706
60 20 710
61 20 736
62 20 759
63 20 782
64 20 721
65 20 730
66 20 731
67 20 722
68 20 711
69 20 621
70 20 800
71 20 669
72 20 683
73 20 833
74 20 813
75 20 739
76 20 678
77 20 751
78 20 695
79 20 715
80 20 707
81 20 712
82 20 724
83 20 772
84 20 658
85 20 784
86 20 704
87 20 777
88 20 776
89 20 653
90 20 639
91 20 699
92 20 787
93 20 741
94 20 710
95 20 723
96 20 698
97 20 675
98 20 787
99 20 696
100 20 778
