1 15 2564 404 19 86 226 55 130 31 284 489 283 108 148 476 309 15 45 298 417 135 451 293 60 72 1 301 121 428 229 14 388
2 15 2484 468 260 201 272 100 243 257 330 286 274 305 45 16 329 175 95 149 345 336 85 351 253 235 366 45 400 15 426 167 65
3 15 3783 489 320 275 472 338 171 469 30 395 83 417 415 315 477 118 99 35 177 371 81 149 427 147 327 478 107 439 265 294 431
4 15 3028 376 346 227 391 481 239 354 351 417 100 325 317 36 135 224 372 34 173 108 476 304 372 214 296 124 43 154 354 407 23
5 15 2916 233 434 54 165 69 236 88 384 453 158 341 409 24 161 370 51 475 333 69 272 166 99 310 175 286 153 361 270 347 390
6 15 3525 110 50 464 464 190 398 288 401 366 34 258 219 420 114 385 387 104 101 131 467 322 196 252 157 336 319 309 242 472 483
7 15 2784 81 377 452 279 444 396 69 443 48 433 81 314 398 303 238 94 130 206 277 92 387 453 388 387 320 205 134 191 33 50
8 15 2992 227 132 238 436 474 133 66 367 200 385 22 445 32 192 323 264 63 319 218 338 398 142 318 323 460 116 385 293 317 346
9 15 2994 236 188 490 376 215 171 288 289 162 28 321 427 405 329 141 425 57 300 121 172 330 86 293 155 251 432 84 290 349 413
10 15 3296 232 112 217 472 93 116 204 123 353 133 97 495 259 199 456 438 109 389 490 229 472 38 277 212 113 150 496 93 252 485
11 15 3228 459 430 92 355 151 194 316 270 463 177 83 40 404 52 280 166 413 190 421 230 181 267 160 332 256 141 5 34 351 49
12 15 3493 495 356 393 84 227 429 42 62 491 144 201 234 240 26 79 148 224 316 265 102 225 395 412 36 405 411 245 401 423 59
13 15 2588 335 249 60 255 222 128 220 351 149 203 156 87 445 474 403 435 212 395 31 113 192 75 119 183 163 249 122 464 407 308
14 15 2676 495 150 481 311 470 193 287 55 4 464 193 360 440 189 165 174 122 135 201 117 231 250 44 137 60 222 132 302 21 330
15 15 2995 290 459 49 2 321 160 71 142 170 159 47 29 129 497 488 157 426 27 473 284 196 300 145 409 455 148 17 127 467 85
16 15 3575 138 96 448 500 482 178 449 190 428 1 166 215 394 215 162 491 316 49 387 158 104 464 373 401 162 3 130 105 330 4
17 15 3384 193 139 418 236 438 236 420 279 316 448 365 97 174 34 279 76 251 111 75 267 353 391 482 301 60 387 161 383 245 36
18 15 4029 329 42 487 296 479 94 323 434 318 241 114 125 500 298 295 82 478 188 327 452 337 384 296 224 441 88 237 151 76 442
19 15 2979 211 384 60 408 317 448 181 390 105 193 86 247 456 215 461 349 60 253 449 26 481 237 83 220 400 85 297 146 77 210
20 15 3407 480 58 75 368 399 208 433 466 452 399 395 208 362 197 413 268 439 82 159 119 2 376 38 458 204 50 188 348 220 449
21 15 2690 225 391 81 390 158 344 149 149 188 117 470 468 28 207 434 6 100 452 430 2 420 298 20 100 167 410 394 84 99 329
22 15 2638 96 282 149 30 208 478 46 206 8 399 377 71 490 140 68 215 233 376 395 205 455 257 435 397 137 313 83 197 118 206
23 15 2832 272 484 10 358 19 67 231 447 264 315 369 179 283 467 175 307 17 230 309 101 431 288 436 344 91 226 432 158 201 429
24 15 2932 53 263 265 59 478 71 338 226 489 284 46 310 311 72 384 121 253 183 256 454 137 463 284 22 94 390 17 362 261 206
25 15 3163 331 463 263 67 20 435 410 229 88 65 375 178 457 71 466 159 369 417 392 347 142 108 115 160 38 297 253 131 235 425
26 15 2357 114 279 18 264 457 182 29 191 379 285 65 333 2 236 473 406 131 218 154 258 186 453 22 438 115 33 360 118 442 452
27 15 2817 34 124 182 253 306 61 215 93 80 330 62 232 286 449 210 434 386 251 440 425 487 131 233 303 408 474 59 419 134 10
28 15 3392 285 498 79 437 344 119 423 130 367 36 83 140 214 247 326 265 372 495 328 475 300 39 347 78 270 243 166 29 337 155
29 15 2262 441 186 40 338 12 128 260 379 326 344 28 319 298 231 115 483 216 276 265 450 179 10 147 484 2 162 41 172 458 406
30 15 3544 327 485 354 320 47 377 450 144 347 284 496 188 134 304 184 287 248 5 470 324 10 410 484 4 258 50 125 59 496 41
31 15 3526 357 245 388 56 446 384 294 150 204 289 229 463 67 265 205 361 38 16 310 242 382 12 158 357 490 66 472 141 368 435
32 15 2941 156 397 263 61 316 466 60 429 386 65 408 488 248 163 438 454 67 235 50 374 312 193 269 247 338 371 68 203 298 19
33 15 3184 414 377 213 467 191 420 144 70 270 276 149 84 499 7 160 462 483 199 196 266 225 165 271 485 341 276 185 101 240 281
34 15 3228 58 419 256 455 496 67 41 233 152 224 414 392 395 442 489 226 321 168 195 467 396 121 42 410 433 486 78 500 270 434
35 15 2415 19 471 399 109 432 381 268 250 185 45 194 360 229 12 9 197 79 466 195 8 83 128 62 224 383 436 145 318 337 378
36 15 3302 210 147 169 445 7 383 496 290 174 199 329 417 492 206 392 358 455 82 107 429 337 109 229 450 32 424 462 71 237 90
37 15 2901 450 42 252 395 100 455 65 339 248 99 27 457 476 28 215 41 319 45 360 163 353 426 203 220 234 369 175 171 150 329
38 15 3116 178 87 420 425 333 227 56 420 265 436 59 473 327 151 39 464 458 448 192 201 337 289 418 460 260 4 483 63 70 254
39 15 2724 42 479 214 227 241 213 457 352 179 261 252 167 302 287 461 64 111 368 79 111 226 173 151 432 267 69 38 75 386 274
40 15 3364 251 244 37 488 495 195 59 339 322 91 158 353 270 348 250 278 183 394 428 229 313 474 368 402 466 54 241 254 364 136
41 15 2882 403 323 473 308 150 211 57 496 94 11 195 420 235 320 428 113 57 58 71 137 350 167 238 484 191 180 362 55 299 376
42 15 2880 18 278 500 384 377 303 3 191 395 413 258 281 292 390 79 297 16 1 186 497 464 376 220 338 173 161 290 299 329 348
43 15 2704 90 378 26 201 317 460 78 353 448 269 293 245 6 318 324 94 152 274 216 23 456 62 460 126 392 311 109 122 13 323
44 15 3497 353 404 196 497 419 136 499 233 392 124 84 45 257 50 380 365 132 100 335 48 242 484 490 199 127 186 375 312 91 90
45 15 3328 379 302 258 26 279 111 237 258 341 448 236 360 475 365 176 364 440 296 41 98 425 240 94 19 272 343 453 173 55 77
46 15 3253 397 4 495 284 355 42 255 269 198 40 230 185 63 129 417 213 440 158 334 173 299 183 105 123 90 398 362 232 27 386
47 15 2214 33 378 63 197 259 412 124 400 322 130 357 278 396 489 122 319 94 266 2 224 182 287 338 27 163 339 293 153 20 274
48 15 3000 82 459 318 472 290 474 180 234 352 150 188 335 99 231 105 104 412 110 139 369 487 11 228 94 458 73 189 185 224 40
49 15 2831 327 28 274 369 352 247 234 473 94 453 466 421 185 120 263 314 54 128 245 123 192 115 323 371 437 329 8 302 85 375
50 15 3811 208 52 307 78 152 85 488 479 469 8 451 498 400 82 245 406 266 440 303 9 186 35 315 375 5 178 487 88 482 352
51 15 2655 183 19 135 322 21 74 116 270 407 211 27 423 163 313 206 401 138 480 321 439 273 476 361 316 457 214 30 206 481 175
52 15 2908 247 103 128 59 233 346 436 440 425 122 79 297 256 271 184 114 184 434 210 459 17 21 151 146 262 200 353 90 470 196
53 15 2926 138 467 244 369 11 274 277 242 43 99 204 277 320 363 442 174 206 169 459 1 164 26 405 76 331 199 19 92 395 420
54 15 2731 308 458 316 344 249 356 491 443 285 259 218 492 187 76 97 25 319 69 70 400 109 401 107 66 338 90 190 217 130 162
55 15 2920 312 316 440 476 115 126 367 70 155 8 407 101 382 491 279 199 361 331 106 359 29 402 229 403 128 325 133 309 208 5
56 15 3095 463 273 342 108 51 443 285 303 77 471 142 214 373 499 204 25 343 152 490 188 388 10 101 115 185 433 193 280 232 481
