1 22 81995 11486 1 13714 23 64635 2 47553 42 8688 13 17275 15 46804 6 48096 13 4828 29 68449 23 21496 46 76023 31 78148 29 2315 5 2230 39 43734 26 52744 24 58417 10 38819 31 7119 21 43405 5 63981 36
2 22 83982 23693 35 2532 33 74826 26 26666 7 2380 43 53629 9 45685 28 27985 10 48084 49 51168 40 13276 47 4687 42 66293 4 28241 15 52308 38 12958 44 42358 12 15725 34 27305 15 68314 28 75438 32 76278 48
3 22 91470 46973 44 42780 42 15851 11 76052 22 47316 4 27587 4 21572 33 50682 36 56030 13 6875 49 38153 31 59400 23 62528 38 55256 16 56578 41 3677 23 59441 8 11019 28 55369 39 37245 44 57758 27 26560 10
4 22 88444 27999 46 25231 9 61427 6 26340 7 37677 29 24335 35 65439 37 8095 48 53255 3 25719 50 30312 40 17504 5 51362 20 20834 47 40178 16 74190 47 41253 22 53746 32 75461 49 16576 11 45981 41 61535 39
5 22 86729 5432 42 18199 31 38702 6 62058 39 10983 45 61780 46 7668 44 51080 21 44222 10 20774 21 12801 32 12933 38 21421 20 70929 40 63659 31 5140 5 38066 10 72301 28 62653 32 55328 24 69686 20 61479 7
6 22 95028 61575 30 5003 20 75838 14 9948 32 36278 14 63667 15 34729 34 3451 45 51568 27 73470 12 50744 33 70143 17 4462 33 13607 29 46084 41 52558 13 27404 6 47851 26 69001 49 60042 33 68209 30 24648 35
7 22 86927 37680 19 34363 18 22402 43 13346 29 74622 10 79162 36 21164 26 31784 26 77600 49 36548 50 14768 46 69961 28 33789 10 18543 12 23921 24 17781 22 75481 11 62101 21 19545 48 5938 46 25450 34 73327 43
8 22 72477 6388 16 30901 36 7737 10 56751 26 22417 42 30245 32 43096 43 36719 47 28270 1 5356 41 8266 28 26525 19 42655 12 35826 32 12552 15 42254 11 78465 15 35986 40 6682 7 62724 9 39176 41 65785 4
9 22 82284 4103 41 65688 21 37374 23 68560 43 9435 50 56825 21 65027 31 35508 13 18926 19 23715 21 19427 47 71123 48 53540 25 24948 9 4946 12 30679 8 9500 26 64458 44 26013 25 33797 40 35184 36 64071 20
10 22 77066 7015 14 9507 23 79158 15 45770 6 21006 31 32046 12 70289 19 75198 20 76891 32 36894 25 3351 33 571 47 19376 14 26322 18 54118 46 23609 13 79445 17 25320 5 288 48 45365 33 25546 47 13576 8
11 22 67384 46370 46 68089 3 23064 41 7368 3 2685 13 78014 16 31316 30 1170 14 15284 38 64026 45 79989 17 415 40 34320 45 30267 13 16710 32 7802 49 28475 33 517 17 34259 39 25220 17 78484 43 4 11
