23278 78 78 0.93 uf20-0768.mwcnf
35321 78 78 0.92 uf20-0218.mwcnf
24156 78 78 0.95 uf20-0881.mwcnf
22831 77 78 1.08 uf20-0216.mwcnf
42646 78 78 0.90 uf20-0254.mwcnf
24771 78 78 0.97 uf20-0974.mwcnf
30824 78 78 0.97 uf20-0888.mwcnf
28347 78 78 0.93 uf20-0879.mwcnf
99520 78 78 0.95 uf20-0576.mwcnf
87045 76 78 1.06 uf20-0490.mwcnf
18919 77 78 1.05 uf20-0883.mwcnf
26777 77 78 1.06 uf20-0232.mwcnf
14563 77 78 1.01 uf20-0775.mwcnf
74435 77 78 1.07 uf20-0591.mwcnf
30277 77 78 1.06 uf20-0251.mwcnf
16288 77 78 1.05 uf20-0857.mwcnf
76404 75 78 1.09 uf20-0552.mwcnf
70539 77 78 1.04 uf20-063.mwcnf
22269 77 78 1.07 uf20-0938.mwcnf
54361 76 78 1.07 uf20-067.mwcnf
63170 76 78 1.02 uf20-0567.mwcnf
26619 77 78 0.99 uf20-0186.mwcnf
97522 76 78 1.01 uf20-0542.mwcnf
24505 78 78 0.94 uf20-0892.mwcnf
36268 78 78 0.89 uf20-0329.mwcnf
55766 77 78 1.02 uf20-0600.mwcnf
28259 78 78 0.91 uf20-0210.mwcnf
85672 75 78 1.03 uf20-0500.mwcnf
36361 78 78 0.87 uf20-0724.mwcnf
28139 76 78 1.00 uf20-0332.mwcnf
26785 77 78 1.03 uf20-0359.mwcnf
36402 78 78 0.91 uf20-0297.mwcnf
34088 78 78 0.89 uf20-0846.mwcnf
40931 77 78 0.98 uf20-0276.mwcnf
38199 78 78 0.92 uf20-0203.mwcnf
15669 77 78 1.02 uf20-0925.mwcnf
19649 77 78 0.97 uf20-0807.mwcnf
37749 78 78 0.88 uf20-0120.mwcnf
22734 78 78 0.89 uf20-0796.mwcnf
38648 77 78 1.01 uf20-0125.mwcnf
26191 78 78 0.88 uf20-0950.mwcnf
73887 75 78 0.98 uf20-0536.mwcnf
114457 78 78 0.88 uf20-0560.mwcnf
25821 76 78 1.07 uf20-0923.mwcnf
20394 77 78 1.00 uf20-0887.mwcnf
48728 78 78 0.91 uf20-0227.mwcnf
95203 78 78 0.91 uf20-0663.mwcnf
17902 77 78 1.01 uf20-0971.mwcnf
42704 78 78 0.91 uf20-0198.mwcnf
22163 77 78 0.98 uf20-0727.mwcnf
52754 77 78 1.00 uf20-0584.mwcnf
94314 77 78 0.99 uf20-0641.mwcnf
25569 77 78 1.06 uf20-0826.mwcnf
41285 78 78 0.88 uf20-0226.mwcnf
27821 77 78 1.03 uf20-0279.mwcnf
66695 76 78 1.11 uf20-0566.mwcnf
23572 78 78 0.89 uf20-0988.mwcnf
37289 78 78 0.91 uf20-040.mwcnf
24483 77 78 0.97 uf20-0959.mwcnf
35179 77 78 1.03 uf20-0217.mwcnf
73050 77 78 1.00 uf20-0680.mwcnf
86889 77 78 1.04 uf20-0460.mwcnf
23755 78 78 0.90 uf20-0774.mwcnf
109741 76 78 0.99 uf20-0720.mwcnf
30317 77 78 0.96 uf20-0328.mwcnf
35250 77 78 1.02 uf20-0228.mwcnf
88109 76 78 1.02 uf20-0579.mwcnf
26914 78 78 0.92 uf20-0771.mwcnf
38641 77 78 1.03 uf20-0424.mwcnf
32664 77 78 1.04 uf20-0113.mwcnf
28830 78 78 0.87 uf20-0803.mwcnf
94052 75 78 1.05 uf20-0639.mwcnf
36911 77 78 0.98 uf20-0305.mwcnf
83473 77 78 0.98 uf20-0553.mwcnf
33166 78 78 0.91 uf20-01000.mwcnf
35405 77 78 1.01 uf20-0292.mwcnf
29795 77 78 1.01 uf20-0954.mwcnf
28293 78 78 0.95 uf20-0211.mwcnf
82033 76 78 1.03 uf20-0574.mwcnf
31284 77 78 1.01 uf20-0126.mwcnf
31433 77 78 0.98 uf20-0161.mwcnf
28528 78 78 0.89 uf20-0323.mwcnf
33600 77 78 1.03 uf20-0256.mwcnf
24181 78 78 0.88 uf20-0804.mwcnf
25493 78 78 0.92 uf20-0793.mwcnf
25404 78 78 0.96 uf20-0769.mwcnf
79568 77 78 0.97 uf20-0707.mwcnf
22397 77 78 1.01 uf20-0897.mwcnf
33022 77 78 0.98 uf20-0182.mwcnf
30418 77 78 0.98 uf20-0306.mwcnf
17944 77 78 1.03 uf20-0231.mwcnf
28750 78 78 0.90 uf20-0918.mwcnf
24617 77 78 0.99 uf20-083.mwcnf
28610 78 78 0.91 uf20-0848.mwcnf
39454 77 78 1.03 uf20-0403.mwcnf
24740 77 78 1.03 uf20-085.mwcnf
34286 77 78 1.05 uf20-0261.mwcnf
78408 77 78 1.02 uf20-0609.mwcnf
101161 76 78 1.02 uf20-0628.mwcnf
110003 76 78 1.04 uf20-0705.mwcnf
18513 77 78 0.99 uf20-0752.mwcnf
20422 77 78 1.01 uf20-0851.mwcnf
27196 77 78 1.01 uf20-0224.mwcnf
33436 77 78 1.02 uf20-030.mwcnf
80321 76 78 1.05 uf20-0697.mwcnf
26659 78 78 0.89 uf20-0863.mwcnf
103401 75 78 0.99 uf20-0631.mwcnf
33216 76 78 1.02 uf20-0173.mwcnf
98155 78 78 0.88 uf20-0463.mwcnf
23292 77 78 1.07 uf20-073.mwcnf
73471 77 78 0.97 uf20-0504.mwcnf
36086 76 78 1.04 uf20-0363.mwcnf
43795 76 78 1.00 uf20-0378.mwcnf
77391 77 78 1.01 uf20-0559.mwcnf
21888 78 78 0.87 uf20-0896.mwcnf
88611 76 78 1.04 uf20-0483.mwcnf
39132 77 78 1.02 uf20-011.mwcnf
85155 76 78 1.03 uf20-0596.mwcnf
27149 78 78 0.88 uf20-0900.mwcnf
30542 78 78 0.86 uf20-0967.mwcnf
98167 76 78 0.99 uf20-0581.mwcnf
31031 77 78 1.00 uf20-0763.mwcnf
86191 75 78 1.05 uf20-0530.mwcnf
20527 77 78 0.99 uf20-0931.mwcnf
22082 78 78 0.91 uf20-0905.mwcnf
55403 77 78 1.01 uf20-0535.mwcnf
