uf75-048.mwcnf 31837 1 -2 3 -4 5 6 -7 -8 -9 10 11 -12 13 14 15 -16 17 -18 -19 -20 21 -22 -23 24 -25 26 -27 -28 -29 -30 31 -32 33 -34 -35 36 -37 38 -39 -40 -41 42 43 44 45 46 -47 48 49 -50 -51 -52 53 -54 -55 -56 -57 58 -59 60 -61 62 63 64 65 66 67 68 -69 -70 71 72 73 -74 75 0
uf75-023.mwcnf 28789 -1 -2 3 4 -5 -6 7 -8 -9 -10 -11 -12 -13 -14 15 16 17 -18 -19 -20 -21 -22 -23 -24 25 -26 27 28 29 -30 -31 32 33 34 35 36 -37 38 -39 40 -41 -42 -43 44 45 46 47 48 49 50 -51 52 53 54 55 56 57 -58 59 60 61 -62 -63 -64 -65 66 -67 -68 -69 70 -71 72 -73 -74 75 0
uf75-054.mwcnf 36440 -1 2 3 -4 5 6 7 -8 -9 -10 11 -12 13 14 15 16 17 18 -19 -20 21 22 -23 -24 25 26 -27 28 29 -30 31 32 33 34 35 -36 -37 38 39 40 41 42 43 -44 -45 46 47 48 49 50 51 52 53 54 -55 56 -57 -58 -59 -60 61 62 63 64 -65 -66 -67 -68 69 70 71 -72 73 74 75 0
uf75-030.mwcnf 28589 -1 2 3 -4 -5 6 7 8 -9 -10 11 -12 13 14 15 -16 17 18 -19 20 -21 -22 23 24 25 26 27 -28 -29 -30 -31 32 -33 -34 35 -36 -37 -38 39 40 -41 42 -43 -44 -45 46 -47 -48 -49 50 -51 52 -53 -54 55 -56 57 58 -59 60 -61 62 -63 64 65 -66 67 68 69 70 -71 72 73 74 75 0
uf75-069.mwcnf 33333 1 -2 -3 -4 -5 -6 7 8 9 -10 11 -12 13 14 15 16 17 -18 19 -20 -21 -22 23 -24 -25 26 27 -28 -29 30 31 32 33 34 -35 36 37 -38 39 40 41 -42 -43 -44 -45 -46 -47 48 -49 -50 51 52 53 54 55 56 -57 -58 59 -60 61 62 63 64 65 -66 -67 -68 69 70 71 72 -73 74 75 0
uf75-022.mwcnf 33096 1 2 3 4 5 -6 7 -8 9 -10 11 12 -13 -14 15 16 17 -18 -19 20 21 22 -23 24 25 26 27 28 29 -30 31 -32 -33 34 -35 -36 37 38 39 40 -41 42 43 -44 -45 -46 47 -48 49 50 -51 52 53 -54 -55 56 -57 58 59 60 61 -62 63 64 -65 -66 -67 -68 -69 70 -71 -72 -73 -74 -75 0
uf75-013.mwcnf 25191 1 -2 3 -4 -5 6 7 -8 9 10 11 -12 -13 -14 15 -16 -17 18 -19 20 -21 22 -23 -24 25 -26 -27 -28 29 -30 31 32 33 34 35 -36 37 38 -39 -40 -41 -42 -43 44 45 -46 -47 48 -49 -50 51 52 53 -54 -55 -56 -57 58 -59 -60 61 -62 -63 64 65 -66 67 -68 -69 -70 71 -72 -73 -74 75 0
uf75-024.mwcnf 27999 1 2 3 -4 -5 6 -7 8 -9 10 -11 12 13 14 -15 16 -17 18 19 20 -21 -22 23 -24 25 -26 27 -28 29 30 31 32 33 34 -35 -36 37 -38 -39 -40 41 42 43 44 45 -46 47 48 49 -50 -51 -52 -53 54 55 56 -57 -58 59 -60 -61 -62 -63 64 65 -66 -67 68 69 -70 71 -72 73 74 -75 0
uf75-053.mwcnf 42916 -1 2 -3 -4 5 -6 7 8 9 -10 11 12 13 -14 15 -16 17 -18 19 -20 -21 22 23 -24 25 -26 27 28 -29 30 31 -32 33 -34 35 36 -37 38 -39 -40 -41 42 43 -44 45 46 47 48 -49 -50 -51 52 -53 54 55 -56 57 58 59 -60 61 62 -63 64 -65 66 67 68 69 70 71 72 73 74 75 0
uf75-083.mwcnf 32001 1 2 3 -4 5 -6 7 -8 -9 -10 -11 12 -13 14 -15 -16 17 18 -19 20 -21 22 23 -24 -25 26 -27 28 29 30 -31 -32 33 34 35 36 37 -38 39 -40 -41 42 43 44 45 46 -47 -48 -49 -50 51 52 53 54 55 56 57 58 -59 60 61 -62 63 -64 65 66 -67 68 69 -70 71 -72 73 74 -75 0
uf75-028.mwcnf 34404 -1 -2 -3 4 5 6 7 -8 -9 10 -11 12 13 14 -15 -16 17 18 19 20 21 22 23 24 25 26 27 28 29 -30 31 32 -33 -34 35 36 37 -38 39 40 -41 42 -43 -44 -45 -46 -47 -48 -49 50 -51 -52 -53 -54 -55 56 -57 -58 -59 60 61 -62 63 64 -65 66 -67 -68 69 70 -71 72 -73 -74 -75 0
uf75-010.mwcnf 27120 1 -2 -3 4 5 6 -7 8 9 -10 -11 12 13 -14 -15 -16 17 18 19 20 -21 -22 -23 -24 25 -26 27 28 29 -30 -31 32 33 -34 -35 36 -37 -38 39 40 41 42 -43 44 45 46 -47 -48 49 -50 -51 52 53 54 55 56 57 -58 59 60 61 -62 -63 64 65 66 -67 -68 -69 -70 -71 -72 -73 -74 -75 0
uf75-016.mwcnf 30208 1 -2 3 -4 -5 6 -7 -8 9 10 11 -12 13 14 -15 16 17 -18 19 -20 21 -22 23 -24 25 26 -27 -28 -29 -30 31 32 -33 -34 35 -36 37 38 39 40 41 42 -43 44 -45 46 -47 48 49 -50 51 -52 53 -54 55 -56 57 58 -59 60 61 -62 63 64 65 66 -67 68 69 70 71 72 -73 74 75 0
uf75-071.mwcnf 27079 -1 2 3 4 5 6 7 8 -9 10 11 12 13 14 15 -16 -17 18 -19 -20 -21 -22 23 24 25 26 27 -28 29 -30 -31 -32 33 -34 -35 36 -37 -38 -39 40 -41 42 43 44 45 -46 47 48 49 -50 51 52 -53 54 55 -56 -57 -58 59 -60 -61 62 -63 -64 65 66 67 68 -69 -70 -71 72 -73 -74 -75 0
