1 27 735
2 27 809
3 27 795
4 27 857
5 27 797
6 27 818
7 27 785
8 27 683
9 27 772
10 27 805
11 27 893
12 27 799
13 27 825
14 27 809
15 27 698
16 27 873
17 27 737
18 27 874
19 27 832
20 27 860
21 27 890
22 27 806
23 27 817
24 27 800
25 27 766
26 27 615
27 27 710
28 27 900
29 27 725
30 27 756
31 27 810
32 27 728
33 27 809
34 27 706
35 27 912
36 27 706
37 27 806
38 27 841
39 27 827
40 27 809
41 27 768
42 27 715
43 27 793
44 27 764
45 27 816
46 27 791
47 27 754
48 27 596
49 27 845
50 27 836
51 27 892
52 27 765
53 27 773
54 27 848
55 27 790
56 27 926
57 27 631
58 27 761
59 27 749
60 27 837
61 27 689
62 27 751
63 27 862
64 27 922
65 27 808
66 27 604
67 27 903
68 27 921
69 27 882
70 27 761
71 27 855
72 27 864
73 27 797
74 27 740
75 27 735
76 27 722
77 27 855
78 27 682
79 27 699
80 27 829
81 27 886
82 27 749
83 27 682
84 27 794
85 27 829
86 27 765
87 27 771
88 27 771
89 27 748
90 27 874
91 27 806
92 27 800
93 27 830
94 27 851
95 27 747
96 27 809
97 27 813
98 27 722
99 27 692
100 27 780
