1 15 4100 115 1 138 226 647 19 476 417 87 130 173 148 469 60 481 121 49 284 685 229 215 451 761 309 782 283 24 45 23 388
2 15 3972 411 330 376 366 160 243 488 45 321 272 71 400 562 253 237 345 26 329 749 260 267 65 24 426 537 85 457 274 280 95
3 15 6047 782 320 632 83 749 30 666 415 56 177 235 327 593 81 702 265 188 99 540 171 238 427 440 472 503 477 765 107 470 431
4 15 4842 666 100 173 476 342 296 54 173 57 135 520 317 567 351 199 43 770 239 486 372 364 391 601 346 246 354 650 23 358 372
5 15 4664 111 272 554 390 373 434 578 270 266 99 496 175 724 158 140 384 86 165 110 236 457 153 546 409 592 51 760 333 38 161
6 15 5636 304 398 176 50 514 196 209 467 402 157 742 464 413 219 538 319 755 483 166 101 460 401 616 387 585 34 672 114 494 242
7 15 4452 621 387 110 443 618 453 77 433 511 205 443 92 208 206 129 314 130 377 215 191 710 396 637 303 52 50 381 94 724 279
8 15 4784 507 346 380 436 319 385 106 367 616 293 51 192 759 133 100 319 363 132 637 142 348 338 35 445 516 264 735 116 508 323
9 15 4789 259 28 528 86 460 289 647 329 194 172 92 300 402 432 784 376 513 427 469 155 559 413 377 188 344 171 225 425 134 290
10 15 5271 156 495 564 133 414 199 403 485 784 229 794 93 729 438 443 212 148 116 181 150 371 112 347 472 175 389 326 123 754 38
11 15 5158 255 332 734 430 133 40 241 194 561 49 147 355 409 141 660 190 505 270 673 230 740 177 8 34 646 52 447 166 289 267
12 15 5586 359 316 126 148 423 102 785 144 360 395 67 62 628 84 392 401 658 36 384 26 648 411 322 234 363 429 676 59 792 356
13 15 4140 651 308 356 128 190 183 238 203 195 464 712 474 536 249 250 87 50 113 307 75 95 255 645 435 261 249 338 395 352 351
14 15 4278 308 360 71 137 96 222 792 150 458 55 211 302 321 117 703 189 752 193 769 311 369 250 34 330 6 464 194 135 264 174
15 15 4790 728 148 207 497 272 159 79 2 756 284 514 160 746 85 114 142 464 459 681 27 231 409 74 29 27 127 781 157 314 300
16 15 5719 221 96 597 401 716 500 260 3 630 215 718 190 208 105 506 49 771 178 528 4 266 215 619 158 259 491 684 1 166 464
17 15 5412 391 36 120 267 565 391 671 279 279 34 771 301 96 387 446 76 506 448 700 236 309 139 669 236 401 111 257 383 584 97
18 15 6443 517 434 778 296 706 88 473 224 121 442 523 452 379 151 764 188 800 298 508 241 527 42 539 384 472 82 765 94 182 125
19 15 4764 138 247 769 237 122 210 132 220 96 253 476 146 168 193 730 215 337 384 96 408 289 390 737 349 507 448 640 85 719 26
20 15 5446 631 208 326 50 301 348 351 449 579 197 120 368 661 268 702 82 767 58 723 399 2 376 638 208 692 466 60 458 255 119
21 15 4301 44 207 752 468 672 298 31 100 267 410 253 344 694 6 688 2 301 117 238 149 129 390 160 452 630 84 158 329 360 391
22 15 4216 132 197 188 206 74 206 238 30 632 205 332 478 154 282 13 399 783 140 603 71 108 215 219 313 695 397 728 257 372 376
23 15 4524 590 179 435 484 279 307 26 230 691 158 689 288 29 67 453 467 321 429 697 344 370 447 493 101 146 226 16 358 421 315
