1 32 632 8 1 9 46 41 4 30 84 6 26 11 30 30 12 31 25 4 57 43 46 14 91 48 62 49 57 2 9 2 78 28 52 33 47 37 20 25 61 5 41 28 9 40 71 26 30 35 4 33 94 26 34 7 3 43 68 9 58 28 35 10 61 49 64
2 32 659 9 94 3 84 42 7 18 30 33 75 9 88 27 24 10 68 18 30 43 55 48 63 48 96 11 59 44 54 42 20 11 96 22 60 4 35 4 27 33 64 36 71 13 9 49 48 31 75 23 79 38 70 16 71 41 5 23 75 8 14 28 70 39 47
3 32 684 37 54 17 20 31 35 46 32 9 77 6 33 7 48 29 31 35 82 37 11 48 67 3 33 50 38 40 22 5 65 20 27 47 51 16 93 47 52 22 68 32 95 49 21 11 58 41 77 39 74 4 84 12 62 25 11 39 78 7 89 39 91 5 87
4 32 617 21 56 10 26 21 17 32 17 38 27 20 89 40 80 31 7 5 48 10 91 28 79 32 70 24 88 20 77 7 74 39 59 4 39 48 27 7 64 23 27 40 29 22 68 3 89 33 53 46 24 32 65 44 33 3 66 9 58 29 81 33 25 18 12
5 32 659 26 87 49 76 33 86 30 31 35 83 24 38 22 35 15 85 9 58 47 20 50 71 14 52 20 51 49 98 23 100 10 92 44 56 22 19 12 23 15 47 12 44 48 22 39 41 13 95 4 91 16 67 46 86 9 8 16 39 36 10 10 71 26 29
6 32 656 19 64 27 85 23 93 18 1 4 81 6 56 17 37 27 23 23 64 8 30 27 21 50 29 23 79 5 13 40 17 25 81 42 8 24 6 41 83 21 47 23 86 43 12 50 72 21 82 31 45 13 24 19 30 21 25 47 89 48 67 25 32 9 7
7 32 642 20 15 6 51 41 87 17 50 22 79 22 71 41 39 36 9 14 12 23 99 15 58 6 27 31 41 12 88 19 94 20 97 32 47 25 5 33 1 47 25 14 33 18 68 46 30 13 100 17 32 5 1 48 57 33 32 47 17 8 29 29 92 43 6
8 32 677 41 10 3 4 13 98 16 40 30 2 14 20 38 81 45 100 17 1 40 43 45 38 13 21 32 10 49 36 33 1 17 43 39 32 17 99 43 1 11 93 27 49 4 15 27 71 40 84 28 35 4 97 31 12 39 56 8 64 45 88 24 39 14 84
9 32 596 26 23 17 77 37 20 8 65 44 98 30 89 9 60 23 16 45 66 46 48 16 96 19 100 30 64 25 66 5 68 39 59 9 96 10 23 13 53 9 50 49 48 8 42 9 44 6 51 30 30 11 39 46 43 22 77 6 82 19 78 47 70 32 90
10 32 656 9 90 3 86 40 42 21 10 19 70 22 90 37 40 8 74 42 54 44 17 48 12 46 80 1 76 40 42 44 94 4 92 16 24 36 6 21 94 47 84 30 4 10 34 41 32 35 87 1 86 1 38 12 30 15 17 39 20 46 79 9 20 33 45
11 32 653 47 17 20 24 21 10 21 30 3 79 21 42 48 20 29 2 40 98 14 76 8 14 22 28 32 87 40 91 26 47 38 30 37 36 28 97 18 62 2 46 44 32 44 58 2 14 29 94 21 86 44 69 24 90 31 21 10 46 1 72 27 63 25 68
12 32 630 5 62 27 42 14 93 27 12 39 25 2 73 6 53 10 78 29 5 49 57 26 91 48 15 32 15 26 37 26 94 16 8 30 18 7 75 18 29 11 53 7 4 44 47 43 67 47 82 23 74 42 92 8 79 35 51 14 23 16 46 16 52 45 91
13 32 612 27 92 19 23 4 76 29 95 41 72 12 27 22 13 34 38 46 23 28 6 20 1 24 5 44 38 19 51 24 61 22 19 39 51 14 2 8 66 44 85 4 25 6 84 49 27 21 87 41 95 29 90 31 13 7 47 13 54 25 34 3 68 16 17
14 32 780 29 100 35 24 8 88 38 99 33 95 30 8 33 53 35 16 22 50 37 8 43 26 36 92 41 89 19 30 49 23 49 53 45 60 24 9 18 66 35 8 34 6 32 1 17 44 28 3 13 52 38 36 1 78 1 82 35 57 36 64 49 1 33 97
15 32 673 6 27 31 10 38 100 5 37 29 100 19 94 33 50 1 52 5 90 15 74 23 93 4 4 31 49 48 29 37 87 36 49 39 3 21 73 30 30 21 58 45 77 7 53 16 72 49 14 39 12 32 63 20 64 47 68 38 14 24 88 46 53 7 50
16 32 643 39 13 41 98 27 50 7 41 30 4 5 75 16 80 6 86 12 40 27 32 47 83 38 69 28 43 47 30 9 97 20 37 11 100 1 39 42 45 17 48 29 55 49 54 28 29 7 2 27 87 40 25 50 14 16 45 44 98 6 84 5 47 33 34
17 32 698 41 52 46 39 47 16 50 83 40 79 45 98 23 37 19 9 44 77 7 45 20 2 40 22 2 95 39 88 9 26 8 94 23 3 27 50 34 76 1 40 15 64 20 72 23 35 20 22 43 2 39 99 21 46 45 100 29 48 9 79 36 93 8 91
18 32 598 33 84 4 85 17 89 34 22 21 30 8 50 10 51 40 72 17 30 33 64 5 90 5 35 18 41 22 43 5 71 43 13 34 96 3 6 46 47 37 20 46 49 6 95 27 88 4 93 33 31 46 90 6 84 20 41 42 85 34 46 7 51 42 92
19 32 612 7 36 9 52 1 68 29 11 12 74 16 87 5 96 27 14 46 71 23 35 8 23 25 43 4 15 22 46 47 13 26 34 39 55 18 53 31 58 15 54 35 32 36 63 48 99 20 94 6 86 23 73 14 51 25 49 26 37 40 8 49 12 34 65
20 32 639 37 81 25 56 30 39 18 47 32 48 49 30 22 60 38 19 2 70 17 95 31 12 50 39 42 15 14 86 12 12 6 73 6 81 33 83 19 100 22 68 26 57 38 61 2 1 8 60 2 56 40 83 33 70 18 33 29 60 50 77 1 39 47 76
21 32 612 39 23 3 41 1 64 8 71 46 26 40 63 45 54 11 25 32 92 30 49 2 65 33 19 46 13 9 76 22 5 16 55 49 67 5 52 5 98 20 17 5 84 14 79 13 27 10 76 37 71 41 75 32 19 9 26 19 49 49 40 50 100 24 32
22 32 654 30 56 12 11 8 19 2 69 45 52 3 36 37 91 18 55 35 48 36 85 24 48 26 9 10 76 31 95 37 32 3 78 44 32 20 8 26 54 40 1 23 37 30 37 34 35 42 43 7 26 50 57 37 47 9 80 36 9 11 25 49 68 3 19
23 32 568 13 64 7 40 26 83 19 58 2 55 1 45 33 26 30 31 13 80 4 76 36 56 17 68 40 98 49 17 46 92 8 36 24 21 11 28 37 98 2 38 34 58 48 38 19 46 10 45 4 20 24 64 48 83 11 71 15 14 27 63 33 75 19 24
24 32 791 13 55 37 2 31 66 3 49 13 39 12 88 33 71 25 17 38 19 46 47 48 94 43 57 27 88 31 2 16 17 46 100 40 17 21 11 1 36 49 18 49 96 31 16 49 71 25 82 19 7 47 2 32 75 28 24 27 82 22 6 43 65 44 42
25 32 585 17 63 49 35 3 15 14 96 37 64 14 65 46 43 28 96 19 4 3 42 39 53 20 31 15 26 6 71 9 37 44 4 3 50 11 16 30 85 13 88 44 47 35 37 12 94 20 42 46 52 28 50 40 84 2 19 34 40 25 74 5 20 21 34
26 32 638 18 28 47 92 1 56 25 33 3 64 37 3 28 81 8 41 28 46 11 14 10 5 13 33 34 18 29 52 31 92 50 89 19 16 32 69 11 81 22 99 7 80 19 44 32 14 25 72 17 63 32 74 7 22 36 77 50 46 41 6 41 73 34 26
27 32 676 12 26 21 1 28 40 16 2 14 62 44 96 41 21 32 69 16 11 45 98 19 39 28 69 11 21 12 57 31 93 28 29 22 16 48 75 50 47 49 78 1 37 44 41 3 50 38 38 30 83 1 39 37 5 24 4 6 41 25 59 46 75 24 45
28 32 769 11 35 26 94 18 63 9 45 19 82 46 57 48 32 43 22 35 78 36 4 45 40 38 62 43 9 27 49 30 67 7 21 20 18 42 41 20 47 49 7 39 16 4 72 27 26 47 46 39 34 47 94 11 3 40 26 8 100 36 77 44 83 8 37
29 32 548 3 87 9 43 17 47 31 61 1 86 41 93 30 65 3 5 22 89 39 19 43 43 21 37 17 28 1 66 3 35 4 59 42 61 33 32 26 34 15 33 32 82 1 45 20 48 40 54 13 59 31 38 15 26 14 40 45 13 2 38 40 51 31 64
