1 40 825 8 1 9 46 41 4 30 84 6 26 11 30 30 12 31 25 4 57 43 46 14 91 48 62 49 57 2 9 2 78 28 52 33 47 37 20 25 61 5 41 28 9 40 71 26 30 35 4 33 94 26 34 7 3 43 68 9 58 28 35 10 61 49 64 40 17 47 6 42 83 4 36 15 66 38 17 44 53 12 20
2 40 836 18 30 43 55 48 63 48 96 11 59 44 54 42 20 11 96 22 60 4 35 4 27 33 64 36 71 13 9 49 48 31 75 23 79 38 70 16 71 41 5 23 75 8 14 28 70 39 47 44 73 27 34 10 62 18 91 16 18 39 11 17 14 24 58 16 69 41 74 6 95 34 5 17 99 19 80 11 10 33 40
3 40 878 47 51 16 93 47 52 22 68 32 95 49 21 11 58 41 77 39 74 4 84 12 62 25 11 39 78 7 89 39 91 5 87 32 41 28 19 13 42 9 63 9 76 14 39 45 80 40 61 4 10 24 19 46 56 40 64 35 48 44 40 39 14 37 77 30 7 20 95 14 13 32 46 14 80 15 44 34 5 45 65
4 40 914 46 24 32 65 44 33 3 66 9 58 29 81 33 25 18 12 30 51 44 98 38 65 43 59 16 70 42 48 19 43 18 29 43 17 29 94 10 99 36 27 26 40 26 97 49 46 50 19 46 88 28 43 10 24 12 30 24 23 22 95 11 78 21 25 48 8 46 32 34 92 43 17 4 31 20 71 5 19 36 52
5 40 772 42 38 32 54 43 46 47 36 1 7 41 11 28 34 19 54 12 45 32 16 15 53 11 99 15 45 40 9 7 79 9 49 41 83 4 48 3 81 42 41 24 46 43 85 6 99 36 41 41 62 23 26 12 37 15 41 13 93 45 95 34 50 16 18 4 23 20 15 6 51 41 87 17 50 22 79 22 71 41 39
6 40 788 5 28 6 45 50 30 29 11 14 61 21 24 44 38 47 39 49 63 24 50 3 66 1 93 13 27 17 35 34 91 15 26 50 34 16 10 1 95 29 65 16 94 9 15 15 58 46 86 3 29 41 10 3 4 13 98 16 40 30 2 14 20 38 81 45 100 17 1 40 43 45 38 13 21 32 10 49 36 33 1
7 40 809 22 78 16 33 50 86 1 21 47 54 25 8 8 54 36 79 42 56 18 7 49 61 6 78 28 16 32 90 44 48 20 28 42 48 26 23 17 77 37 20 8 65 44 98 30 89 9 60 23 16 45 66 46 48 16 96 19 100 30 64 25 66 5 68 39 59 9 96 10 23 13 53 9 50 49 48 8 42 9 44
8 40 855 26 60 15 21 20 92 22 43 39 12 41 37 39 93 35 64 45 80 9 90 3 86 40 42 21 10 19 70 22 90 37 40 8 74 42 54 44 17 48 12 46 80 1 76 40 42 44 94 4 92 16 24 36 6 21 94 47 84 30 4 10 34 41 32 35 87 1 86 1 38 12 30 15 17 39 20 46 79 9 20
9 40 814 23 79 47 17 20 24 21 10 21 30 3 79 21 42 48 20 29 2 40 98 14 76 8 14 22 28 32 87 40 91 26 47 38 30 37 36 28 97 18 62 2 46 44 32 44 58 2 14 29 94 21 86 44 69 24 90 31 21 10 46 1 72 27 63 25 68 23 10 31 53 21 28 47 53 6 77 13 4 37 11
10 40 763 10 78 29 5 49 57 26 91 48 15 32 15 26 37 26 94 16 8 30 18 7 75 18 29 11 53 7 4 44 47 43 67 47 82 23 74 42 92 8 79 35 51 14 23 16 46 16 52 45 91 2 53 46 37 12 7 38 57 48 82 36 24 14 44 7 67 19 91 12 56 3 39 1 48 3 88 19 37 26 47
