uf75-048.mwcnf 46511 1 2 3 4 5 6 -7 8 -9 10 11 -12 -13 14 -15 16 17 18 19 20 -21 -22 23 24 25 26 -27 28 -29 30 31 32 33 -34 35 -36 37 -38 -39 -40 41 42 43 44 45 46 47 48 -49 50 51 -52 53 -54 -55 -56 57 58 59 60 61 -62 63 64 65 66 67 68 -69 -70 71 72 -73 -74 75 0
uf75-023.mwcnf 49150 -1 -2 3 -4 -5 -6 -7 8 -9 10 11 -12 -13 14 15 16 17 -18 19 20 21 -22 -23 24 25 26 27 -28 29 30 31 32 33 -34 -35 -36 37 38 -39 40 41 42 43 44 45 46 47 48 -49 50 -51 52 53 54 55 -56 57 -58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 0
uf75-054.mwcnf 41956 -1 -2 3 4 5 -6 -7 -8 9 -10 -11 -12 13 14 -15 16 17 18 -19 -20 21 22 23 24 25 26 27 -28 29 -30 31 32 33 34 35 36 -37 -38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 -53 54 55 56 -57 -58 -59 60 61 62 63 -64 -65 -66 -67 -68 69 70 71 -72 73 74 75 0
uf75-030.mwcnf 41970 1 2 -3 4 5 6 -7 8 -9 -10 11 12 13 14 -15 16 17 -18 19 20 21 -22 23 -24 25 26 27 -28 29 30 -31 32 -33 -34 35 -36 -37 -38 39 40 41 42 43 -44 -45 46 47 -48 49 50 51 52 -53 54 55 56 -57 58 -59 60 -61 62 -63 64 65 -66 67 68 69 70 -71 -72 73 -74 75 0
uf75-069.mwcnf 46550 1 -2 3 -4 5 6 7 8 -9 10 11 12 -13 -14 15 16 17 -18 19 -20 21 22 23 -24 25 26 27 -28 29 30 31 32 33 34 -35 36 37 -38 39 40 41 -42 43 -44 -45 46 47 48 -49 -50 -51 -52 53 54 55 56 -57 58 59 -60 -61 -62 63 64 -65 -66 67 68 69 70 71 72 73 74 75 0
uf75-022.mwcnf 46197 1 2 3 4 5 -6 7 8 9 -10 11 12 13 -14 -15 16 17 18 19 20 21 -22 23 24 -25 26 27 -28 29 30 31 -32 -33 34 -35 -36 37 -38 -39 40 -41 42 43 -44 45 -46 47 -48 49 50 51 -52 -53 54 55 56 57 58 59 60 61 62 63 64 65 -66 -67 68 -69 70 71 72 73 74 -75 0
uf75-013.mwcnf 40515 -1 2 3 4 5 6 7 -8 9 10 11 -12 13 -14 15 16 17 -18 -19 20 21 22 -23 -24 25 -26 -27 28 29 30 31 32 33 34 -35 36 37 38 39 40 -41 42 43 44 45 -46 47 48 -49 50 51 52 53 -54 55 -56 -57 58 -59 60 61 -62 -63 -64 65 -66 67 68 69 70 71 -72 73 -74 75 0
uf75-024.mwcnf 38860 1 2 -3 4 -5 -6 -7 -8 9 10 11 -12 13 14 -15 16 17 -18 19 -20 -21 22 23 24 25 -26 27 -28 29 30 31 32 33 34 -35 36 37 -38 -39 -40 41 -42 43 -44 45 46 47 48 49 50 -51 52 53 -54 55 56 -57 58 59 -60 61 62 -63 -64 65 -66 67 68 69 -70 71 -72 -73 -74 75 0
uf75-053.mwcnf 54641 1 2 -3 -4 5 -6 7 8 9 10 11 12 13 14 15 16 17 -18 19 20 -21 22 23 24 25 -26 27 28 -29 30 31 32 33 34 35 36 -37 38 -39 -40 -41 -42 43 44 45 46 47 48 -49 50 -51 52 53 -54 -55 56 57 58 59 60 61 -62 -63 64 65 66 67 68 69 70 71 72 73 74 -75 0
uf75-083.mwcnf 43652 1 2 3 -4 5 -6 7 -8 9 10 11 12 -13 14 15 16 -17 -18 -19 20 21 -22 -23 24 25 26 -27 28 29 -30 31 -32 33 34 -35 36 37 38 39 40 -41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 -56 57 -58 59 -60 61 62 -63 64 -65 66 -67 68 69 -70 71 -72 73 -74 -75 0
uf75-028.mwcnf 47216 1 -2 3 4 -5 6 7 8 -9 10 11 12 13 14 -15 16 -17 18 19 20 21 22 23 24 25 26 -27 28 29 -30 31 32 33 34 35 36 37 -38 -39 40 41 42 43 44 45 -46 47 48 49 50 -51 52 53 54 55 56 57 -58 -59 60 -61 -62 63 64 65 -66 67 -68 69 70 71 72 73 -74 75 0
uf75-010.mwcnf 36574 1 -2 3 4 5 6 -7 8 9 -10 11 12 13 14 -15 16 17 -18 19 20 -21 22 23 -24 25 26 27 28 29 30 -31 32 33 -34 -35 -36 37 38 39 40 41 42 -43 44 45 -46 47 -48 -49 -50 -51 52 -53 54 55 -56 57 58 59 60 61 62 -63 64 -65 66 -67 -68 -69 70 71 72 -73 -74 -75 0
uf75-016.mwcnf 42157 1 2 3 4 5 6 7 -8 9 10 11 12 13 14 -15 16 17 18 19 20 -21 22 23 -24 25 26 -27 28 29 -30 31 -32 -33 34 35 36 37 38 39 -40 -41 42 -43 44 -45 46 -47 48 -49 -50 -51 52 53 -54 -55 -56 57 58 59 60 61 62 -63 64 65 66 -67 68 -69 70 71 72 73 -74 75 0
uf75-071.mwcnf 37290 -1 2 -3 4 5 6 -7 8 9 10 11 12 13 14 15 -16 -17 18 19 20 21 -22 23 24 25 26 -27 28 29 -30 -31 -32 -33 -34 35 36 37 38 39 -40 -41 -42 43 44 45 46 47 -48 49 50 -51 52 53 54 -55 -56 57 58 -59 -60 61 62 -63 64 65 66 67 -68 69 -70 -71 72 73 -74 75 0
uf75-0100.mwcnf 42192 1 2 3 4 5 6 7 8 -9 10 -11 -12 -13 14 -15 16 17 18 19 -20 -21 22 23 -24 25 26 27 28 -29 30 31 32 33 34 -35 36 37 38 39 -40 41 42 43 44 45 46 -47 -48 49 50 51 52 53 54 55 56 57 -58 59 60 61 62 63 64 65 66 -67 -68 -69 70 71 72 -73 -74 75 0
uf75-038.mwcnf 47239 -1 2 -3 4 5 -6 -7 8 -9 10 -11 -12 13 14 -15 16 -17 -18 -19 -20 21 22 23 24 25 26 27 28 29 -30 31 32 -33 34 35 36 -37 -38 -39 40 41 -42 43 44 45 46 47 -48 -49 50 -51 52 53 -54 55 56 57 -58 -59 60 61 62 63 64 65 66 67 -68 69 70 71 -72 73 -74 -75 0
uf75-015.mwcnf 41466 1 2 3 4 5 -6 -7 8 -9 -10 -11 12 13 14 15 16 17 -18 19 20 21 22 -23 24 25 26 27 28 29 -30 -31 32 33 34 -35 36 -37 38 39 -40 41 42 43 -44 45 46 47 48 49 -50 51 -52 53 54 -55 56 57 -58 59 60 61 -62 63 64 65 66 -67 -68 69 70 71 72 73 74 75 0
