1 25 976 15 1 18 23 81 2 60 42 11 13 22 15 59 6 61 13 7 29 86 23 27 46 96 31 98 29 3 5 3 39 55 26 66 24 74 10 49 31 9 21 55 5 80 36 51 15 69 2 66 47
2 25 958 34 7 3 43 68 9 58 28 35 10 61 49 64 40 17 47 6 42 83 4 36 15 66 38 17 44 53 12 20 34 35 15 86 28 95 32 96 48 22 30 87 27 84 10 22 48 43 30 7 18
3 25 1059 27 33 64 36 71 13 9 49 48 31 75 23 79 38 70 16 71 41 5 23 75 8 14 28 70 39 47 44 73 27 34 10 62 18 91 16 18 39 11 17 14 24 58 16 69 41 74 6 95 34
4 25 1152 33 50 38 40 22 5 65 20 27 47 51 16 93 47 52 22 68 32 95 49 21 11 58 41 77 39 74 4 84 12 62 25 11 39 78 7 89 39 91 5 87 32 41 28 19 13 42 9 63 9
5 25 1144 27 20 89 40 80 31 7 5 48 10 91 28 79 32 70 24 88 20 77 7 74 39 59 4 39 48 27 7 64 23 27 40 29 22 68 3 89 33 53 46 24 32 65 44 33 3 66 9 58 29
6 25 1148 66 13 35 6 60 26 87 49 76 33 86 30 31 35 83 24 38 22 35 15 85 9 58 47 20 50 71 14 52 20 51 49 98 23 100 10 92 44 56 22 19 12 23 15 47 12 44 48 22 39
7 25 898 25 48 8 46 32 34 92 43 17 4 31 20 71 5 19 36 52 15 83 19 64 27 85 23 93 18 1 4 81 6 56 17 37 27 23 23 64 8 30 27 21 50 29 23 79 5 13 40 17 25
8 25 1096 83 4 48 3 81 42 41 24 46 43 85 6 99 36 41 41 62 23 26 12 37 15 41 13 93 45 95 34 50 16 18 4 23 20 15 6 51 41 87 17 50 22 79 22 71 41 39 36 9 14
9 25 956 45 50 30 29 11 14 61 21 24 44 38 47 39 49 63 24 50 3 66 1 93 13 27 17 35 34 91 15 26 50 34 16 10 1 95 29 65 16 94 9 15 15 58 46 86 3 29 41 10 3
10 25 1069 26 49 32 20 60 1 28 10 75 41 90 50 33 1 79 22 90 19 26 11 64 5 97 18 66 1 34 22 78 16 33 50 86 1 21 47 54 25 8 8 54 36 79 42 56 18 7 49 61 6
11 25 988 56 8 64 45 88 24 39 14 84 24 51 12 33 39 73 10 15 33 87 49 60 45 18 30 45 8 89 33 91 24 31 48 38 50 60 32 49 33 9 34 77 30 17 48 19 12 25 27 18 25
12 25 1092 48 8 42 9 44 6 51 30 30 11 39 46 43 22 77 6 82 19 78 47 70 32 90 40 17 45 6 43 79 21 41 5 38 35 44 45 73 20 15 37 83 27 88 9 96 6 91 40 1 38
13 25 953 42 44 94 4 92 16 24 36 6 21 94 47 84 30 4 10 34 41 32 35 87 1 86 1 38 12 30 15 17 39 20 46 79 9 20 33 45 40 93 9 40 12 42 5 42 15 6 40 41 21
14 25 1103 20 29 2 40 98 14 76 8 14 22 28 32 87 40 91 26 47 38 30 37 36 28 97 18 62 2 46 44 32 44 58 2 14 29 94 21 86 44 69 24 90 31 21 10 46 1 72 27 63 25
15 25 944 46 5 62 27 42 14 93 27 12 39 25 2 73 6 53 10 78 29 5 49 57 26 91 48 15 32 15 26 37 26 94 16 8 30 18 7 75 18 29 11 53 7 4 44 47 43 67 47 82 23
16 25 834 84 46 15 40 70 26 27 12 32 23 31 26 89 46 4 27 92 19 23 4 76 29 95 41 72 12 27 22 13 34 38 46 23 28 6 20 1 24 5 44 38 19 51 24 61 22 19 39 51 14
17 25 926 16 33 88 43 7 13 12 42 98 14 42 44 82 48 58 45 62 7 13 24 25 27 49 17 6 34 31 9 28 29 100 35 24 8 88 38 99 33 95 30 8 33 53 35 16 22 50 37 8 43
18 25 1136 72 46 82 45 38 15 97 12 97 27 90 30 47 5 35 33 69 4 68 3 64 1 33 22 56 2 26 26 76 18 2 39 2 41 70 29 71 32 97 1 66 49 25 6 27 31 10 38 100 5
19 25 1087 58 50 38 47 65 25 1 26 10 45 29 37 46 47 8 2 62 25 95 15 74 44 72 25 77 2 41 37 59 15 41 29 90 39 14 27 32 36 98 7 78 6 63 32 39 32 94 34 75 7
20 25 1024 88 46 53 7 50 17 78 7 82 49 54 25 14 21 60 2 10 38 32 40 12 43 24 20 54 16 93 42 76 35 56 22 94 15 17 49 40 19 21 50 2 20 84 23 33 24 57 28 97 27
21 25 1120 29 7 2 27 87 40 25 50 14 16 45 44 98 6 84 5 47 33 34 5 82 26 91 20 94 8 100 42 79 40 89 49 46 19 37 5 87 39 13 23 39 1 80 11 4 48 77 44 17 13
22 25 1076 94 23 3 27 50 34 76 1 40 15 64 20 72 23 35 20 22 43 2 39 99 21 46 45 100 29 48 9 79 36 93 8 91 9 66 42 7 43 34 45 68 11 42 15 16 25 20 26 79 36
23 25 1131 30 33 64 5 90 5 35 18 41 22 43 5 71 43 13 34 96 3 6 46 47 37 20 46 49 6 95 27 88 4 93 33 31 46 90 6 84 20 41 42 85 34 46 7 51 42 92 49 13 18
24 25 1079 52 1 68 29 11 12 74 16 87 5 96 27 14 46 71 23 35 8 23 25 43 4 15 22 46 47 13 26 34 39 55 18 53 31 58 15 54 35 32 36 63 48 99 20 94 6 86 23 73 14
25 25 1128 49 25 51 19 79 4 98 6 68 33 19 37 81 25 56 30 39 18 47 32 48 49 30 22 60 38 19 2 70 17 95 31 12 50 39 42 15 14 86 12 12 6 73 6 81 33 83 19 100 22
