1 27 1028 15 1 18 23 81 2 60 42 11 13 22 15 59 6 61 13 7 29 86 23 27 46 96 31 98 29 3 5 3 39 55 26 66 24 74 10 49 31 9 21 55 5 80 36 51 15 69 2 66 47 52 17 13 2
2 27 1064 68 9 58 28 35 10 61 49 64 40 17 47 6 42 83 4 36 15 66 38 17 44 53 12 20 34 35 15 86 28 95 32 96 48 22 30 87 27 84 10 22 48 43 30 7 18 8 14 65 32 71 36 25 5
3 27 1184 48 31 75 23 79 38 70 16 71 41 5 23 75 8 14 28 70 39 47 44 73 27 34 10 62 18 91 16 18 39 11 17 14 24 58 16 69 41 74 6 95 34 5 17 99 19 80 11 10 33 40 14 94 26
4 27 1288 93 47 52 22 68 32 95 49 21 11 58 41 77 39 74 4 84 12 62 25 11 39 78 7 89 39 91 5 87 32 41 28 19 13 42 9 63 9 76 14 39 45 80 40 61 4 10 24 19 46 56 40 64 35
5 27 1193 88 20 77 7 74 39 59 4 39 48 27 7 64 23 27 40 29 22 68 3 89 33 53 46 24 32 65 44 33 3 66 9 58 29 81 33 25 18 12 30 51 44 98 38 65 43 59 16 70 42 48 19 43 18
6 27 1173 85 9 58 47 20 50 71 14 52 20 51 49 98 23 100 10 92 44 56 22 19 12 23 15 47 12 44 48 22 39 41 13 95 4 91 16 67 46 86 9 8 16 39 36 10 10 71 26 29 42 38 32 54 43
7 27 987 93 18 1 4 81 6 56 17 37 27 23 23 64 8 30 27 21 50 29 23 79 5 13 40 17 25 81 42 8 24 6 41 83 21 47 23 86 43 12 50 72 21 82 31 45 13 24 19 30 21 25 47 89 48
8 27 1053 50 16 18 4 23 20 15 6 51 41 87 17 50 22 79 22 71 41 39 36 9 14 12 23 99 15 58 6 27 31 41 12 88 19 94 20 97 32 47 25 5 33 1 47 25 14 33 18 68 46 30 13 100 17
9 27 905 10 1 95 29 65 16 94 9 15 15 58 46 86 3 29 41 10 3 4 13 98 16 40 30 2 14 20 38 81 45 100 17 1 40 43 45 38 13 21 32 10 49 36 33 1 17 43 39 32 17 99 43 1 11
10 27 1212 54 25 8 8 54 36 79 42 56 18 7 49 61 6 78 28 16 32 90 44 48 20 28 42 48 26 23 17 77 37 20 8 65 44 98 30 89 9 60 23 16 45 66 46 48 16 96 19 100 30 64 25 66 5
11 27 1084 77 30 17 48 19 12 25 27 18 25 97 24 16 21 17 22 12 26 60 15 21 20 92 22 43 39 12 41 37 39 93 35 64 45 80 9 90 3 86 40 42 21 10 19 70 22 90 37 40 8 74 42 54 44
12 27 1042 96 6 91 40 1 38 80 21 87 47 8 46 32 12 72 3 42 47 94 42 60 2 20 17 82 16 69 44 2 43 1 19 24 15 30 9 78 10 91 40 17 10 66 23 79 47 17 20 24 21 10 21 30 3
13 27 1116 41 21 96 10 57 1 80 49 28 38 15 7 43 14 63 44 80 46 52 24 76 15 74 18 55 49 35 31 4 23 87 16 87 29 4 7 57 47 41 43 88 35 47 45 62 11 19 23 2 36 53 32 50 34
14 27 1048 10 31 53 21 28 47 53 6 77 13 4 37 11 27 19 39 57 3 98 29 52 46 96 8 63 8 51 19 52 47 32 4 60 9 13 38 36 15 22 27 14 2 87 24 85 34 93 41 46 37 84 46 15 40
